reserva_id;aula_id;aluno_id;status
455;105;426;Presente
456;105;1673;Cancelada
457;106;1448;Cancelada
458;106;367;Ausente
459;106;469;Presente
460;107;1388;Presente
461;107;2188;Ausente
462;107;1662;Cancelada
463;107;205;Cancelada
464;107;1145;Cancelada
465;107;714;Presente
466;107;8;Ausente
467;108;1747;Presente
468;108;857;Cancelada
469;108;1603;Presente
470;108;714;Presente
471;108;390;Ausente
472;108;2061;Ausente
473;109;786;Cancelada
474;109;541;Presente
475;109;519;Presente
476;109;1662;Cancelada
477;109;1226;Presente
478;109;1393;Cancelada
479;109;1616;Presente
480;110;830;Ausente
481;110;1186;Cancelada
482;111;2117;Cancelada
483;111;2056;Cancelada
484;112;94;Cancelada
485;112;2154;Presente
486;112;102;Cancelada
487;112;1913;Cancelada
488;112;1546;Cancelada
489;112;1553;Presente
490;112;1985;Cancelada
491;113;101;Ausente
492;113;760;Cancelada
493;113;328;Ausente
494;113;1184;Presente
495;114;1495;Cancelada
496;114;1002;Cancelada
497;115;765;Presente
498;115;465;Ausente
499;115;1398;Ausente
500;115;2056;Cancelada
501;116;1313;Presente
502;116;494;Ausente
503;116;1652;Cancelada
504;117;707;Cancelada
505;117;1990;Presente
506;117;243;Ausente
507;117;1615;Presente
508;117;1142;Cancelada
509;117;743;Cancelada
510;118;364;Presente
511;118;373;Presente
512;118;1601;Cancelada
513;118;772;Presente
514;118;1933;Ausente
515;119;979;Ausente
516;119;1918;Cancelada
517;119;1583;Ausente
518;119;1722;Cancelada
519;120;1743;Cancelada
520;120;1967;Ausente
521;120;331;Ausente
522;120;1588;Ausente
523;120;702;Ausente
524;120;857;Ausente
525;120;152;Ausente
526;121;1849;Ausente
527;121;777;Cancelada
528;121;1256;Presente
529;121;1717;Ausente
530;122;136;Presente
531;122;2124;Cancelada
532;122;1122;Ausente
533;122;1760;Presente
534;122;1003;Ausente
535;122;345;Presente
536;122;2005;Ausente
537;123;2117;Presente
538;123;742;Ausente
539;123;153;Presente
540;123;967;Ausente
541;123;319;Ausente
542;123;958;Ausente
543;123;2083;Cancelada
544;124;1182;Presente
545;124;1313;Cancelada
546;124;1530;Ausente
547;125;1450;Presente
548;125;243;Presente
549;125;725;Presente
550;125;2193;Presente
551;125;978;Ausente
552;126;1632;Ausente
553;126;247;Cancelada
554;126;891;Cancelada
555;126;460;Ausente
556;127;1875;Cancelada
557;127;1560;Ausente
558;127;2034;Presente
559;127;1697;Presente
560;127;856;Presente
561;128;1292;Cancelada
562;128;459;Ausente
563;129;95;Ausente
564;129;805;Ausente
565;129;218;Cancelada
566;130;431;Ausente
567;130;1390;Ausente
568;130;1339;Presente
569;131;1747;Ausente
570;131;1924;Ausente
571;131;418;Cancelada
572;131;378;Cancelada
573;131;1048;Presente
574;132;107;Ausente
575;132;2140;Cancelada
576;132;1899;Cancelada
577;132;1437;Presente
578;132;1345;Ausente
579;132;895;Cancelada
580;133;423;Cancelada
581;133;2063;Ausente
582;134;1779;Cancelada
583;134;251;Cancelada
584;134;1162;Ausente
585;134;1459;Cancelada
586;134;1680;Presente
587;134;1545;Ausente
588;135;1907;Cancelada
589;135;2048;Cancelada
590;136;169;Cancelada
591;136;739;Ausente
592;136;58;Presente
593;136;208;Cancelada
594;137;1315;Cancelada
595;137;851;Presente
596;137;799;Presente
597;138;1161;Presente
598;138;471;Ausente
599;138;373;Cancelada
600;138;436;Ausente
601;139;2055;Cancelada
602;139;1551;Cancelada
603;139;384;Presente
604;139;477;Presente
605;140;85;Presente
606;140;993;Presente
607;140;1187;Cancelada
608;140;80;Cancelada
609;140;2010;Cancelada
610;140;1474;Presente
611;141;923;Ausente
612;141;2191;Cancelada
613;141;1705;Ausente
614;141;206;Ausente
615;141;1596;Presente
616;141;1746;Ausente
617;141;1479;Cancelada
618;142;64;Cancelada
619;142;1172;Presente
620;142;982;Ausente
621;142;509;Cancelada
622;143;2009;Cancelada
623;143;495;Presente
624;143;63;Presente
625;143;1476;Cancelada
626;143;1285;Cancelada
627;143;453;Presente
628;143;2070;Presente
629;144;118;Cancelada
630;144;873;Ausente
631;144;725;Presente
632;144;2078;Ausente
633;144;980;Presente
634;144;1723;Ausente
635;145;1162;Cancelada
636;145;1936;Cancelada
637;145;714;Ausente
638;146;398;Presente
639;146;555;Presente
640;147;6;Presente
641;147;478;Presente
642;147;177;Cancelada
643;148;179;Presente
644;148;1561;Ausente
645;148;291;Ausente
646;148;719;Ausente
647;148;1904;Ausente
648;149;1510;Cancelada
649;149;438;Ausente
650;149;2168;Ausente
651;150;1520;Ausente
652;150;8;Ausente
653;150;1078;Presente
654;150;1922;Ausente
655;150;388;Cancelada
656;151;844;Ausente
657;151;239;Presente
658;151;655;Presente
659;151;829;Ausente
660;151;388;Cancelada
661;151;1055;Presente
662;151;161;Cancelada
663;152;2019;Ausente
664;152;1416;Cancelada
665;152;2131;Cancelada
666;152;219;Cancelada
667;152;105;Cancelada
668;152;1042;Cancelada
669;153;127;Cancelada
670;153;550;Presente
671;154;1275;Cancelada
672;154;2038;Ausente
673;155;2003;Cancelada
674;155;2126;Ausente
675;155;1999;Presente
676;155;522;Cancelada
677;155;609;Cancelada
678;156;159;Ausente
679;156;45;Cancelada
680;157;877;Presente
681;157;528;Cancelada
682;157;1251;Ausente
683;157;258;Presente
684;157;951;Ausente
685;157;1321;Ausente
686;158;147;Presente
687;158;861;Cancelada
688;158;1507;Ausente
689;158;1000;Presente
690;158;1403;Presente
691;158;636;Presente
692;158;799;Ausente
693;159;520;Cancelada
694;159;576;Presente
695;160;396;Cancelada
696;160;543;Cancelada
697;160;1928;Ausente
698;161;1148;Cancelada
699;161;2044;Cancelada
700;161;1341;Cancelada
701;161;1687;Ausente
702;161;2045;Presente
703;161;193;Ausente
704;162;602;Presente
705;162;897;Presente
706;163;227;Cancelada
707;163;1801;Cancelada
708;163;777;Cancelada
709;163;1922;Cancelada
710;163;1487;Presente
711;163;1917;Presente
712;163;818;Presente
713;164;321;Presente
714;164;1019;Cancelada
715;164;1644;Cancelada
716;164;2199;Ausente
717;164;2099;Presente
718;165;1931;Cancelada
719;165;681;Cancelada
720;165;1560;Ausente
721;166;1788;Cancelada
722;166;427;Ausente
723;166;1688;Cancelada
724;167;1436;Cancelada
725;167;2041;Cancelada
726;167;1423;Ausente
727;167;364;Cancelada
728;167;673;Cancelada
729;168;2129;Presente
730;168;1558;Presente
731;168;839;Cancelada
732;168;398;Presente
733;168;2028;Cancelada
734;168;92;Ausente
735;169;708;Presente
736;169;262;Cancelada
737;169;120;Cancelada
738;169;724;Presente
739;169;18;Cancelada
740;169;2088;Cancelada
741;170;927;Presente
742;170;1143;Ausente
743;170;1347;Presente
744;171;538;Presente
745;171;1413;Ausente
746;171;1793;Cancelada
747;171;1903;Presente
748;172;1703;Presente
749;172;118;Presente
750;172;1432;Cancelada
751;172;364;Ausente
752;172;618;Presente
753;172;1123;Ausente
754;173;1197;Ausente
755;173;1391;Cancelada
756;174;1030;Presente
757;174;184;Cancelada
758;174;1498;Cancelada
759;175;1173;Ausente
760;175;1605;Ausente
761;175;867;Presente
762;176;1344;Presente
763;176;1285;Cancelada
764;176;751;Cancelada
765;176;305;Cancelada
766;177;2064;Ausente
767;177;1554;Ausente
768;177;1333;Ausente
769;177;565;Cancelada
770;177;2136;Cancelada
771;177;1675;Presente
772;177;627;Presente
773;178;2016;Presente
774;178;980;Ausente
775;178;575;Ausente
776;179;649;Presente
777;179;729;Presente
778;180;302;Presente
779;180;1352;Ausente
780;180;347;Ausente
781;180;471;Ausente
782;180;1463;Presente
783;181;1414;Cancelada
784;181;1589;Presente
785;181;1205;Cancelada
786;182;723;Ausente
787;182;1559;Presente
788;182;616;Presente
789;182;552;Presente
790;183;283;Presente
791;183;1805;Ausente
792;183;1535;Presente
793;183;1321;Presente
794;184;2147;Presente
795;184;341;Cancelada
796;184;2016;Ausente
797;184;1526;Cancelada
798;184;557;Cancelada
799;184;173;Ausente
800;185;1069;Presente
801;185;2161;Cancelada
802;185;577;Presente
803;185;779;Cancelada
804;185;838;Cancelada
805;185;1917;Presente
806;186;182;Ausente
807;186;536;Cancelada
808;187;311;Presente
809;187;215;Ausente
810;187;2149;Ausente
811;187;1725;Cancelada
812;188;1209;Ausente
813;188;1871;Presente
814;188;1423;Presente
815;189;810;Cancelada
816;189;1313;Ausente
817;189;1429;Ausente
818;189;1829;Presente
819;189;715;Ausente
820;190;494;Presente
821;190;773;Ausente
822;190;187;Presente
823;190;1156;Cancelada
824;190;315;Ausente
825;190;1080;Presente
826;190;1086;Ausente
827;191;1272;Presente
828;191;2169;Cancelada
829;192;1094;Presente
830;192;1181;Cancelada
831;192;722;Ausente
832;192;1106;Presente
833;192;1806;Presente
834;192;1712;Cancelada
835;192;1244;Presente
836;193;1090;Cancelada
837;193;1100;Presente
838;193;158;Cancelada
839;193;521;Presente
840;193;286;Presente
841;193;2119;Ausente
842;194;410;Ausente
843;194;465;Cancelada
844;194;245;Cancelada
845;195;1019;Cancelada
846;195;815;Ausente
847;195;1319;Presente
848;195;1349;Cancelada
849;195;461;Ausente
850;195;884;Cancelada
851;195;733;Ausente
852;196;1343;Cancelada
853;196;1774;Ausente
854;196;1503;Cancelada
855;197;785;Ausente
856;197;29;Cancelada
857;197;325;Cancelada
858;197;1840;Cancelada
859;197;1299;Ausente
860;197;2161;Presente
861;198;2045;Ausente
862;198;489;Presente
863;198;1380;Cancelada
864;198;169;Presente
865;199;1341;Ausente
866;199;1942;Presente
867;199;802;Cancelada
868;199;1240;Ausente
869;199;1900;Ausente
870;199;11;Cancelada
871;199;236;Presente
872;200;420;Ausente
873;200;1890;Presente
874;201;1635;Ausente
875;201;1186;Ausente
876;201;266;Cancelada
877;202;220;Presente
878;202;1440;Presente
879;202;619;Ausente
880;202;35;Cancelada
881;202;328;Ausente
882;202;1215;Ausente
883;203;1154;Cancelada
884;203;394;Cancelada
885;204;232;Ausente
886;204;1896;Presente
887;204;627;Cancelada
888;204;209;Cancelada
889;204;1928;Cancelada
890;204;1175;Presente
891;204;2074;Cancelada
892;205;1471;Ausente
893;205;1108;Ausente
894;205;144;Presente
895;206;521;Presente
896;206;469;Presente
897;206;1836;Presente
898;206;1116;Presente
899;206;1182;Ausente
900;207;468;Cancelada
901;207;1328;Cancelada
902;207;1459;Presente
903;208;1130;Presente
904;208;374;Ausente
905;208;835;Presente
906;208;1099;Cancelada
907;208;1913;Presente
908;208;1590;Ausente
909;208;1884;Ausente
910;209;1968;Cancelada
911;209;220;Cancelada
912;209;15;Cancelada
913;209;2026;Ausente
914;210;59;Presente
915;210;2110;Ausente
916;210;987;Presente
917;211;708;Ausente
918;211;1222;Presente
919;212;1952;Ausente
920;212;1571;Presente
921;212;611;Presente
922;212;901;Cancelada
923;212;100;Cancelada
924;213;1515;Ausente
925;213;2193;Cancelada
926;214;948;Presente
927;214;2105;Presente
928;215;1057;Presente
929;215;814;Ausente
930;215;823;Cancelada
931;215;1722;Cancelada
932;216;1087;Cancelada
933;216;1293;Ausente
934;216;1762;Cancelada
935;217;327;Cancelada
936;217;203;Cancelada
937;217;56;Ausente
938;217;1689;Presente
939;217;2141;Ausente
940;217;349;Ausente
941;217;171;Ausente
942;218;2078;Cancelada
943;218;428;Cancelada
944;218;171;Presente
945;218;1121;Presente
946;219;974;Presente
947;219;829;Cancelada
948;219;795;Cancelada
949;219;719;Cancelada
950;219;1311;Presente
951;219;1433;Presente
952;220;4;Cancelada
953;220;1075;Cancelada
954;221;543;Presente
955;221;1242;Presente
956;222;574;Cancelada
957;222;1823;Ausente
958;222;437;Ausente
959;222;792;Cancelada
960;222;440;Presente
961;222;1907;Presente
962;222;1611;Presente
963;223;147;Ausente
964;223;1008;Presente
965;223;2132;Presente
966;223;714;Cancelada
967;223;763;Presente
968;223;118;Ausente
969;224;831;Cancelada
970;224;2070;Ausente
971;225;2169;Cancelada
972;225;765;Presente
973;225;663;Presente
974;225;1401;Ausente
975;226;16;Presente
976;226;1194;Presente
977;226;370;Presente
978;226;653;Presente
979;226;207;Presente
980;226;1503;Presente
981;226;764;Ausente
982;227;1861;Cancelada
983;227;1177;Ausente
984;228;2192;Cancelada
985;228;608;Cancelada
986;228;1906;Presente
987;228;153;Presente
988;228;1699;Presente
989;228;1036;Ausente
990;229;256;Presente
991;229;395;Cancelada
992;230;1142;Ausente
993;230;972;Ausente
994;230;1326;Cancelada
995;230;1024;Ausente
996;230;321;Ausente
997;231;2044;Presente
998;231;2061;Cancelada
999;231;1495;Cancelada
1000;231;720;Ausente
1001;232;1274;Presente
1002;232;711;Cancelada
1003;232;130;Ausente
1004;232;95;Presente
1005;233;1443;Presente
1006;233;1044;Presente
1007;233;768;Cancelada
1008;233;208;Ausente
1009;233;665;Ausente
1010;234;954;Cancelada
1011;234;1252;Cancelada
1012;234;1904;Ausente
1013;234;156;Ausente
1014;234;213;Cancelada
1015;234;2079;Presente
1016;234;97;Presente
1017;235;954;Cancelada
1018;235;1068;Ausente
1019;236;1746;Ausente
1020;236;1616;Presente
1021;237;1129;Cancelada
1022;237;500;Presente
1023;237;888;Cancelada
1024;237;583;Ausente
1025;237;182;Cancelada
1026;238;373;Ausente
1027;238;397;Cancelada
1028;238;799;Cancelada
1029;238;1010;Ausente
1030;238;128;Ausente
1031;239;1758;Presente
1032;239;234;Cancelada
1033;239;1110;Presente
1034;239;1458;Presente
1035;239;1164;Cancelada
1036;239;2175;Ausente
1037;240;804;Cancelada
1038;240;1425;Ausente
1039;241;1946;Cancelada
1040;241;126;Cancelada
1041;241;1206;Ausente
1042;241;1262;Cancelada
1043;241;1974;Presente
1044;241;1094;Ausente
1045;241;2078;Cancelada
1046;242;1677;Presente
1047;242;51;Cancelada
1048;242;1781;Presente
1049;242;1925;Presente
1050;242;988;Cancelada
1051;243;1867;Presente
1052;243;99;Presente
1053;243;44;Ausente
1054;243;805;Ausente
1055;243;1552;Presente
1056;244;870;Cancelada
1057;244;852;Presente
1058;245;1387;Ausente
1059;245;1563;Ausente
1060;245;1430;Cancelada
1061;246;412;Cancelada
1062;246;520;Ausente
1063;246;1549;Ausente
1064;247;127;Presente
1065;247;1433;Cancelada
1066;247;690;Cancelada
1067;247;1076;Cancelada
1068;247;766;Ausente
1069;247;1197;Ausente
1070;247;2020;Presente
1071;248;265;Presente
1072;248;1031;Cancelada
1073;248;1384;Cancelada
1074;248;371;Cancelada
1075;248;777;Ausente
1076;248;1618;Presente
1077;248;1177;Cancelada
1078;249;270;Ausente
1079;249;864;Presente
1080;250;225;Ausente
1081;250;286;Ausente
1082;250;933;Cancelada
1083;251;1480;Cancelada
1084;251;1105;Cancelada
1085;251;434;Ausente
1086;251;1455;Cancelada
1087;251;28;Cancelada
1088;252;1020;Cancelada
1089;252;39;Cancelada
1090;252;1703;Cancelada
1091;252;1109;Cancelada
1092;252;403;Cancelada
1093;252;51;Presente
1094;253;699;Presente
1095;253;975;Cancelada
1096;253;1580;Cancelada
1097;253;1092;Cancelada
1098;253;1128;Cancelada
1099;253;232;Presente
1100;254;433;Presente
1101;254;1825;Presente
1102;254;794;Cancelada
1103;254;1862;Cancelada
1104;254;433;Presente
1105;254;384;Cancelada
1106;255;2054;Ausente
1107;255;1698;Ausente
1108;255;1861;Presente
1109;255;352;Cancelada
1110;256;1469;Ausente
1111;256;1836;Cancelada
1112;256;2184;Cancelada
1113;257;1917;Cancelada
1114;257;384;Presente
1115;257;1209;Ausente
1116;258;359;Presente
1117;258;1546;Presente
1118;258;129;Presente
1119;258;1695;Presente
1120;258;1649;Cancelada
1121;258;819;Cancelada
1122;258;140;Cancelada
1123;259;1750;Ausente
1124;259;1484;Ausente
1125;259;1397;Cancelada
1126;260;820;Presente
1127;260;896;Cancelada
1128;261;1758;Cancelada
1129;261;1907;Presente
1130;262;2133;Presente
1131;262;275;Cancelada
1132;262;1269;Presente
1133;262;1234;Presente
1134;262;1894;Ausente
1135;262;1486;Presente
1136;262;1621;Cancelada
1137;263;1738;Cancelada
1138;263;36;Cancelada
1139;263;340;Cancelada
1140;263;1947;Cancelada
1141;264;727;Cancelada
1142;264;1837;Presente
1143;264;1783;Presente
1144;264;920;Presente
1145;265;503;Cancelada
1146;265;54;Cancelada
1147;265;1457;Presente
1148;265;1940;Ausente
1149;265;2123;Presente
1150;266;1687;Presente
1151;266;804;Ausente
1152;267;868;Ausente
1153;267;1722;Ausente
1154;267;1952;Presente
1155;268;204;Presente
1156;268;106;Ausente
1157;268;2045;Ausente
1158;269;1794;Presente
1159;269;25;Ausente
1160;269;2016;Cancelada
1161;269;2190;Cancelada
1162;269;1003;Presente
1163;269;1024;Presente
1164;270;1392;Cancelada
1165;270;2151;Presente
1166;270;185;Ausente
1167;270;310;Ausente
1168;270;1428;Cancelada
1169;270;1276;Cancelada
1170;270;50;Cancelada
1171;271;4;Presente
1172;271;673;Cancelada
1173;271;1808;Presente
1174;271;787;Ausente
1175;271;347;Presente
1176;272;1538;Presente
1177;272;1829;Presente
1178;272;1848;Presente
1179;272;1548;Cancelada
1180;272;113;Presente
1181;272;1708;Ausente
1182;273;856;Presente
1183;273;2006;Ausente
1184;273;34;Cancelada
1185;273;196;Cancelada
1186;273;1489;Ausente
1187;273;634;Presente
1188;273;474;Ausente
1189;274;435;Ausente
1190;274;2005;Ausente
1191;274;288;Ausente
1192;274;1381;Cancelada
