uso_id;reparo_id;peca_id;quantidade;custo_total
100,0;67,0;17,0;2,0;284,23
101,0;67,0;60,0;1,0;436,5
102,0;68,0;52,0;2,0;120,46
103,0;68,0;26,0;2,0;602,41
104,0;70,0;57,0;2,0;569,97
105,0;71,0;42,0;2,0;411,14
106,0;71,0;51,0;2,0;127,02
107,0;71,0;59,0;1,0;284,39
108,0;72,0;11,0;2,0;224,8
109,0;72,0;57,0;2,0;735,67
110,0;73,0;66,0;2,0;383,53
111,0;73,0;50,0;1,0;24,62
112,0;73,0;48,0;1,0;293,84
113,0;74,0;65,0;1,0;497,46
114,0;75,0;24,0;1,0;756,29
115,0;75,0;17,0;2,0;261,01
116,0;76,0;5,0;2,0;105,43
117,0;76,0;45,0;1,0;713,73
118,0;76,0;36,0;1,0;429,41
119,0;77,0;55,0;1,0;819,18
120,0;77,0;55,0;2,0;587,14
121,0;79,0;34,0;2,0;284,83
122,0;79,0;39,0;2,0;334,62
123,0;79,0;50,0;1,0;356,54
124,0;80,0;53,0;2,0;549,81
125,0;80,0;1,0;2,0;671,91
126,0;80,0;59,0;2,0;558,47
127,0;82,0;34,0;1,0;834,63
128,0;83,0;9,0;1,0;783,34
129,0;83,0;69,0;1,0;289,42
130,0;83,0;69,0;2,0;22,43
131,0;84,0;71,0;1,0;805,15
132,0;85,0;40,0;1,0;141,39
133,0;85,0;20,0;1,0;822,61
134,0;85,0;54,0;2,0;656,42
135,0;86,0;77,0;1,0;320,78
136,0;86,0;36,0;1,0;383,64
137,0;86,0;13,0;2,0;287,37
138,0;87,0;15,0;1,0;297,54
139,0;87,0;36,0;2,0;412,42
140,0;87,0;3,0;2,0;557,92
141,0;88,0;24,0;2,0;425,38
142,0;88,0;36,0;2,0;303,55
143,0;88,0;45,0;1,0;262,79
144,0;91,0;64,0;2,0;325,24
145,0;91,0;21,0;2,0;130,63
146,0;93,0;37,0;2,0;394,1
147,0;93,0;59,0;2,0;96,28
148,0;93,0;4,0;1,0;501,27
149,0;94,0;23,0;2,0;448,57
150,0;95,0;48,0;1,0;730,07
151,0;95,0;74,0;1,0;662,37
152,0;96,0;24,0;2,0;290,23
153,0;96,0;17,0;2,0;704,63
154,0;97,0;68,0;2,0;681,88
155,0;97,0;14,0;1,0;569,24
156,0;98,0;7,0;2,0;275,72
157,0;100,0;73,0;2,0;241,36
158,0;100,0;71,0;1,0;51,33
159,0;102,0;7,0;2,0;268,78
160,0;102,0;39,0;1,0;818,9
161,0;102,0;77,0;1,0;343,21
162,0;106,0;12,0;1,0;134,99
163,0;106,0;10,0;2,0;456,55
164,0;108,0;43,0;1,0;677,9
165,0;108,0;19,0;2,0;715,53
166,0;109,0;14,0;1,0;143,75
167,0;109,0;48,0;1,0;685,04
168,0;109,0;37,0;1,0;690,81
169,0;110,0;15,0;2,0;696,57
170,0;110,0;72,0;1,0;472,3
171,0;111,0;80,0;1,0;223,98
172,0;112,0;21,0;1,0;121,59
173,0;112,0;15,0;1,0;553,87
174,0;112,0;30,0;1,0;33,12
175,0;114,0;55,0;2,0;758,78
176,0;114,0;58,0;2,0;60,62
177,0;114,0;22,0;2,0;496,36
178,0;116,0;38,0;1,0;767,51
179,0;116,0;12,0;1,0;743,8
180,0;116,0;37,0;2,0;387,16
181,0;117,0;63,0;1,0;73,38
182,0;118,0;47,0;1,0;191,76
183,0;119,0;22,0;2,0;133,65
184,0;119,0;58,0;2,0;502,48
185,0;120,0;3,0;2,0;229,06
186,0;120,0;80,0;1,0;644,35
187,0;121,0;68,0;2,0;70,68
188,0;122,0;63,0;1,0;639,39
189,0;122,0;48,0;2,0;497,32
190,0;122,0;23,0;2,0;841,79
191,0;123,0;10,0;2,0;845,9
192,0;123,0;58,0;1,0;99,69
193,0;123,0;16,0;2,0;283,58
194,0;124,0;40,0;2,0;594,59
195,0;124,0;26,0;2,0;489,5
196,0;126,0;19,0;2,0;763,65
197,0;126,0;24,0;1,0;354,65
198,0;127,0;18,0;2,0;828,17
199,0;127,0;13,0;1,0;501,3
200,0;127,0;73,0;1,0;48,51
201,0;130,0;18,0;1,0;179,07
202,0;130,0;41,0;2,0;268,54
203,0;131,0;49,0;2,0;134,61
204,0;131,0;71,0;1,0;304,87
205,0;131,0;32,0;1,0;524,85
206,0;132,0;46,0;2,0;199,19
207,0;132,0;24,0;1,0;677,75
208,0;132,0;16,0;1,0;733,15
209,0;134,0;29,0;1,0;697,61
210,0;134,0;61,0;2,0;805,9
211,0;135,0;57,0;1,0;380,59
212,0;136,0;32,0;2,0;462,36
213,0;138,0;57,0;2,0;215,08
214,0;139,0;22,0;2,0;839,89
215,0;139,0;8,0;2,0;182,3
216,0;140,0;34,0;1,0;445,49
217,0;140,0;72,0;2,0;761,67
218,0;140,0;72,0;1,0;545,64
219,0;141,0;71,0;1,0;598,13
220,0;141,0;50,0;2,0;343,53
221,0;141,0;7,0;1,0;343,76
222,0;142,0;50,0;1,0;250,05
223,0;142,0;26,0;2,0;252,82
224,0;142,0;46,0;2,0;59,9
225,0;143,0;57,0;1,0;603,02
226,0;143,0;72,0;2,0;234,45
227,0;144,0;51,0;1,0;98,92
228,0;144,0;2,0;1,0;757,38
229,0;145,0;23,0;1,0;808,25
230,0;145,0;68,0;1,0;808,19
231,0;145,0;32,0;1,0;696,06
232,0;146,0;40,0;2,0;171,92
233,0;146,0;33,0;2,0;411,28
234,0;147,0;15,0;2,0;106,55
235,0;148,0;39,0;1,0;767,4
236,0;148,0;71,0;1,0;512,41
237,0;151,0;27,0;2,0;577,06
238,0;151,0;72,0;2,0;543,01
239,0;151,0;35,0;1,0;96,26
240,0;152,0;3,0;1,0;156,12
241,0;154,0;7,0;1,0;413,89
242,0;154,0;44,0;1,0;208,01
243,0;154,0;69,0;1,0;391,65
244,0;155,0;2,0;2,0;654,13
245,0;155,0;49,0;2,0;651,89
246,0;158,0;19,0;2,0;733,84
247,0;159,0;19,0;1,0;30,59
248,0;160,0;80,0;2,0;354,21
249,0;160,0;24,0;1,0;829,46
250,0;162,0;57,0;1,0;553,95
251,0;163,0;39,0;2,0;808,07
252,0;164,0;39,0;1,0;257,75
253,0;164,0;23,0;1,0;803,7
254,0;165,0;12,0;1,0;182,65
255,0;165,0;13,0;1,0;570,77
256,0;166,0;52,0;2,0;639,99
257,0;166,0;24,0;2,0;373,54
258,0;166,0;24,0;2,0;425,15
259,0;169,0;28,0;1,0;34,53
260,0;170,0;13,0;2,0;576,79
261,0;170,0;29,0;2,0;193,4
262,0;170,0;74,0;2,0;340,86
263,0;171,0;12,0;2,0;253,77
264,0;174,0;54,0;2,0;718,85
265,0;174,0;28,0;2,0;76,45
266,0;176,0;71,0;2,0;70,62
267,0;176,0;12,0;1,0;225,23
268,0;177,0;28,0;2,0;15,79
269,0;178,0;37,0;1,0;766,55
270,0;178,0;61,0;1,0;356,05
271,0;178,0;44,0;1,0;753,1
272,0;179,0;24,0;1,0;598,95
273,0;179,0;56,0;2,0;358,74
274,0;180,0;61,0;1,0;171,49
275,0;181,0;73,0;2,0;545,11
276,0;182,0;53,0;1,0;738,23
277,0;182,0;35,0;1,0;493,27
278,0;183,0;60,0;1,0;24,61
279,0;183,0;24,0;2,0;158,55
280,0;185,0;62,0;2,0;633,36
281,0;185,0;37,0;1,0;87,7
282,0;186,0;23,0;2,0;557,51
283,0;186,0;2,0;2,0;753,61
284,0;186,0;20,0;2,0;406,14
285,0;187,0;59,0;1,0;339,7
286,0;187,0;80,0;2,0;848,9
287,0;188,0;5,0;2,0;304,54
288,0;189,0;75,0;1,0;444,81
289,0;189,0;4,0;2,0;249,59
290,0;190,0;26,0;1,0;520,57
291,0;190,0;75,0;1,0;661,25
292,0;193,0;2,0;2,0;184,35
293,0;193,0;25,0;2,0;697,38
294,0;194,0;49,0;2,0;212,51
295,0;194,0;1,0;2,0;373,09
296,0;194,0;31,0;2,0;521,9
297,0;195,0;73,0;1,0;604,75
298,0;195,0;38,0;1,0;719,54
299,0;196,0;26,0;1,0;124,6
300,0;196,0;80,0;2,0;551,31
301,0;199,0;6,0;2,0;535,86
302,0;199,0;38,0;2,0;285,23
303,0;200,0;75,0;2,0;610,62
304,0;200,0;22,0;2,0;351,21
305,0;201,0;3,0;1,0;491,05
306,0;202,0;10,0;2,0;177,37
307,0;203,0;63,0;2,0;820,36
308,0;205,0;56,0;2,0;382,66
309,0;206,0;14,0;1,0;371,35
310,0;206,0;30,0;2,0;744,41
311,0;207,0;41,0;1,0;152,59
312,0;207,0;12,0;2,0;416,41
313,0;207,0;11,0;1,0;593,57
314,0;208,0;44,0;1,0;456,44
315,0;208,0;53,0;1,0;43,7
316,0;211,0;76,0;2,0;61,82
317,0;212,0;57,0;1,0;335,47
318,0;212,0;4,0;2,0;229,27
319,0;212,0;29,0;1,0;295,15
320,0;213,0;52,0;2,0;162,07
321,0;214,0;11,0;2,0;258,91
322,0;214,0;63,0;1,0;489,24
323,0;215,0;35,0;1,0;347,17
324,0;216,0;68,0;2,0;173,5
325,0;216,0;6,0;1,0;454,39
326,0;216,0;3,0;1,0;429,16
327,0;217,0;63,0;2,0;447,69
328,0;217,0;79,0;2,0;74,13
329,0;217,0;72,0;1,0;328,58
330,0;218,0;39,0;1,0;811,37
331,0;218,0;28,0;1,0;239,04
332,0;219,0;12,0;2,0;306,14
333,0;220,0;76,0;1,0;335,05
334,0;220,0;42,0;2,0;252,21
335,0;220,0;20,0;2,0;634,74
336,0;221,0;5,0;2,0;178,71
337,0;221,0;70,0;2,0;379,38
338,0;223,0;62,0;2,0;734,7
339,0;223,0;62,0;1,0;360,76
340,0;223,0;50,0;2,0;668,96
341,0;224,0;26,0;2,0;83,65
342,0;225,0;2,0;1,0;355,37
343,0;225,0;49,0;2,0;614,29
344,0;226,0;79,0;1,0;799,02
345,0;226,0;37,0;1,0;793,91
346,0;227,0;24,0;2,0;270,0
347,0;227,0;32,0;1,0;556,41
348,0;227,0;30,0;2,0;554,22
349,0;228,0;12,0;2,0;625,54
350,0;229,0;11,0;1,0;414,38
351,0;229,0;22,0;1,0;761,51
352,0;229,0;63,0;1,0;402,55
353,0;230,0;33,0;2,0;627,67
354,0;231,0;7,0;2,0;713,74
355,0;231,0;41,0;1,0;113,98
356,0;232,0;20,0;1,0;82,79
357,0;232,0;25,0;2,0;294,52
358,0;232,0;70,0;1,0;764,46
359,0;233,0;3,0;1,0;170,93
360,0;234,0;53,0;2,0;549,46
361,0;234,0;56,0;2,0;171,74
362,0;235,0;4,0;2,0;37,7
363,0;235,0;17,0;2,0;505,66
364,0;237,0;5,0;2,0;449,76
365,0;237,0;75,0;2,0;671,13
366,0;238,0;14,0;1,0;389,68
367,0;238,0;2,0;1,0;201,9
368,0;238,0;66,0;2,0;410,65
369,0;239,0;30,0;2,0;774,53
370,0;239,0;76,0;2,0;605,97
371,0;240,0;65,0;2,0;683,43
372,0;240,0;45,0;2,0;315,53
373,0;240,0;49,0;2,0;617,9
374,0;241,0;5,0;2,0;352,71
375,0;241,0;18,0;2,0;745,83
376,0;241,0;35,0;2,0;26,88
377,0;242,0;32,0;1,0;793,45
378,0;242,0;10,0;1,0;401,75
379,0;242,0;19,0;2,0;333,77
380,0;244,0;39,0;2,0;74,87
381,0;244,0;57,0;1,0;849,37
382,0;245,0;28,0;1,0;771,83
383,0;245,0;73,0;1,0;819,37
384,0;247,0;70,0;2,0;560,78
385,0;247,0;51,0;2,0;263,13
386,0;247,0;31,0;2,0;605,79
387,0;248,0;7,0;1,0;362,65
388,0;248,0;53,0;1,0;689,24
389,0;248,0;45,0;2,0;397,32
390,0;250,0;51,0;2,0;137,96
391,0;250,0;22,0;2,0;273,71
392,0;251,0;40,0;2,0;632,76
393,0;251,0;55,0;2,0;638,63
394,0;252,0;78,0;1,0;524,61
395,0;253,0;9,0;2,0;197,25
396,0;254,0;58,0;2,0;205,64
397,0;254,0;30,0;1,0;440,82
398,0;255,0;72,0;2,0;682,06
399,0;255,0;76,0;1,0;388,0
400,0;256,0;70,0;1,0;672,6
401,0;256,0;80,0;1,0;500,45
402,0;258,0;49,0;2,0;123,69
403,0;258,0;59,0;2,0;387,63
404,0;259,0;37,0;2,0;667,76
405,0;259,0;65,0;1,0;570,81
406,0;259,0;39,0;2,0;222,18
407,0;260,0;1,0;2,0;825,74
408,0;260,0;37,0;2,0;499,89
409,0;261,0;14,0;2,0;50,83
410,0;262,0;44,0;1,0;81,21
411,0;262,0;16,0;1,0;74,58
412,0;263,0;8,0;1,0;444,22
413,0;265,0;42,0;1,0;696,23
414,0;266,0;12,0;2,0;326,8
415,0;266,0;40,0;1,0;294,95
416,0;266,0;55,0;1,0;777,98
417,0;267,0;17,0;2,0;72,64
418,0;267,0;62,0;1,0;617,45
419,0;269,0;79,0;2,0;26,58
420,0;269,0;17,0;1,0;460,07
421,0;270,0;12,0;1,0;292,32
422,0;270,0;53,0;1,0;202,1
423,0;270,0;60,0;1,0;553,0
424,0;271,0;26,0;2,0;292,97
425,0;271,0;59,0;1,0;527,67
426,0;271,0;10,0;1,0;134,95
427,0;272,0;57,0;2,0;504,13
428,0;272,0;27,0;1,0;579,76
429,0;273,0;74,0;1,0;568,38
430,0;274,0;44,0;1,0;435,13
431,0;274,0;12,0;2,0;750,45
432,0;275,0;13,0;2,0;779,74
433,0;275,0;69,0;2,0;706,91
434,0;275,0;2,0;2,0;751,32
435,0;276,0;38,0;1,0;540,21
436,0;277,0;56,0;1,0;39,79
437,0;277,0;19,0;1,0;414,98
438,0;278,0;26,0;1,0;709,8
439,0;278,0;29,0;1,0;670,94
440,0;278,0;20,0;1,0;146,0
441,0;279,0;64,0;2,0;585,98
442,0;279,0;15,0;1,0;619,15
443,0;279,0;46,0;1,0;296,58
444,0;282,0;64,0;2,0;151,44
445,0;283,0;2,0;1,0;523,71
446,0;283,0;1,0;2,0;495,46
447,0;284,0;21,0;1,0;161,24
448,0;284,0;72,0;1,0;325,53
449,0;284,0;45,0;2,0;666,88
450,0;285,0;26,0;1,0;591,91
451,0;288,0;15,0;1,0;808,94
452,0;290,0;78,0;2,0;806,1
453,0;290,0;10,0;2,0;437,77
454,0;290,0;40,0;1,0;415,8
455,0;292,0;52,0;2,0;605,85
456,0;293,0;53,0;2,0;409,77
457,0;293,0;19,0;2,0;152,36
458,0;294,0;68,0;2,0;556,97
459,0;294,0;41,0;1,0;20,7
460,0;295,0;51,0;1,0;546,7
461,0;296,0;44,0;2,0;285,39
462,0;296,0;8,0;1,0;104,36
463,0;296,0;43,0;1,0;155,25
464,0;297,0;12,0;1,0;78,62
465,0;297,0;39,0;2,0;38,04
466,0;297,0;7,0;1,0;144,0
467,0;298,0;76,0;1,0;413,31
468,0;298,0;32,0;1,0;89,27
469,0;298,0;72,0;1,0;567,72
470,0;299,0;32,0;1,0;83,08
471,0;300,0;78,0;1,0;528,75
472,0;300,0;37,0;2,0;50,24
473,0;301,0;41,0;2,0;838,29
474,0;301,0;41,0;2,0;346,62
475,0;302,0;21,0;1,0;440,71
476,0;302,0;52,0;2,0;412,81
477,0;302,0;18,0;2,0;749,68
478,0;303,0;41,0;1,0;264,93
479,0;305,0;40,0;2,0;57,43
480,0;305,0;12,0;1,0;318,6
481,0;305,0;47,0;1,0;265,0
482,0;306,0;52,0;2,0;120,85
483,0;306,0;34,0;2,0;683,31
484,0;308,0;43,0;1,0;779,04
485,0;309,0;61,0;1,0;164,02
486,0;309,0;4,0;1,0;303,53
487,0;311,0;25,0;2,0;362,39
488,0;311,0;21,0;1,0;499,43
489,0;311,0;59,0;2,0;544,17
490,0;313,0;30,0;1,0;656,74
491,0;314,0;72,0;2,0;561,41
492,0;315,0;51,0;1,0;118,3
493,0;316,0;11,0;1,0;122,03
494,0;316,0;33,0;2,0;590,53
495,0;316,0;27,0;1,0;487,59
496,0;318,0;25,0;2,0;274,69
497,0;318,0;17,0;1,0;831,72
498,0;318,0;11,0;2,0;673,57
499,0;320,0;56,0;2,0;654,55
500,0;321,0;56,0;2,0;604,57
501,0;322,0;77,0;2,0;615,75
502,0;322,0;52,0;2,0;132,86
503,0;322,0;19,0;1,0;396,05
504,0;323,0;32,0;2,0;44,34
505,0;324,0;68,0;2,0;829,13
506,0;324,0;22,0;1,0;607,72
507,0;325,0;25,0;1,0;410,51
508,0;325,0;34,0;1,0;364,43
509,0;325,0;61,0;1,0;258,0
510,0;327,0;58,0;1,0;673,32
511,0;327,0;39,0;2,0;210,98
512,0;327,0;8,0;2,0;444,62
513,0;328,0;6,0;1,0;485,22
514,0;329,0;75,0;2,0;741,04
515,0;330,0;80,0;2,0;797,96
516,0;331,0;23,0;1,0;448,0
517,0;331,0;41,0;1,0;160,48
518,0;331,0;41,0;2,0;674,78
519,0;332,0;17,0;1,0;294,87
520,0;332,0;59,0;2,0;264,17
521,0;333,0;26,0;1,0;747,81
522,0;334,0;56,0;2,0;566,54
523,0;334,0;43,0;2,0;630,88
524,0;334,0;28,0;2,0;603,18
525,0;335,0;27,0;2,0;374,34
526,0;335,0;43,0;2,0;32,94
527,0;335,0;39,0;1,0;668,79
528,0;336,0;55,0;1,0;136,14
529,0;336,0;1,0;1,0;286,0
530,0;336,0;46,0;1,0;360,64
531,0;337,0;14,0;1,0;96,06
532,0;337,0;23,0;1,0;251,09
533,0;337,0;65,0;2,0;700,15
534,0;338,0;27,0;1,0;130,76
535,0;339,0;45,0;2,0;442,89
536,0;340,0;63,0;1,0;312,35
537,0;340,0;54,0;2,0;214,13
538,0;340,0;55,0;1,0;432,41
539,0;341,0;16,0;2,0;462,63
540,0;341,0;20,0;2,0;816,01
541,0;342,0;37,0;1,0;651,19
542,0;343,0;27,0;1,0;256,41
543,0;344,0;55,0;2,0;575,71
544,0;344,0;51,0;1,0;684,81
545,0;344,0;45,0;1,0;631,99
546,0;345,0;63,0;1,0;570,28
547,0;345,0;21,0;1,0;95,6
548,0;345,0;66,0;1,0;602,93
549,0;346,0;56,0;1,0;330,45
550,0;346,0;11,0;2,0;303,6
551,0;346,0;40,0;1,0;474,32
552,0;347,0;60,0;1,0;137,72
553,0;347,0;70,0;1,0;723,75
554,0;347,0;16,0;1,0;525,66
555,0;348,0;8,0;2,0;16,0
556,0;348,0;22,0;1,0;706,65
557,0;349,0;48,0;1,0;151,93
558,0;349,0;55,0;1,0;176,06
559,0;349,0;30,0;2,0;681,19
560,0;352,0;21,0;1,0;685,54
561,0;352,0;43,0;2,0;544,6
562,0;352,0;66,0;2,0;517,9
563,0;354,0;39,0;1,0;521,56
564,0;354,0;23,0;1,0;149,16
565,0;355,0;49,0;2,0;366,95
566,0;355,0;48,0;2,0;316,68
567,0;356,0;79,0;1,0;668,34
568,0;357,0;12,0;1,0;546,51
569,0;357,0;53,0;1,0;666,78
570,0;357,0;75,0;1,0;539,01
571,0;358,0;51,0;1,0;259,33
572,0;359,0;31,0;2,0;36,58
573,0;359,0;16,0;2,0;473,93
574,0;359,0;16,0;2,0;160,66
575,0;360,0;28,0;1,0;137,82
576,0;360,0;56,0;2,0;222,38
577,0;361,0;38,0;1,0;588,53
578,0;361,0;57,0;1,0;216,76
579,0;362,0;29,0;2,0;88,58
580,0;362,0;41,0;1,0;284,3
581,0;362,0;42,0;1,0;791,03
582,0;364,0;45,0;1,0;427,35
583,0;364,0;19,0;1,0;833,43
584,0;364,0;47,0;2,0;271,21
585,0;365,0;9,0;1,0;30,78
586,0;365,0;30,0;1,0;27,05
587,0;366,0;18,0;2,0;827,44
588,0;367,0;35,0;2,0;166,81
589,0;367,0;8,0;2,0;570,23
590,0;368,0;77,0;2,0;806,09
591,0;368,0;11,0;1,0;371,96
592,0;369,0;60,0;1,0;19,97
593,0;370,0;26,0;2,0;470,56
594,0;371,0;44,0;2,0;159,77
595,0;372,0;60,0;1,0;787,17
596,0;373,0;43,0;2,0;443,45
597,0;373,0;49,0;2,0;552,62
598,0;374,0;50,0;1,0;236,97
599,0;376,0;30,0;1,0;249,11
600,0;376,0;3,0;1,0;498,11
601,0;377,0;42,0;1,0;449,23
602,0;378,0;10,0;2,0;64,45
603,0;379,0;22,0;1,0;682,36
604,0;379,0;30,0;1,0;685,51
605,0;380,0;79,0;2,0;394,86
606,0;380,0;54,0;1,0;556,43
607,0;380,0;25,0;2,0;623,49
608,0;381,0;48,0;2,0;445,18
609,0;382,0;79,0;1,0;260,98
610,0;382,0;40,0;1,0;775,19
611,0;382,0;52,0;1,0;381,81
612,0;384,0;76,0;2,0;141,52
613,0;384,0;58,0;1,0;168,61
614,0;384,0;78,0;1,0;279,8
615,0;385,0;48,0;2,0;232,59
616,0;385,0;48,0;2,0;506,22
617,0;386,0;34,0;1,0;758,02
618,0;387,0;35,0;1,0;679,73
619,0;387,0;56,0;1,0;339,57
620,0;388,0;41,0;2,0;471,05
621,0;388,0;44,0;1,0;418,95
622,0;389,0;64,0;2,0;397,58
623,0;389,0;7,0;2,0;31,86
624,0;390,0;15,0;2,0;291,91
625,0;391,0;5,0;1,0;486,12
626,0;391,0;58,0;1,0;120,96
627,0;392,0;47,0;1,0;751,8
628,0;392,0;36,0;2,0;781,39
629,0;393,0;75,0;1,0;598,45
630,0;393,0;13,0;2,0;97,11
631,0;397,0;15,0;1,0;159,05
632,0;397,0;39,0;1,0;193,45
633,0;397,0;7,0;1,0;702,39
634,0;398,0;5,0;2,0;492,43
635,0;399,0;37,0;2,0;577,72
636,0;399,0;8,0;1,0;841,83
637,0;400,0;72,0;1,0;816,16
638,0;401,0;57,0;1,0;715,91
639,0;401,0;61,0;1,0;675,21
640,0;401,0;25,0;2,0;590,82
641,0;404,0;24,0;2,0;302,75
642,0;404,0;52,0;2,0;724,29
643,0;407,0;11,0;2,0;750,07
644,0;407,0;73,0;1,0;640,54
645,0;407,0;11,0;2,0;169,06
646,0;408,0;28,0;1,0;245,91
647,0;409,0;44,0;1,0;691,66
648,0;409,0;77,0;1,0;791,38
649,0;411,0;1,0;1,0;579,4
650,0;412,0;59,0;1,0;733,26
651,0;412,0;28,0;1,0;76,02
652,0;412,0;63,0;2,0;323,52
653,0;414,0;76,0;2,0;504,1
654,0;414,0;47,0;2,0;126,25
655,0;417,0;31,0;1,0;113,06
656,0;418,0;31,0;1,0;562,68
657,0;418,0;42,0;2,0;172,78
658,0;418,0;3,0;2,0;435,77
659,0;419,0;30,0;1,0;788,6
660,0;420,0;31,0;1,0;222,0
661,0;420,0;41,0;1,0;848,87
662,0;421,0;50,0;2,0;130,25
663,0;422,0;69,0;1,0;77,88
664,0;423,0;35,0;2,0;194,0
665,0;423,0;41,0;1,0;379,01
666,0;426,0;60,0;2,0;220,14
667,0;426,0;71,0;2,0;715,95
668,0;426,0;8,0;2,0;231,47
669,0;427,0;23,0;2,0;454,94
670,0;427,0;63,0;1,0;103,14
671,0;428,0;26,0;2,0;86,36
672,0;428,0;69,0;1,0;528,67
673,0;428,0;67,0;1,0;352,96
674,0;430,0;2,0;1,0;161,41
675,0;430,0;20,0;1,0;752,99
676,0;430,0;73,0;1,0;164,7
677,0;431,0;13,0;2,0;651,1
678,0;431,0;67,0;2,0;625,18
679,0;432,0;45,0;2,0;50,88
680,0;432,0;50,0;2,0;720,11
681,0;432,0;47,0;2,0;707,87
682,0;433,0;35,0;2,0;340,12
683,0;434,0;11,0;2,0;231,07
684,0;434,0;70,0;2,0;686,01
685,0;434,0;33,0;2,0;365,99
686,0;435,0;78,0;2,0;817,43
687,0;436,0;60,0;2,0;561,57
688,0;438,0;16,0;2,0;76,48
689,0;438,0;36,0;2,0;849,16
690,0;440,0;58,0;1,0;405,36
691,0;442,0;39,0;1,0;832,84
692,0;443,0;39,0;2,0;151,1
693,0;444,0;4,0;2,0;843,73
694,0;444,0;19,0;2,0;479,83
695,0;444,0;66,0;1,0;319,61
696,0;445,0;45,0;2,0;489,21
697,0;445,0;66,0;2,0;254,38
