reserva_id,aula_id,aluno_id,status,motivo_rejeicao
215,49,1149,Cancelada,fk_invalida:aula_id
216,49,2068,Presente,fk_invalida:aula_id
217,50,1464,Cancelada,fk_invalida:aula_id
218,50,812,Ausente,fk_invalida:aula_id
219,51,1515,Cancelada,fk_invalida:aula_id
220,51,1022,Cancelada,fk_invalida:aula_id
221,51,252,Ausente,fk_invalida:aula_id
222,51,766,Cancelada,fk_invalida:aula_id
223,51,1581,Presente,fk_invalida:aula_id
224,51,461,Presente,fk_invalida:aula_id
225,52,1951,Ausente,fk_invalida:aula_id
226,52,1940,Ausente,fk_invalida:aula_id
227,52,140,Presente,fk_invalida:aula_id
228,52,754,Cancelada,fk_invalida:aula_id
229,53,1707,Presente,fk_invalida:aula_id
230,53,1770,Presente,fk_invalida:aula_id
231,54,254,Ausente,fk_invalida:aula_id
232,54,1609,Presente,fk_invalida:aula_id
233,54,1542,Cancelada,fk_invalida:aula_id
234,55,2076,Presente,fk_invalida:aula_id
235,55,1806,Presente,fk_invalida:aula_id
236,55,495,Cancelada,fk_invalida:aula_id
237,55,338,Ausente,fk_invalida:aula_id
238,55,146,Presente,fk_invalida:aula_id
239,55,1628,Cancelada,fk_invalida:aula_id
240,56,619,Ausente,fk_invalida:aula_id
241,56,1889,Ausente,fk_invalida:aula_id
242,56,1783,Presente,fk_invalida:aula_id
243,56,1838,Cancelada,fk_invalida:aula_id
244,56,1215,Presente,fk_invalida:aula_id
245,56,1408,Ausente,fk_invalida:aula_id
246,56,279,Cancelada,fk_invalida:aula_id
247,57,1533,Ausente,fk_invalida:aula_id
248,57,2066,Presente,fk_invalida:aula_id
249,57,1907,Presente,fk_invalida:aula_id
250,57,1458,Ausente,fk_invalida:aula_id
251,57,571,Presente,fk_invalida:aula_id
252,57,1774,Cancelada,fk_invalida:aula_id
253,57,539,Ausente,fk_invalida:aula_id
254,58,1225,Cancelada,fk_invalida:aula_id
255,58,1985,Ausente,fk_invalida:aula_id
256,58,1638,Ausente,fk_invalida:aula_id
257,58,984,Cancelada,fk_invalida:aula_id
258,59,405,Ausente,fk_invalida:aula_id
259,59,925,Presente,fk_invalida:aula_id
260,60,2040,Presente,fk_invalida:aula_id
261,60,2154,Presente,fk_invalida:aula_id
262,60,1848,Cancelada,fk_invalida:aula_id
263,60,1921,Presente,fk_invalida:aula_id
264,60,2091,Ausente,fk_invalida:aula_id
265,60,1469,Presente,fk_invalida:aula_id
266,60,1700,Cancelada,fk_invalida:aula_id
267,61,1723,Presente,fk_invalida:aula_id
268,61,1880,Presente,fk_invalida:aula_id
269,61,274,Presente,fk_invalida:aula_id
270,61,1333,Presente,fk_invalida:aula_id
271,62,1428,Presente,fk_invalida:aula_id
272,62,2041,Cancelada,fk_invalida:aula_id
273,62,1316,Cancelada,fk_invalida:aula_id
274,62,1230,Cancelada,fk_invalida:aula_id
275,62,1992,Ausente,fk_invalida:aula_id
276,63,1659,Cancelada,fk_invalida:aula_id
277,63,564,Cancelada,fk_invalida:aula_id
278,63,795,Presente,fk_invalida:aula_id
279,63,1228,Cancelada,fk_invalida:aula_id
280,63,1116,Cancelada,fk_invalida:aula_id
281,64,1214,Ausente,fk_invalida:aula_id
282,64,1678,Ausente,fk_invalida:aula_id
283,64,662,Ausente,fk_invalida:aula_id
284,65,429,Presente,fk_invalida:aula_id
285,65,947,Cancelada,fk_invalida:aula_id
286,65,7,Cancelada,fk_invalida:aula_id
287,65,373,Ausente,fk_invalida:aula_id
288,66,288,Cancelada,fk_invalida:aula_id
289,66,774,Cancelada,fk_invalida:aula_id
290,66,503,Cancelada,fk_invalida:aula_id
291,66,1806,Ausente,fk_invalida:aula_id
292,66,1886,Presente,fk_invalida:aula_id
293,66,1595,Cancelada,fk_invalida:aula_id
294,66,1903,Ausente,fk_invalida:aula_id
295,67,247,Presente,fk_invalida:aula_id
296,67,119,Cancelada,fk_invalida:aula_id
297,68,424,Presente,fk_invalida:aula_id
298,68,276,Ausente,fk_invalida:aula_id
299,68,2096,Cancelada,fk_invalida:aula_id
300,68,209,Ausente,fk_invalida:aula_id
301,69,1434,Presente,fk_invalida:aula_id
302,69,1640,Cancelada,fk_invalida:aula_id
303,69,919,Presente,fk_invalida:aula_id
304,70,1163,Ausente,fk_invalida:aula_id
305,70,369,Ausente,fk_invalida:aula_id
306,71,678,Presente,fk_invalida:aula_id
307,71,1061,Cancelada,fk_invalida:aula_id
308,71,664,Presente,fk_invalida:aula_id
309,71,1560,Presente,fk_invalida:aula_id
310,71,1307,Ausente,fk_invalida:aula_id
311,72,1765,Presente,fk_invalida:aula_id
312,72,229,Presente,fk_invalida:aula_id
313,73,1921,Ausente,fk_invalida:aula_id
314,73,1226,Ausente,fk_invalida:aula_id
315,73,1353,Ausente,fk_invalida:aula_id
316,73,2120,Presente,fk_invalida:aula_id
317,73,1572,Cancelada,fk_invalida:aula_id
318,73,1198,Presente,fk_invalida:aula_id
319,73,2083,Ausente,fk_invalida:aula_id
320,74,1817,Cancelada,fk_invalida:aula_id
321,74,1025,Presente,fk_invalida:aula_id
322,75,996,Presente,fk_invalida:aula_id
323,75,1010,Ausente,fk_invalida:aula_id
324,75,935,Ausente,fk_invalida:aula_id
325,75,720,Ausente,fk_invalida:aula_id
326,76,1610,Presente,fk_invalida:aula_id
327,76,1076,Cancelada,fk_invalida:aula_id
328,76,41,Ausente,fk_invalida:aula_id
329,77,1804,Presente,fk_invalida:aula_id
330,77,891,Ausente,fk_invalida:aula_id
331,77,164,Ausente,fk_invalida:aula_id
332,77,1873,Presente,fk_invalida:aula_id
333,78,337,Ausente,fk_invalida:aula_id
334,78,2170,Cancelada,fk_invalida:aula_id
335,78,2054,Cancelada,fk_invalida:aula_id
336,78,871,Cancelada,fk_invalida:aula_id
337,79,1065,Presente,fk_invalida:aula_id
338,79,527,Ausente,fk_invalida:aula_id
339,79,345,Ausente,fk_invalida:aula_id
340,79,934,Cancelada,fk_invalida:aula_id
341,79,1620,Ausente,fk_invalida:aula_id
342,79,740,Cancelada,fk_invalida:aula_id
343,79,1883,Cancelada,fk_invalida:aula_id
344,80,885,Ausente,fk_invalida:aula_id
345,80,249,Presente,fk_invalida:aula_id
346,81,732,Presente,fk_invalida:aula_id
347,81,601,Ausente,fk_invalida:aula_id
348,81,1143,Ausente,fk_invalida:aula_id
349,82,797,Ausente,fk_invalida:aula_id
350,82,1716,Presente,fk_invalida:aula_id
351,82,1029,Presente,fk_invalida:aula_id
352,83,2004,Presente,fk_invalida:aula_id
353,83,1422,Ausente,fk_invalida:aula_id
354,83,1521,Presente,fk_invalida:aula_id
355,83,1500,Cancelada,fk_invalida:aula_id
356,83,1717,Ausente,fk_invalida:aula_id
357,83,1376,Presente,fk_invalida:aula_id
358,84,169,Cancelada,fk_invalida:aula_id
359,84,672,Ausente,fk_invalida:aula_id
360,84,188,Ausente,fk_invalida:aula_id
361,84,1392,Ausente,fk_invalida:aula_id
362,84,1262,Cancelada,fk_invalida:aula_id
363,85,1474,Cancelada,fk_invalida:aula_id
364,85,1951,Presente,fk_invalida:aula_id
365,86,1226,Ausente,fk_invalida:aula_id
366,86,1200,Ausente,fk_invalida:aula_id
367,86,809,Presente,fk_invalida:aula_id
368,86,65,Ausente,fk_invalida:aula_id
369,87,437,Cancelada,fk_invalida:aula_id
370,87,378,Cancelada,fk_invalida:aula_id
371,88,2102,Ausente,fk_invalida:aula_id
372,88,1136,Cancelada,fk_invalida:aula_id
373,88,33,Cancelada,fk_invalida:aula_id
374,89,856,Cancelada,fk_invalida:aula_id
375,89,51,Cancelada,fk_invalida:aula_id
376,89,1223,Cancelada,fk_invalida:aula_id
377,90,329,Ausente,fk_invalida:aula_id
378,90,618,Ausente,fk_invalida:aula_id
379,91,1239,Presente,fk_invalida:aula_id
380,91,1177,Ausente,fk_invalida:aula_id
381,91,347,Presente,fk_invalida:aula_id
382,91,1502,Cancelada,fk_invalida:aula_id
383,92,1312,Ausente,fk_invalida:aula_id
384,92,1530,Presente,fk_invalida:aula_id
385,92,240,Ausente,fk_invalida:aula_id
386,92,9,Ausente,fk_invalida:aula_id
387,92,2150,Ausente,fk_invalida:aula_id
388,92,97,Presente,fk_invalida:aula_id
389,92,1153,Ausente,fk_invalida:aula_id
390,93,1720,Ausente,fk_invalida:aula_id
391,93,803,Cancelada,fk_invalida:aula_id
392,93,796,Cancelada,fk_invalida:aula_id
393,93,449,Presente,fk_invalida:aula_id
394,93,2178,Cancelada,fk_invalida:aula_id
395,93,1044,Presente,fk_invalida:aula_id
396,93,824,Presente,fk_invalida:aula_id
397,94,882,Ausente,fk_invalida:aula_id
398,94,1448,Ausente,fk_invalida:aula_id
399,94,91,Ausente,fk_invalida:aula_id
400,94,499,Ausente,fk_invalida:aula_id
401,94,2179,Cancelada,fk_invalida:aula_id
402,94,1856,Cancelada,fk_invalida:aula_id
403,94,386,Ausente,fk_invalida:aula_id
404,95,1492,Cancelada,fk_invalida:aula_id
405,95,1855,Presente,fk_invalida:aula_id
406,95,831,Ausente,fk_invalida:aula_id
407,95,1900,Ausente,fk_invalida:aula_id
408,95,1338,Ausente,fk_invalida:aula_id
409,95,1590,Presente,fk_invalida:aula_id
410,95,96,Presente,fk_invalida:aula_id
411,96,233,Presente,fk_invalida:aula_id
412,96,1892,Presente,fk_invalida:aula_id
413,96,2177,Cancelada,fk_invalida:aula_id
414,96,216,Cancelada,fk_invalida:aula_id
415,96,2014,Cancelada,fk_invalida:aula_id
416,96,1193,Presente,fk_invalida:aula_id
417,96,421,Presente,fk_invalida:aula_id
418,97,1877,Cancelada,fk_invalida:aula_id
419,97,396,Cancelada,fk_invalida:aula_id
420,97,2078,Ausente,fk_invalida:aula_id
421,97,882,Cancelada,fk_invalida:aula_id
422,97,121,Presente,fk_invalida:aula_id
423,97,1953,Cancelada,fk_invalida:aula_id
424,98,477,Ausente,fk_invalida:aula_id
425,98,410,Presente,fk_invalida:aula_id
426,98,433,Cancelada,fk_invalida:aula_id
427,98,946,Presente,fk_invalida:aula_id
428,98,541,Cancelada,fk_invalida:aula_id
429,98,249,Cancelada,fk_invalida:aula_id
430,99,912,Ausente,fk_invalida:aula_id
431,99,157,Ausente,fk_invalida:aula_id
432,100,1089,Presente,fk_invalida:aula_id
433,100,176,Cancelada,fk_invalida:aula_id
434,100,1776,Presente,fk_invalida:aula_id
435,100,1683,Cancelada,fk_invalida:aula_id
436,100,1747,Presente,fk_invalida:aula_id
437,101,1866,Ausente,fk_invalida:aula_id
438,101,1894,Ausente,fk_invalida:aula_id
439,102,1319,Presente,fk_invalida:aula_id
440,102,522,Presente,fk_invalida:aula_id
441,103,796,Ausente,fk_invalida:aula_id
442,103,1874,Presente,fk_invalida:aula_id
443,103,159,Ausente,fk_invalida:aula_id
444,103,933,Cancelada,fk_invalida:aula_id
445,103,1213,Cancelada,fk_invalida:aula_id
446,103,2041,Presente,fk_invalida:aula_id
447,103,1089,Presente,fk_invalida:aula_id
448,104,795,Ausente,fk_invalida:aula_id
449,104,48,Ausente,fk_invalida:aula_id
450,104,874,Ausente,fk_invalida:aula_id
451,104,483,Presente,fk_invalida:aula_id
452,104,735,Ausente,fk_invalida:aula_id
453,104,1446,Ausente,fk_invalida:aula_id
454,105,5,Cancelada,fk_invalida:aula_id
455,105,426,Presente,fk_invalida:aula_id
456,105,1673,Cancelada,fk_invalida:aula_id
457,106,1448,Cancelada,fk_invalida:aula_id
458,106,367,Ausente,fk_invalida:aula_id
459,106,469,Presente,fk_invalida:aula_id
460,107,1388,Presente,fk_invalida:aula_id
461,107,2188,Ausente,fk_invalida:aula_id
462,107,1662,Cancelada,fk_invalida:aula_id
463,107,205,Cancelada,fk_invalida:aula_id
464,107,1145,Cancelada,fk_invalida:aula_id
465,107,714,Presente,fk_invalida:aula_id
466,107,8,Ausente,fk_invalida:aula_id
467,108,1747,Presente,fk_invalida:aula_id
468,108,857,Cancelada,fk_invalida:aula_id
469,108,1603,Presente,fk_invalida:aula_id
470,108,714,Presente,fk_invalida:aula_id
471,108,390,Ausente,fk_invalida:aula_id
472,108,2061,Ausente,fk_invalida:aula_id
473,109,786,Cancelada,fk_invalida:aula_id
474,109,541,Presente,fk_invalida:aula_id
475,109,519,Presente,fk_invalida:aula_id
476,109,1662,Cancelada,fk_invalida:aula_id
477,109,1226,Presente,fk_invalida:aula_id
478,109,1393,Cancelada,fk_invalida:aula_id
479,109,1616,Presente,fk_invalida:aula_id
480,110,830,Ausente,fk_invalida:aula_id
481,110,1186,Cancelada,fk_invalida:aula_id
482,111,2117,Cancelada,fk_invalida:aula_id
483,111,2056,Cancelada,fk_invalida:aula_id
484,112,94,Cancelada,fk_invalida:aula_id
485,112,2154,Presente,fk_invalida:aula_id
486,112,102,Cancelada,fk_invalida:aula_id
487,112,1913,Cancelada,fk_invalida:aula_id
488,112,1546,Cancelada,fk_invalida:aula_id
489,112,1553,Presente,fk_invalida:aula_id
490,112,1985,Cancelada,fk_invalida:aula_id
491,113,101,Ausente,fk_invalida:aula_id
492,113,760,Cancelada,fk_invalida:aula_id
493,113,328,Ausente,fk_invalida:aula_id
494,113,1184,Presente,fk_invalida:aula_id
495,114,1495,Cancelada,fk_invalida:aula_id
496,114,1002,Cancelada,fk_invalida:aula_id
497,115,765,Presente,fk_invalida:aula_id
498,115,465,Ausente,fk_invalida:aula_id
499,115,1398,Ausente,fk_invalida:aula_id
500,115,2056,Cancelada,fk_invalida:aula_id
501,116,1313,Presente,fk_invalida:aula_id
502,116,494,Ausente,fk_invalida:aula_id
503,116,1652,Cancelada,fk_invalida:aula_id
504,117,707,Cancelada,fk_invalida:aula_id
505,117,1990,Presente,fk_invalida:aula_id
506,117,243,Ausente,fk_invalida:aula_id
507,117,1615,Presente,fk_invalida:aula_id
508,117,1142,Cancelada,fk_invalida:aula_id
509,117,743,Cancelada,fk_invalida:aula_id
510,118,364,Presente,fk_invalida:aula_id
511,118,373,Presente,fk_invalida:aula_id
512,118,1601,Cancelada,fk_invalida:aula_id
513,118,772,Presente,fk_invalida:aula_id
514,118,1933,Ausente,fk_invalida:aula_id
515,119,979,Ausente,fk_invalida:aula_id
516,119,1918,Cancelada,fk_invalida:aula_id
517,119,1583,Ausente,fk_invalida:aula_id
518,119,1722,Cancelada,fk_invalida:aula_id
519,120,1743,Cancelada,fk_invalida:aula_id
520,120,1967,Ausente,fk_invalida:aula_id
521,120,331,Ausente,fk_invalida:aula_id
522,120,1588,Ausente,fk_invalida:aula_id
523,120,702,Ausente,fk_invalida:aula_id
524,120,857,Ausente,fk_invalida:aula_id
525,120,152,Ausente,fk_invalida:aula_id
526,121,1849,Ausente,fk_invalida:aula_id
527,121,777,Cancelada,fk_invalida:aula_id
528,121,1256,Presente,fk_invalida:aula_id
529,121,1717,Ausente,fk_invalida:aula_id
530,122,136,Presente,fk_invalida:aula_id
531,122,2124,Cancelada,fk_invalida:aula_id
532,122,1122,Ausente,fk_invalida:aula_id
533,122,1760,Presente,fk_invalida:aula_id
534,122,1003,Ausente,fk_invalida:aula_id
535,122,345,Presente,fk_invalida:aula_id
536,122,2005,Ausente,fk_invalida:aula_id
537,123,2117,Presente,fk_invalida:aula_id
538,123,742,Ausente,fk_invalida:aula_id
539,123,153,Presente,fk_invalida:aula_id
540,123,967,Ausente,fk_invalida:aula_id
541,123,319,Ausente,fk_invalida:aula_id
542,123,958,Ausente,fk_invalida:aula_id
543,123,2083,Cancelada,fk_invalida:aula_id
544,124,1182,Presente,fk_invalida:aula_id
545,124,1313,Cancelada,fk_invalida:aula_id
546,124,1530,Ausente,fk_invalida:aula_id
547,125,1450,Presente,fk_invalida:aula_id
548,125,243,Presente,fk_invalida:aula_id
549,125,725,Presente,fk_invalida:aula_id
550,125,2193,Presente,fk_invalida:aula_id
551,125,978,Ausente,fk_invalida:aula_id
552,126,1632,Ausente,fk_invalida:aula_id
553,126,247,Cancelada,fk_invalida:aula_id
554,126,891,Cancelada,fk_invalida:aula_id
555,126,460,Ausente,fk_invalida:aula_id
556,127,1875,Cancelada,fk_invalida:aula_id
557,127,1560,Ausente,fk_invalida:aula_id
558,127,2034,Presente,fk_invalida:aula_id
559,127,1697,Presente,fk_invalida:aula_id
560,127,856,Presente,fk_invalida:aula_id
561,128,1292,Cancelada,fk_invalida:aula_id
562,128,459,Ausente,fk_invalida:aula_id
563,129,95,Ausente,fk_invalida:aula_id
564,129,805,Ausente,fk_invalida:aula_id
565,129,218,Cancelada,fk_invalida:aula_id
566,130,431,Ausente,fk_invalida:aula_id
567,130,1390,Ausente,fk_invalida:aula_id
568,130,1339,Presente,fk_invalida:aula_id
569,131,1747,Ausente,fk_invalida:aula_id
570,131,1924,Ausente,fk_invalida:aula_id
571,131,418,Cancelada,fk_invalida:aula_id
572,131,378,Cancelada,fk_invalida:aula_id
573,131,1048,Presente,fk_invalida:aula_id
574,132,107,Ausente,fk_invalida:aula_id
575,132,2140,Cancelada,fk_invalida:aula_id
576,132,1899,Cancelada,fk_invalida:aula_id
577,132,1437,Presente,fk_invalida:aula_id
578,132,1345,Ausente,fk_invalida:aula_id
579,132,895,Cancelada,fk_invalida:aula_id
580,133,423,Cancelada,fk_invalida:aula_id
581,133,2063,Ausente,fk_invalida:aula_id
582,134,1779,Cancelada,fk_invalida:aula_id
583,134,251,Cancelada,fk_invalida:aula_id
584,134,1162,Ausente,fk_invalida:aula_id
585,134,1459,Cancelada,fk_invalida:aula_id
586,134,1680,Presente,fk_invalida:aula_id
587,134,1545,Ausente,fk_invalida:aula_id
588,135,1907,Cancelada,fk_invalida:aula_id
589,135,2048,Cancelada,fk_invalida:aula_id
590,136,169,Cancelada,fk_invalida:aula_id
591,136,739,Ausente,fk_invalida:aula_id
592,136,58,Presente,fk_invalida:aula_id
593,136,208,Cancelada,fk_invalida:aula_id
594,137,1315,Cancelada,fk_invalida:aula_id
595,137,851,Presente,fk_invalida:aula_id
596,137,799,Presente,fk_invalida:aula_id
597,138,1161,Presente,fk_invalida:aula_id
598,138,471,Ausente,fk_invalida:aula_id
599,138,373,Cancelada,fk_invalida:aula_id
600,138,436,Ausente,fk_invalida:aula_id
601,139,2055,Cancelada,fk_invalida:aula_id
602,139,1551,Cancelada,fk_invalida:aula_id
603,139,384,Presente,fk_invalida:aula_id
604,139,477,Presente,fk_invalida:aula_id
605,140,85,Presente,fk_invalida:aula_id
606,140,993,Presente,fk_invalida:aula_id
607,140,1187,Cancelada,fk_invalida:aula_id
608,140,80,Cancelada,fk_invalida:aula_id
609,140,2010,Cancelada,fk_invalida:aula_id
