guia_id,imposto_id,valor,data_vencimento,data_pagamento,status
96,96,25407.11,2026-06-11,2026-06-10,Pago
97,97,22438.81,2025-07-24,2025-08-04,Pago
98,98,19650.71,2025-08-15,2025-08-16,Pago
99,99,21461.36,2025-09-10,2025-09-12,Pago
100,100,27570.36,2025-10-15,2025-10-22,Pago
101,101,13531.5,2025-11-20,,Vencido
102,102,16147.49,2025-12-10,2025-12-16,Pago
103,103,49968.73,2026-01-15,2026-01-27,Pago
104,104,58771.22,2026-02-19,2026-03-01,Pago
105,105,51388.88,2026-03-10,2026-03-24,Pago
106,106,45033.83,2026-04-11,2026-04-26,Pago
107,107,7287.73,2026-05-19,2026-05-30,Pago
108,108,26379.82,2026-06-19,2026-06-29,Pago
109,109,34722.32,2025-07-21,2025-07-22,Pago
110,110,31280.92,2025-08-13,,Vencido
111,111,36323.28,2025-09-15,2025-09-12,Pago
112,112,64538.29,2025-10-17,2025-10-27,Pago
113,113,41776.59,2025-11-15,2025-11-28,Pago
114,114,3245.35,2025-12-17,2025-12-17,Pago
115,115,21489.71,2026-01-10,2026-01-18,Pago
116,116,19556.84,2026-02-19,2026-02-26,Pago
117,117,11600.17,2026-03-20,2026-04-03,Pago
118,118,13637.13,2026-04-16,2026-04-26,Pago
119,119,32131.54,2026-05-17,2026-05-25,Pago
120,120,14499.87,2026-06-21,2026-06-21,Pago
121,121,12731.42,2025-07-21,2025-07-18,Pago
122,122,26381.06,2025-08-10,2025-08-19,Pago
123,123,42171.78,2025-09-10,2025-09-19,Pago
124,124,31500.09,2025-10-15,2025-10-28,Pago
125,125,11229.64,2025-11-12,2025-11-25,Pago
126,126,37401.63,2025-12-09,2025-12-23,Pago
127,127,55907.8,2026-01-16,2026-01-22,Pago
128,128,36986.61,2026-02-15,2026-02-12,Pago
129,129,23821.29,2026-03-21,2026-04-04,Pago
130,130,2183.4,2026-04-07,2026-04-04,Pago
131,131,11049.01,2026-05-13,2026-05-15,Pago
132,132,11797.22,2026-06-15,2026-06-12,Pago
133,133,40999.12,2025-07-21,2025-07-26,Pago
134,134,51396.87,2025-08-24,2025-08-21,Pago
135,135,39830.69,2025-09-17,,Vencido
136,136,13727.39,2025-10-09,2025-10-22,Pago
137,137,34880.29,2025-11-20,2025-11-17,Pago
138,138,40868.75,2025-12-20,2026-01-01,Pago
139,139,15365.22,2026-01-22,2026-02-04,Pago
140,140,60684.78,2026-02-13,2026-02-16,Pago
141,141,21497.99,2026-03-13,2026-03-24,Pago
142,142,43179.79,2026-04-08,2026-04-13,Pago
143,143,10602.37,2026-05-22,2026-05-26,Pago
144,144,13651.78,2026-06-21,2026-06-27,Pago
145,145,55056.71,2025-07-12,2025-07-18,Pago
146,146,23948.2,2025-08-17,2025-08-20,Pago
147,147,39875.25,2025-09-13,2025-09-13,Pago
148,148,48517.67,2025-10-15,2025-10-28,Pago
149,149,21049.34,2025-11-16,2025-11-15,Pago
150,150,1750.74,2025-12-17,2025-12-25,Pago
151,151,43771.28,2026-01-12,2026-01-21,Pago
152,152,32725.91,2026-02-07,2026-02-17,Pago
153,153,56365.73,2026-03-14,,Vencido
154,154,26626.95,2026-04-20,2026-05-01,Pago
155,155,17940.01,2026-05-15,2026-05-29,Pago
156,156,59786.15,2026-06-13,2026-06-14,Pago
157,157,20723.29,2025-07-24,2025-07-29,Pago
158,158,2334.84,2025-08-22,2025-08-31,Pago
159,159,56699.8,2025-09-13,2025-09-17,Pago
160,160,22853.43,2025-10-15,2025-10-14,Pago
161,161,13423.37,2025-11-12,2025-11-20,Pago
162,162,47859.19,2025-12-11,2025-12-23,Pago
163,163,20166.77,2026-01-15,2026-01-17,Pago
164,164,25675.35,2026-02-18,2026-03-01,Pago
165,165,47975.28,2026-03-11,2026-03-13,Pago
166,166,23801.52,2026-04-08,2026-04-05,Pago
167,167,26648.45,2026-05-18,2026-05-16,Pago
168,168,34299.21,2026-06-14,2026-06-15,Pago
169,169,36214.52,2025-07-11,2025-07-09,Pago
170,170,39203.27,2025-08-14,2025-08-13,Pago
171,171,35000.28,2025-09-19,2025-09-25,Pago
172,172,21415.82,2025-10-19,,Vencido
173,173,26066.24,2025-11-18,2025-11-24,Pago
174,174,13264.92,2025-12-23,2025-12-20,Pago
175,175,61311.2,2026-01-08,2026-01-12,Pago
176,176,1581.35,2026-02-09,2026-02-16,Pago
177,177,29853.58,2026-03-10,2026-03-20,Pago
178,178,57709.75,2026-04-19,2026-04-17,Pago
179,179,34451.17,2026-05-10,2026-05-22,Pago
180,180,53090.92,2026-06-11,2026-06-16,Pago
181,181,7742.46,2025-07-22,,Vencido
182,182,45939.97,2025-08-20,,Vencido
183,183,9787.63,2025-09-23,2025-10-04,Pago
184,184,18822.34,2025-10-14,2025-10-19,Pago
185,185,60421.02,2025-11-10,2025-11-08,Pago
186,186,54294.75,2025-12-15,2025-12-12,Pago
187,187,63270.88,2026-01-17,2026-01-26,Pago
188,188,49359.71,2026-02-17,2026-02-23,Pago
189,189,4943.94,2026-03-14,,Vencido
190,190,2383.13,2026-04-22,2026-05-06,Pago
191,191,33816.44,2026-05-21,,Vencido
192,192,17348.31,2026-06-06,2026-06-04,Pago
193,193,1959.48,2025-07-22,2025-07-19,Pago
194,194,49573.37,2025-08-20,2025-08-17,Pago
195,195,28920.35,2025-09-10,,Vencido
196,196,42193.13,2025-10-24,2025-10-21,Pago
197,197,33426.56,2025-11-20,2025-11-28,Pago
198,198,25488.68,2025-12-14,2025-12-19,Pago
199,199,54663.11,2026-01-12,2026-01-09,Pago
200,200,19986.16,2026-02-20,2026-02-27,Pago
201,201,42448.92,2026-03-13,2026-03-19,Pago
202,202,7302.19,2026-04-09,,Vencido
203,203,13257.82,2026-05-09,2026-05-06,Pago
204,204,52612.98,2026-06-14,2026-06-23,Pago
205,205,35335.29,2025-07-11,2025-07-14,Pago
206,206,43377.97,2025-08-16,2025-08-18,Pago
207,207,20227.04,2025-09-24,2025-10-04,Pago
208,208,4569.69,2025-10-12,2025-10-14,Pago
209,209,24982.79,2025-11-11,2025-11-25,Pago
210,210,6226.67,2025-12-08,,Vencido
211,211,5086.27,2026-01-17,2026-01-29,Pago
212,212,50550.46,2026-02-18,2026-02-28,Pago
213,213,63782.35,2026-03-11,2026-03-14,Pago
214,214,45163.1,2026-04-17,2026-04-21,Pago
215,215,32669.45,2026-05-10,2026-05-19,Pago
216,216,17119.81,2026-06-10,2026-06-18,Pago
217,217,56227.95,2025-07-25,2025-08-02,Pago
218,218,35847.95,2025-08-24,2025-08-31,Pago
219,219,47612.21,2025-09-10,2025-09-14,Pago
220,220,13522.77,2025-10-18,2025-10-22,Pago
221,221,8458.79,2025-11-14,,Vencido
222,222,4315.08,2025-12-08,2025-12-21,Pago
223,223,5356.72,2026-01-12,2026-01-25,Pago
224,224,19065.95,2026-02-06,2026-02-18,Pago
225,225,31089.23,2026-03-12,2026-03-13,Pago
226,226,40423.51,2026-04-18,2026-05-01,Pago
227,227,38041.93,2026-05-14,,Vencido
228,228,46155.42,2026-06-16,2026-06-27,Pago
229,229,41714.62,2025-07-19,,Vencido
230,230,61467.51,2025-08-13,2025-08-13,Pago
231,231,59723.68,2025-09-14,2025-09-11,Pago
232,232,63986.49,2025-10-12,2025-10-23,Pago
233,233,5713.56,2025-11-16,2025-11-26,Pago
234,234,63989.48,2025-12-19,2025-12-17,Pago
235,235,53579.24,2026-01-10,,Vencido
236,236,1426.95,2026-02-11,2026-02-16,Pago
237,237,7426.56,2026-03-11,2026-03-18,Pago
238,238,44728.26,2026-04-09,2026-04-18,Pago
239,239,50573.65,2026-05-07,2026-05-20,Pago
240,240,42194.87,2026-06-17,2026-06-17,Pago
241,241,63698.03,2025-07-25,2025-07-26,Pago
242,242,9542.71,2025-08-18,2025-08-28,Pago
243,243,20663.07,2025-09-16,,Vencido
244,244,16772.14,2025-10-16,2025-10-22,Pago
245,245,47053.3,2025-11-13,,Vencido
246,246,38515.74,2025-12-08,2025-12-20,Pago
247,247,21924.12,2026-01-17,2026-01-26,Pago
248,248,60032.87,2026-02-17,2026-02-23,Pago
249,249,3533.34,2026-03-17,2026-03-15,Pago
250,250,46282.4,2026-04-07,2026-04-18,Pago
251,251,25867.13,2026-05-09,2026-05-18,Pago
252,252,48345.91,2026-06-08,2026-06-19,Pago
253,253,55286.92,2025-07-25,2025-08-05,Pago
254,254,50862.34,2025-08-22,2025-08-29,Pago
255,255,64722.44,2025-09-24,2025-09-27,Pago
256,256,42296.18,2025-10-22,,Vencido
257,257,55797.41,2025-11-17,2025-11-21,Pago
258,258,38041.77,2025-12-23,2025-12-20,Pago
259,259,5461.29,2026-01-15,,Vencido
260,260,54013.98,2026-02-10,2026-02-11,Pago
261,261,35065.73,2026-03-08,2026-03-21,Pago
262,262,63508.26,2026-04-13,2026-04-13,Pago
263,263,18364.48,2026-05-11,2026-05-14,Pago
264,264,60976.04,2026-06-15,2026-06-26,Pago
265,265,10000.59,2025-07-18,2025-07-29,Pago
266,266,8907.06,2025-08-18,2025-08-19,Pago
267,267,27447.73,2025-09-16,2025-09-13,Pago
268,268,11812.84,2025-10-18,2025-10-23,Pago
269,269,24646.34,2025-11-23,2025-12-06,Pago
270,270,19396.22,2025-12-23,,Vencido
271,271,21272.92,2026-01-18,2026-01-28,Pago
272,272,7526.66,2026-02-10,2026-02-11,Pago
273,273,15593.13,2026-03-22,2026-04-02,Pago
274,274,25259.3,2026-04-11,2026-04-15,Pago
275,275,41626.12,2026-05-12,2026-05-19,Pago
276,276,16422.32,2026-06-11,,Vencido
277,277,45811.46,2025-07-22,2025-08-04,Pago
278,278,55867.62,2025-08-17,2025-08-25,Pago
279,279,11718.72,2025-09-15,,Vencido
280,280,16466.22,2025-10-24,2025-11-05,Pago
281,281,14570.79,2025-11-20,2025-11-18,Pago
282,282,25361.31,2025-12-09,2025-12-19,Pago
283,283,16230.51,2026-01-15,2026-01-16,Pago
284,284,43315.92,2026-02-12,2026-02-17,Pago
285,285,29001.89,2026-03-12,2026-03-27,Pago
286,286,31484.52,2026-04-12,2026-04-20,Pago
287,287,33341.45,2026-05-07,2026-05-08,Pago
288,288,35955.6,2026-06-07,2026-06-14,Pago
289,289,20534.14,2025-07-15,2025-07-17,Pago
290,290,25577.24,2025-08-16,2025-08-13,Pago
291,291,32272.09,2025-09-12,2025-09-10,Pago
292,292,31311.31,2025-10-17,,Vencido
293,293,2271.27,2025-11-16,2025-11-15,Pago
294,294,1284.85,2025-12-17,2025-12-29,Pago
295,295,3185.73,2026-01-08,2026-01-07,Pago
296,296,14158.7,2026-02-20,2026-02-21,Pago
297,297,61178.74,2026-03-13,,Vencido
298,298,32057.71,2026-04-07,2026-04-17,Pago
299,299,39792.11,2026-05-16,2026-05-30,Pago
300,300,16820.09,2026-06-10,2026-06-23,Pago
301,301,26201.61,2025-07-20,2025-07-25,Pago
302,302,1467.93,2025-08-21,2025-09-05,Pago
303,303,50303.59,2025-09-18,2025-09-19,Pago
304,304,31545.16,2025-10-20,2025-10-17,Pago
305,305,28051.69,2025-11-14,2025-11-27,Pago
306,306,36605.27,2025-12-12,2025-12-14,Pago
307,307,26099.27,2026-01-21,,Vencido
308,308,60397.5,2026-02-08,2026-02-11,Pago
309,309,51689.11,2026-03-12,2026-03-22,Pago
310,310,53583.07,2026-04-10,,Vencido
311,311,46520.74,2026-05-13,2026-05-21,Pago
312,312,33951.47,2026-06-06,2026-06-03,Pago
313,313,33409.26,2025-07-14,,Vencido
314,314,1481.29,2025-08-12,2025-08-24,Pago
315,315,26286.05,2025-09-18,2025-09-24,Pago
316,316,41763.42,2025-10-14,2025-10-12,Pago
317,317,30525.44,2025-11-22,2025-11-24,Pago
318,318,56561.16,2025-12-16,2025-12-16,Pago
319,319,37676.65,2026-01-16,2026-01-15,Pago
320,320,5471.08,2026-02-16,2026-02-27,Pago
321,321,14415.8,2026-03-12,2026-03-26,Pago
322,322,28533.03,2026-04-13,2026-04-19,Pago
323,323,24636.87,2026-05-21,,Vencido
324,324,10731.61,2026-06-12,2026-06-15,Pago
325,325,34741.34,2025-07-22,2025-07-27,Pago
326,326,24364.29,2025-08-21,2025-08-30,Pago
327,327,35032.29,2025-09-21,2025-09-29,Pago
328,328,9658.66,2025-10-11,2025-10-19,Pago
329,329,28920.22,2025-11-11,2025-11-25,Pago
330,330,27728.03,2025-12-18,2025-12-19,Pago
331,331,59912.57,2026-01-10,2026-01-17,Pago
332,332,5921.23,2026-02-09,2026-02-20,Pago
333,333,31902.1,2026-03-17,2026-03-25,Pago
334,334,58459.8,2026-04-18,2026-04-25,Pago
335,335,59058.71,2026-05-13,2026-05-19,Pago
336,336,56095.34,2026-06-13,2026-06-24,Pago
337,337,57547.51,2025-07-14,2025-07-13,Pago
338,338,23606.99,2025-08-15,2025-08-26,Pago
339,339,16355.17,2025-09-21,2025-09-28,Pago
340,340,4311.46,2025-10-20,2025-10-17,Pago
341,341,40148.18,2025-11-20,2025-11-25,Pago
342,342,8653.69,2025-12-16,2025-12-20,Pago
343,343,33969.9,2026-01-20,2026-01-19,Pago
344,344,45573.85,2026-02-10,2026-02-20,Pago
345,345,1545.05,2026-03-14,2026-03-23,Pago
346,346,39702.29,2026-04-10,2026-04-25,Pago
347,347,42264.2,2026-05-08,2026-05-16,Pago
348,348,15929.64,2026-06-16,2026-06-16,Pago
349,349,22453.28,2025-07-20,2025-07-20,Pago
350,350,3141.41,2025-08-13,,Vencido
351,351,61986.17,2025-09-22,2025-09-22,Pago
352,352,23336.69,2025-10-24,2025-11-01,Pago
353,353,54460.64,2025-11-19,,Vencido
354,354,13529.33,2025-12-08,2025-12-17,Pago
355,355,55143.44,2026-01-10,2026-01-14,Pago
356,356,8779.42,2026-02-17,2026-02-20,Pago
357,357,31457.4,2026-03-13,2026-03-16,Pago
358,358,21792.37,2026-04-17,2026-04-21,Pago
359,359,63319.62,2026-05-11,,Vencido
360,360,15307.31,2026-06-11,2026-06-25,Pago
361,361,22700.02,2025-07-19,2025-07-25,Pago
362,362,9152.31,2025-08-22,2025-08-28,Pago
363,363,16433.85,2025-09-12,2025-09-26,Pago
364,364,40080.55,2025-10-18,2025-10-27,Pago
365,365,762.73,2025-11-22,2025-11-19,Pago
366,366,53024.38,2025-12-13,2025-12-25,Pago
367,367,42261.88,2026-01-11,2026-01-18,Pago
368,368,27680.12,2026-02-14,2026-02-18,Pago
369,369,45501.55,2026-03-16,2026-03-18,Pago
370,370,64570.09,2026-04-10,2026-04-12,Pago
371,371,49955.82,2026-05-11,2026-05-14,Pago
372,372,18139.7,2026-06-13,2026-06-21,Pago
373,373,48375.33,2025-07-19,2025-07-26,Pago
374,374,16804.9,2025-08-15,,Vencido
375,375,59339.32,2025-09-13,2025-09-12,Pago
376,376,35166.19,2025-10-11,2025-10-09,Pago
377,377,56495.47,2025-11-08,2025-11-21,Pago
378,378,61293.54,2025-12-13,2025-12-10,Pago
379,379,22421.61,2026-01-18,2026-01-31,Pago
380,380,23204.62,2026-02-16,2026-02-14,Pago
381,381,20376.51,2026-03-17,2026-03-19,Pago
382,382,28035.16,2026-04-07,2026-04-05,Pago
383,383,29977.02,2026-05-22,2026-05-30,Pago
384,384,16131.16,2026-06-11,2026-06-09,Pago
385,385,20688.08,2025-07-17,2025-07-14,Pago
386,386,42955.27,2025-08-17,2025-08-21,Pago
387,387,23425.04,2025-09-18,2025-09-19,Pago
388,388,37803.21,2025-10-19,2025-10-31,Pago
389,389,2062.14,2025-11-20,2025-12-02,Pago
390,390,4377.99,2025-12-17,2025-12-29,Pago
391,391,10577.1,2026-01-07,2026-01-17,Pago
392,392,52030.83,2026-02-18,,Vencido
393,393,14019.11,2026-03-12,2026-03-09,Pago
394,394,35851.69,2026-04-22,2026-04-29,Pago
395,395,17846.9,2026-05-15,2026-05-27,Pago
396,396,48108.62,2026-06-21,2026-06-27,Pago
397,397,32214.51,2025-07-13,2025-07-24,Pago
398,398,13042.03,2025-08-12,2025-08-10,Pago
399,399,16305.91,2025-09-23,2025-10-04,Pago
400,400,30491.35,2025-10-10,2025-10-11,Pago
401,401,56699.29,2025-11-23,,Vencido
402,402,51708.82,2025-12-17,2026-01-01,Pago
403,403,21927.5,2026-01-18,2026-01-28,Pago
404,404,47215.33,2026-02-20,2026-02-22,Pago
405,405,10557.18,2026-03-12,2026-03-14,Pago
406,406,18254.47,2026-04-07,,Vencido
407,407,63585.96,2026-05-11,,Vencido
408,408,21327.08,2026-06-06,2026-06-12,Pago
409,409,19968.48,2025-07-20,2025-08-04,Pago
410,410,20924.67,2025-08-18,2025-09-02,Pago
411,411,34526.59,2025-09-17,2025-09-26,Pago
412,412,14037.04,2025-10-13,2025-10-12,Pago
413,413,14427.6,2025-11-14,2025-11-25,Pago
414,414,45156.08,2025-12-20,2025-12-17,Pago
415,415,17051.02,2026-01-08,2026-01-20,Pago
416,416,60090.34,2026-02-18,2026-03-02,Pago
417,417,1515.65,2026-03-20,2026-03-17,Pago
418,418,5979.77,2026-04-21,2026-04-18,Pago
419,419,62748.31,2026-05-21,2026-05-22,Pago
420,420,61910.02,2026-06-10,2026-06-13,Pago
421,421,44183.42,2025-07-24,,Vencido
422,422,14017.45,2025-08-19,2025-08-21,Pago
423,423,44484.77,2025-09-21,2025-09-26,Pago
424,424,56935.9,2025-10-10,2025-10-21,Pago
425,425,9531.67,2025-11-15,2025-11-17,Pago
426,426,24224.99,2025-12-18,2025-12-25,Pago
427,427,26522.26,2026-01-11,2026-01-12,Pago
428,428,51962.44,2026-02-09,2026-02-17,Pago
429,429,24402.96,2026-03-18,2026-03-27,Pago
430,430,19280.33,2026-04-08,,Vencido
431,431,48214.49,2026-05-17,2026-05-15,Pago
432,432,31852.75,2026-06-20,2026-07-03,Pago
433,433,63820.75,2025-07-16,2025-07-29,Pago
434,434,60481.17,2025-08-21,2025-08-18,Pago
435,435,22761.92,2025-09-15,2025-09-21,Pago
436,436,58288.53,2025-10-21,2025-10-28,Pago
437,437,62474.9,2025-11-17,2025-11-24,Pago
438,438,57587.75,2025-12-08,,Vencido
439,439,58840.66,2026-01-12,2026-01-23,Pago
440,440,51955.74,2026-02-21,2026-02-20,Pago
441,441,37498.87,2026-03-20,,Vencido
442,442,62245.58,2026-04-21,2026-05-06,Pago
443,443,53260.22,2026-05-11,2026-05-26,Pago
444,444,37231.26,2026-06-11,2026-06-21,Pago
445,445,5411.56,2025-07-22,2025-07-29,Pago
446,446,34173.45,2025-08-23,2025-09-05,Pago
447,447,3726.64,2025-09-17,2025-09-25,Pago
448,448,59801.73,2025-10-10,2025-10-13,Pago
449,449,52266.67,2025-11-22,,Vencido
450,450,40963.71,2025-12-22,2025-12-26,Pago
451,451,1560.2,2026-01-20,,Vencido
452,452,17581.83,2026-02-09,2026-02-10,Pago
453,453,16045.44,2026-03-17,2026-03-24,Pago
454,454,8193.91,2026-04-11,2026-04-20,Pago
455,455,7035.11,2026-05-21,2026-05-26,Pago
456,456,14651.84,2026-06-11,2026-06-15,Pago
457,457,13442.71,2025-07-21,,Vencido
458,458,51064.97,2025-08-19,2025-09-02,Pago
459,459,38927.83,2025-09-23,,Vencido
460,460,40921.11,2025-10-23,2025-10-22,Pago
461,461,36749.97,2025-11-08,,Vencido
462,462,31684.85,2025-12-14,2025-12-21,Pago
463,463,63837.76,2026-01-22,2026-01-30,Pago
464,464,44491.01,2026-02-13,2026-02-27,Pago
465,465,36383.6,2026-03-14,2026-03-24,Pago
466,466,39995.63,2026-04-09,,Vencido
467,467,58380.95,2026-05-22,2026-05-31,Pago
468,468,57995.48,2026-06-18,2026-06-19,Pago
469,469,3267.14,2025-07-14,2025-07-13,Pago
470,470,10731.77,2025-08-17,,Vencido
471,471,45168.84,2025-09-20,2025-10-04,Pago
472,472,64777.43,2025-10-12,2025-10-25,Pago
473,473,6193.06,2025-11-17,2025-12-01,Pago
474,474,58965.34,2025-12-12,2025-12-24,Pago
475,475,8345.87,2026-01-21,2026-01-29,Pago
476,476,52166.73,2026-02-08,2026-02-17,Pago
477,477,38341.21,2026-03-17,2026-03-17,Pago
478,478,49160.8,2026-04-22,2026-05-01,Pago
479,479,27019.02,2026-05-12,2026-05-17,Pago
480,480,48130.91,2026-06-14,2026-06-14,Pago
481,481,31079.44,2025-07-23,2025-07-30,Pago
482,482,36077.61,2025-08-11,2025-08-08,Pago
483,483,57906.39,2025-09-11,2025-09-19,Pago
484,484,17977.35,2025-10-13,2025-10-18,Pago
485,485,18746.23,2025-11-17,2025-11-23,Pago
486,486,50668.66,2025-12-20,2025-12-24,Pago
487,487,3480.4,2026-01-21,2026-01-29,Pago
488,488,53178.46,2026-02-08,2026-02-16,Pago
489,489,15388.48,2026-03-12,2026-03-09,Pago
490,490,38806.98,2026-04-07,2026-04-15,Pago
491,491,21890.57,2026-05-15,2026-05-20,Pago
492,492,29827.26,2026-06-14,2026-06-20,Pago
493,493,48538.28,2025-07-25,2025-07-30,Pago
494,494,40556.03,2025-08-10,2025-08-12,Pago
495,495,30099.54,2025-09-20,2025-09-26,Pago
496,496,44015.61,2025-10-18,2025-10-27,Pago
497,497,46175.57,2025-11-19,2025-11-18,Pago
498,498,61737.25,2025-12-21,2026-01-05,Pago
499,499,1142.26,2026-01-12,2026-01-25,Pago
500,500,59334.04,2026-02-18,,Vencido
501,501,33769.48,2026-03-18,2026-04-01,Pago
502,502,56368.88,2026-04-08,2026-04-21,Pago
503,503,57893.91,2026-05-08,2026-05-13,Pago
504,504,30065.57,2026-06-16,2026-06-25,Pago
505,505,38618.73,2025-07-22,2025-07-19,Pago
506,506,43959.38,2025-08-14,2025-08-19,Pago
507,507,51394.25,2025-09-20,2025-09-28,Pago
508,508,62136.51,2025-10-15,2025-10-29,Pago
509,509,29619.89,2025-11-18,2025-11-27,Pago
510,510,53228.8,2025-12-22,,Vencido
511,511,2727.2,2026-01-15,,Vencido
512,512,47055.04,2026-02-06,2026-02-05,Pago
513,513,3348.61,2026-03-16,2026-03-28,Pago
514,514,62335.54,2026-04-07,2026-04-07,Pago
515,515,27381.6,2026-05-18,2026-05-27,Pago
516,516,18144.01,2026-06-13,2026-06-18,Pago
517,517,7954.69,2025-07-13,2025-07-10,Pago
518,518,54462.25,2025-08-23,,Vencido
519,519,12214.4,2025-09-09,2025-09-23,Pago
520,520,3980.98,2025-10-12,2025-10-22,Pago
521,521,56856.6,2025-11-14,2025-11-29,Pago
522,522,54467.91,2025-12-12,2025-12-19,Pago
523,523,19889.35,2026-01-15,2026-01-24,Pago
524,524,7646.21,2026-02-13,2026-02-26,Pago
525,525,2392.99,2026-03-20,2026-03-21,Pago
526,526,38391.16,2026-04-14,2026-04-29,Pago
527,527,64955.56,2026-05-15,2026-05-22,Pago
528,528,816.27,2026-06-14,,Vencido
