pedido_id,data_pedido,cliente_id,produto_id,unidade_id,quantidade,desconto_pct,status,receita_bruta,receita_liquida,custo_total,data_prometida,data_entrega
PV003042,2024-10-15,,P002,U02,-48.71,0.053,Faturado,1115.46,1056.34,448.44,2024-10-25,2024-10-31
PV003303,2026-07-22,,P004,U02,65.42,0.0841,Entregue,876.63,802.91,386.8,2026-07-25,2026-07-26
PV003737,2026-04-07,,P002,U01,47.28,0.1101,Entregue,1082.71,963.5,442.38,2026-04-20,2026-04-23
PV003753,2025-09-23,C0112,P006,U02,-53.51,0.0592,Entregue,2943.05,2768.82,1505.36,2025-10-03,2025-10-06
PV003808,2025-09-29,C0370,P003,U01,-52.81,0.1158,Entregue,2218.02,1961.17,984.06,2025-10-11,2025-10-11
PV003870,2025-01-29,,P001,U01,37.34,0.1211,Entregue,690.79,607.14,297.82,2025-02-03,2025-02-02
PV003873,2026-04-19,,P001,U03,27.55,0.1606,Cancelado,509.68,427.83,211.12,2026-04-30,2026-04-30
PV003918,2026-03-30,C0494,P003,U03,-64.98,0.0844,Entregue,2729.16,2498.82,1330.84,2026-04-02,2026-04-02
PV003988,2024-02-17,,P007,U01,32.12,0.1666,Entregue,314.78,262.34,134.47,2024-02-24,2024-02-25
PV004231,2024-06-10,,P008,U01,53.06,0.0188,Entregue,933.86,916.3,450.01,2024-06-22,2024-06-24
PV004406,2024-06-11,,P003,U03,125.66,0.1741,Entregue,5277.72,4358.87,2667.84,2024-06-19,2024-06-18
PV004431,2026-02-04,,P004,U03,56.56,0.0319,Entregue,757.9,733.72,333.75,2026-02-12,2026-02-12
PV004665,2024-12-13,,P001,U02,45.09,0.1688,Entregue,834.17,693.36,365.02,2024-12-16,2024-12-22
PV004763,2024-02-22,,P003,U02,40.62,0.0865,Entregue,1706.04,1558.47,901.9,2024-03-05,2024-03-06
PV004825,2024-10-22,,P008,U02,59.18,0.0882,Entregue,1041.57,949.7,477.02,2024-11-02,2024-11-08
PV004843,2024-08-02,,P005,U01,81.61,0.174,Faturado,2587.04,2136.9,1096.03,2024-08-15,2024-08-15
PV004857,2024-05-30,C0033,P002,U01,-169.17,0.0529,Entregue,3873.99,3669.06,1611.05,2024-06-10,2024-06-10
PV004923,2026-02-22,,P004,U02,71.07,0.1712,Entregue,952.34,789.3,410.5,2026-02-28,2026-02-28
PV004930,2026-03-25,C0416,P007,U02,-46.35,0.0158,Entregue,454.23,447.05,208.2,2026-04-06,2026-04-04
PV004979,2025-02-28,,P005,U01,51.95,0.175,Entregue,1646.82,1358.63,703.44,2025-03-06,2025-03-08
PV004999,2025-06-27,,P006,U02,77.57,0.0259,Cancelado,4266.35,4155.85,2037.38,2025-06-30,2025-06-30
PV005086,2026-07-03,,P002,U02,106.66,0.0131,Entregue,2442.51,2410.51,958.38,2026-07-12,2026-07-13
PV005162,2024-07-22,,P007,U01,40.65,0.015,Entregue,398.37,392.39,175.93,2024-07-30,2024-07-29
PV005183,2024-02-02,C0265,P001,U01,-23.86,0.135,Entregue,441.41,381.82,163.92,2024-02-08,2024-02-07
PV005301,2024-01-12,C0368,P001,U02,-16.88,0.0682,Cancelado,312.28,290.98,132.53,2024-01-23,2024-01-23
PV005389,2024-05-09,C0173,P007,U01,-22.9,0.0673,Entregue,224.42,209.32,97.68,2024-05-21,2024-05-23
PV005420,2024-04-21,,P006,U03,35.15,0.0069,Entregue,1933.25,1919.91,857.65,2024-05-04,2024-05-04
PV005520,2025-05-03,,P004,U01,56.53,0.021,Entregue,757.5,741.59,335.61,2025-05-12,2025-05-12
PV005675,2025-12-18,,P007,U01,46.5,0.0206,Entregue,455.7,446.31,176.32,2025-12-27,2025-12-30
PV005719,2024-06-26,,P007,U01,119.61,0.0533,Entregue,1172.18,1109.7,522.92,2024-07-09,2024-07-09
PV005823,2024-05-19,,P002,U03,31.87,0.0499,Entregue,729.82,693.4,274.08,2024-05-22,2024-05-22
PV005931,2024-07-16,C0118,P005,U01,-148.01,0.1622,Faturado,4691.92,3930.89,2070.59,2024-07-25,2024-07-25
PV005933,2024-07-25,,P004,U01,94.96,0.0747,Entregue,1272.46,1177.41,568.89,2024-07-31,2024-07-31
PV005964,2026-01-19,,P006,U03,114.23,0.0483,Faturado,6282.65,5979.2,3059.95,2026-02-02,2026-02-02
PV005994,2024-02-24,C0196,P008,U02,-58.33,0.125,Entregue,1026.61,898.28,503.82,2024-02-28,2024-02-27
PV006039,2025-08-09,,P006,U02,41.29,0.0473,Entregue,2270.95,2163.53,1116.7,2025-08-19,2025-08-19
PV006089,2024-02-29,C0443,P002,U03,-56.4,0.0882,Faturado,1291.56,1177.64,513.26,2024-03-08,2024-03-09
PV006233,2024-09-23,C0078,P001,U03,-59.76,0.0638,Entregue,1105.56,1035.03,478.05,2024-10-02,2024-10-08
PV006238,2024-12-03,,P006,U03,122.67,0.0191,Faturado,6746.85,6617.99,3196.65,2024-12-11,2024-12-09
PV006263,2024-08-03,C0046,P002,U03,-56.44,0.0351,Faturado,1292.48,1247.11,571.61,2024-08-10,2024-08-13
PV006437,2026-07-23,C0199,P002,U01,-4.4,0.0302,Entregue,100.76,97.72,37.11,2026-07-28,2026-07-30
PV006672,2025-12-08,,P008,U01,71.14,0.1782,Entregue,1252.06,1028.94,538.67,2025-12-16,2025-12-22
PV006718,2026-06-13,C0467,P006,U03,-54.05,0.1556,Cancelado,2972.75,2510.19,1320.65,2026-06-23,2026-06-24
PV007159,2025-10-30,,P008,U02,192.0,0.0589,Entregue,3379.2,3180.17,1657.08,2025-11-08,2025-11-09
PV007335,2026-01-27,C0020,P008,U02,-97.45,0.065,Entregue,1715.12,1603.64,874.01,2026-02-09,2026-02-10
PV007342,2026-07-23,,P001,U01,150.4,0.1787,Entregue,2782.4,2285.19,1160.95,2026-07-26,2026-07-26
PV007551,2024-07-02,C0463,P008,U01,-33.21,0.13,Entregue,584.5,508.52,289.54,2024-07-14,2024-07-14
PV007745,2024-04-05,,P007,U02,12.33,0.1009,Entregue,120.83,108.64,51.79,2024-04-08,2024-04-11
PV007974,2025-05-22,C0206,P003,U01,-46.86,0.0759,Entregue,1968.12,1818.74,870.95,2025-06-04,2025-06-04
PV008067,2025-06-04,,P006,U03,87.7,0.1057,Faturado,4823.5,4313.66,2307.89,2025-06-11,2025-06-13
PV008117,2024-01-09,C0244,P006,U03,-30.89,0.0748,Entregue,1698.95,1571.87,885.94,2024-01-19,2024-01-17
PV008218,2026-03-03,,P003,U01,134.41,0.1255,Entregue,5645.22,4936.74,2611.11,2026-03-08,2026-03-08
PV008246,2024-08-08,C0087,P002,U02,-87.06,0.0758,Entregue,1993.67,1842.55,788.78,2024-08-18,2024-08-16
PV008286,2025-05-03,,P003,U01,11.58,0.0788,Faturado,486.36,448.03,247.87,2025-05-11,2025-05-11
PV008327,2026-04-05,C0316,P001,U02,-45.36,0.1767,Entregue,839.16,690.88,382.23,2026-04-11,2026-04-09
PV008332,2026-07-13,,P008,U03,180.83,0.0279,Entregue,3182.61,3093.82,1586.12,2026-07-16,2026-07-14
PV008409,2024-03-25,,P006,U01,20.52,0.1191,Entregue,1128.6,994.18,536.93,2024-04-02,2024-04-04
PV008564,2026-02-18,,P004,U01,92.19,0.0082,Entregue,1235.35,1225.22,510.33,2026-02-26,2026-02-24
PV008668,2025-02-06,,P005,U03,51.55,0.0742,Entregue,1634.13,1512.88,723.46,2025-02-13,2025-02-13
PV008682,2025-12-27,,P008,U02,275.2,0.0909,Entregue,4843.52,4403.24,2352.75,2026-01-06,2026-01-06
PV008775,2026-07-21,,P004,U02,78.22,0.1032,Faturado,1048.15,939.98,507.2,2026-07-27,2026-07-27
PV008794,2026-03-13,C0038,P003,U03,-12.48,0.1551,Entregue,524.16,442.86,262.56,2026-03-17,2026-03-19
PV008799,2025-11-24,,P006,U01,35.31,0.0707,Faturado,1942.05,1804.75,904.04,2025-12-04,2025-12-04
PV008845,2024-10-27,,P005,U01,31.55,0.1454,Entregue,1000.14,854.72,494.64,2024-10-31,2024-11-01
PV008848,2025-09-12,,P004,U03,23.42,0.0887,Entregue,313.83,285.99,151.54,2025-09-16,2025-09-19
PV008931,2024-05-20,C0163,P007,U03,-56.58,0.1155,Entregue,554.48,490.44,223.48,2024-06-02,2024-06-03
PV008942,2025-01-28,C0362,P002,U02,-11.45,0.1378,Entregue,262.2,226.07,108.39,2025-02-05,2025-02-06
PV008951,2024-10-06,,P004,U03,17.07,0.1148,Entregue,228.74,202.48,108.31,2024-10-10,2024-10-11
PV008963,2025-05-03,C0483,P005,U03,-52.87,0.0846,Entregue,1675.98,1534.19,809.94,2025-05-12,2025-05-14
PV008969,2025-09-05,C0203,P007,U01,-37.83,0.1051,Faturado,370.73,331.77,157.09,2025-09-13,2025-09-19
PV009011,2025-11-24,,P006,U02,26.49,0.0418,Entregue,1456.95,1396.05,707.56,2025-12-01,2025-12-01
PV009020,2026-02-21,C0424,P005,U03,-14.56,0.0815,Entregue,461.55,423.93,218.83,2026-03-01,2026-03-04
PV009032,2024-07-29,,P005,U01,24.95,0.0424,Cancelado,790.92,757.38,370.22,2024-08-04,2024-08-06
PV009033,2026-03-30,,P002,U02,103.03,0.1194,Entregue,2359.39,2077.68,904.35,2026-04-04,2026-04-05
PV009043,2026-05-18,C0255,P008,U02,-286.23,0.1593,Entregue,5037.65,4235.15,2375.28,2026-05-27,2026-05-27
PV009206,2024-01-05,,P002,U01,37.62,0.0742,Faturado,861.5,797.58,378.32,2024-01-10,2024-01-16
PV009284,2026-04-22,,P004,U01,18.48,0.1755,Faturado,247.63,204.17,99.45,2026-04-27,2026-04-26
PV009510,2024-03-24,,P007,U01,52.42,0.1455,Entregue,513.72,438.97,205.75,2024-03-29,2024-03-30
PV009521,2025-01-18,,P005,U02,15.11,0.0723,Entregue,478.99,444.36,207.17,2025-01-23,2025-01-26
PV009548,2026-07-24,,P004,U02,163.37,0.0209,Entregue,2189.16,2143.41,999.43,2026-08-02,2026-08-01
PV009646,2026-04-27,C0425,P008,U02,-46.17,0.1575,Entregue,812.59,684.61,381.02,2026-05-04,2026-05-04
PV009750,2024-08-12,C0158,P004,U01,-126.15,0.1398,Entregue,1690.41,1454.09,833.05,2024-08-15,2024-08-18
PV009760,2024-07-21,C0070,P008,U03,-69.67,0.0519,Entregue,1226.19,1162.55,583.15,2024-08-02,2024-08-02
PV009850,2024-07-10,,P008,U01,37.7,0.1336,Entregue,663.52,574.87,331.56,2024-07-18,2024-07-17
PV010067,2025-05-16,C0089,P007,U02,-64.37,0.012,Faturado,630.83,623.26,245.42,2025-05-22,2025-05-20
PV010073,2024-06-29,C0429,P005,U02,-186.27,0.1163,Faturado,5904.76,5218.04,2458.15,2024-07-07,2024-07-05
PV010357,2025-10-22,C0175,P002,U01,-27.98,0.0952,Entregue,640.74,579.74,258.87,2025-10-31,2025-11-03
PV010492,2024-05-16,,P004,U01,201.19,0.015,Faturado,2695.95,2655.51,1126.61,2024-05-20,2024-05-26
PV010559,2026-05-11,,P001,U02,49.89,0.1355,Entregue,922.96,797.9,404.81,2026-05-15,2026-05-16
PV010595,2024-07-20,,P006,U02,-21.77,0.1691,Entregue,1197.35,994.88,535.29,2024-07-27,2024-07-30
PV010644,2026-07-16,,P006,U02,16.25,0.1534,Entregue,893.75,756.65,459.91,2026-07-21,2026-07-21
PV010650,2025-09-18,C0203,P002,U01,-45.46,0.0031,Entregue,1041.03,1037.8,447.92,2025-09-30,2025-10-03
PV010782,2024-06-18,C0173,P004,U02,-125.2,0.1404,Entregue,1677.68,1442.13,709.03,2024-06-29,2024-06-29
PV010887,2024-11-28,C0096,P002,U02,-11.53,0.1667,Entregue,264.04,220.02,102.51,2024-12-06,2024-12-04
PV010939,2026-04-24,,P005,U02,42.1,0.1211,Entregue,1334.57,1172.95,588.93,2026-04-28,2026-04-26
PV010980,2024-12-09,,P002,U03,7.99,0.1002,Entregue,182.97,164.64,82.14,2024-12-15,2024-12-15
PV011008,2026-01-21,C0018,P008,U01,-23.15,0.0845,Entregue,407.44,373.01,193.37,2026-02-02,2026-01-31
PV011036,2025-07-14,C0253,P004,U01,-77.58,0.0163,Entregue,1039.57,1022.63,415.51,2025-07-22,2025-07-28
PV011247,2025-09-24,,P006,U03,84.94,0.0393,Entregue,4671.7,4488.1,2459.04,2025-09-30,2025-09-28
PV011343,2024-08-03,,P006,U03,25.41,0.1729,Entregue,1397.55,1155.91,603.47,2024-08-08,2024-08-08
PV011569,2024-05-31,,P005,U02,189.56,0.007,Faturado,6009.05,5966.99,2883.62,2024-06-09,2024-06-11
PV011609,2024-01-09,,P003,U03,64.74,0.1356,Entregue,2719.08,2350.37,1347.33,2024-01-19,2024-01-19
PV011621,2026-02-12,,P002,U01,103.28,0.0933,Entregue,2365.11,2144.45,997.47,2026-02-26,2026-02-26
PV011670,2026-01-12,,P005,U01,19.01,0.0806,Entregue,602.62,554.05,257.82,2026-01-15,2026-01-18
PV011763,2024-03-20,,P007,U01,15.69,0.1464,Entregue,153.76,131.25,69.63,2024-03-28,2024-03-29
PV011961,2025-09-21,,P008,U03,21.82,0.1117,Faturado,384.03,341.13,187.82,2025-09-28,2025-10-04
