pessoa_id,unidade,area,status
P00186,Joinville,Engenharia,Ativo
P00187,Joinville,Logística,Ativo
P00188,Guarulhos,Engenharia,Ativo
P00189,Joinville,RH,Ativo
P00190,Jaboticabal,Compras,Ativo
P00191,Camaçari,Compras,Ativo
P00192,Joinville,Produção,Ativo
P00193,Joinville,Logística,Ativo
P00194,Camaçari,RH,Ativo
P00195,Jaboticabal,Logística,Ativo
P00196,Guarulhos,Qualidade,Ativo
P00197,Camaçari,Compras,Inativo
P00198,Guarulhos,Produção,Ativo
P00199,Guarulhos,Produção,Inativo
P00200,Jaboticabal,Produção,Ativo
P00201,Joinville,Qualidade,Ativo
P00202,Guarulhos,Produção,Ativo
P00203,Guarulhos,Produção,Ativo
P00204,Joinville,Logística,Ativo
P00205,Guarulhos,Qualidade,Ativo
P00206,Jaboticabal,Compras,Ativo
P00207,Guarulhos,RH,Ativo
P00208,Jaboticabal,TI,Ativo
P00209,Joinville,TI,Ativo
P00210,Joinville,Logística,Ativo
P00211,Jaboticabal,TI,Ativo
P00212,Camaçari,Compras,Ativo
P00213,Joinville,Logística,Ativo
P00214,Guarulhos,Logística,Ativo
P00215,Guarulhos,Qualidade,Ativo
P00216,Jaboticabal,Qualidade,Ativo
P00217,Guarulhos,Qualidade,Ativo
P00218,Jaboticabal,TI,Ativo
P00219,Joinville,TI,Ativo
P00220,Guarulhos,Logística,Ativo
P00221,Jaboticabal,RH,Ativo
P00222,Camaçari,RH,Ativo
P00223,Jaboticabal,Compras,Ativo
P00224,Joinville,TI,Ativo
P00225,Guarulhos,Engenharia,Inativo
P00226,Jaboticabal,RH,Ativo
P00227,Guarulhos,Produção,Inativo
P00228,Joinville,Produção,Ativo
P00229,Jaboticabal,Qualidade,Ativo
P00230,Joinville,Qualidade,Ativo
P00231,Camaçari,Engenharia,Ativo
P00232,Jaboticabal,Engenharia,Ativo
P00233,Camaçari,Compras,Ativo
P00234,Joinville,RH,Ativo
P00235,Joinville,Produção,Ativo
P00236,Jaboticabal,Compras,Ativo
P00237,Guarulhos,Engenharia,Ativo
P00238,Jaboticabal,Produção,Ativo
P00239,Jaboticabal,RH,Ativo
P00240,Guarulhos,Produção,Ativo
P00241,Joinville,Produção,Ativo
P00242,Guarulhos,Engenharia,Ativo
P00243,Guarulhos,Qualidade,Ativo
P00244,Guarulhos,TI,Ativo
P00245,Joinville,Logística,Inativo
P00246,Jaboticabal,RH,Ativo
P00247,Guarulhos,Logística,Ativo
P00248,Joinville,Logística,Ativo
P00249,Joinville,Compras,Ativo
P00250,Jaboticabal,Engenharia,Ativo
P00251,Jaboticabal,Qualidade,Ativo
P00252,Camaçari,Produção,Ativo
P00253,Camaçari,Engenharia,Ativo
P00254,Camaçari,TI,Ativo
P00255,Joinville,Produção,Ativo
P00256,Guarulhos,Logística,Ativo
P00257,Guarulhos,Compras,Ativo
P00258,Guarulhos,TI,Ativo
P00259,Joinville,Compras,Ativo
P00260,Guarulhos,Compras,Ativo
P00261,Guarulhos,TI,Ativo
P00262,Guarulhos,RH,Ativo
P00263,Guarulhos,Produção,Ativo
P00264,Jaboticabal,Qualidade,Ativo
P00265,Camaçari,Engenharia,Ativo
P00266,Jaboticabal,Qualidade,Ativo
P00267,Joinville,Logística,Ativo
P00268,Joinville,Logística,Ativo
P00269,Guarulhos,Compras,Ativo
P00270,Guarulhos,Qualidade,Ativo
P00271,Joinville,Qualidade,Ativo
P00272,Jaboticabal,TI,Ativo
P00273,Joinville,Produção,Inativo
P00274,Joinville,Engenharia,Inativo
P00275,Jaboticabal,Compras,Ativo
P00276,Guarulhos,Produção,Ativo
P00277,Joinville,TI,Ativo
P00278,Jaboticabal,Produção,Ativo
P00279,Joinville,Engenharia,Ativo
P00280,Joinville,Engenharia,Ativo
P00281,Joinville,RH,Ativo
P00282,Jaboticabal,Compras,Ativo
P00283,Guarulhos,Qualidade,Ativo
P00284,Guarulhos,Engenharia,Ativo
P00285,Jaboticabal,RH,Ativo
P00286,Jaboticabal,Logística,Ativo
P00287,Joinville,RH,Ativo
P00288,Camaçari,Compras,Ativo
P00289,Jaboticabal,Produção,Ativo
P00290,Guarulhos,TI,Ativo
P00291,Camaçari,RH,Ativo
P00292,Camaçari,Engenharia,Ativo
P00293,Guarulhos,Produção,Ativo
P00294,Jaboticabal,Logística,Ativo
P00295,Jaboticabal,Logística,Ativo
P00296,Guarulhos,Qualidade,Ativo
P00297,Jaboticabal,Logística,Ativo
P00298,Jaboticabal,Engenharia,Ativo
P00299,Camaçari,Produção,Ativo
P00300,Camaçari,TI,Ativo
P00301,Joinville,TI,Ativo
P00302,Jaboticabal,Compras,Ativo
P00303,Guarulhos,Compras,Ativo
P00304,Guarulhos,Engenharia,Ativo
P00305,Joinville,Qualidade,Ativo
P00306,Guarulhos,Compras,Ativo
P00307,Joinville,Produção,Inativo
P00308,Guarulhos,Engenharia,Ativo
P00309,Guarulhos,TI,Ativo
P00310,Camaçari,Engenharia,Ativo
P00311,Joinville,Logística,Ativo
P00312,Camaçari,TI,Ativo
P00313,Camaçari,RH,Ativo
P00314,Jaboticabal,Produção,Ativo
P00315,Camaçari,Produção,Ativo
P00316,Joinville,Compras,Ativo
P00317,Guarulhos,Qualidade,Ativo
P00318,Camaçari,Qualidade,Ativo
P00319,Guarulhos,Qualidade,Ativo
P00320,Joinville,Engenharia,Ativo
P00321,Camaçari,Logística,Ativo
P00322,Guarulhos,RH,Ativo
P00323,Guarulhos,RH,Ativo
P00324,Guarulhos,Qualidade,Ativo
P00325,Guarulhos,Engenharia,Ativo
P00326,Joinville,Produção,Ativo
P00327,Camaçari,Qualidade,Ativo
P00328,Jaboticabal,TI,Ativo
P00329,Joinville,RH,Ativo
P00330,Camaçari,Produção,Ativo
P00331,Guarulhos,Qualidade,Ativo
P00332,Guarulhos,Produção,Ativo
P00333,Joinville,Qualidade,Ativo
P00334,Camaçari,Logística,Ativo
P00335,Joinville,Compras,Ativo
P00336,Joinville,Produção,Ativo
P00337,Camaçari,Compras,Ativo
P00338,Joinville,Engenharia,Ativo
P00339,Joinville,Engenharia,Ativo
P00340,Joinville,Qualidade,Ativo
P00341,Camaçari,Produção,Ativo
P00342,Guarulhos,TI,Ativo
P00343,Jaboticabal,RH,Ativo
P00344,Jaboticabal,Qualidade,Ativo
P00345,Guarulhos,Compras,Ativo
P00346,Jaboticabal,TI,Ativo
P00347,Joinville,TI,Ativo
P00348,Camaçari,Compras,Inativo
P00349,Jaboticabal,Qualidade,Ativo
P00350,Guarulhos,RH,Ativo
P00351,Jaboticabal,Qualidade,Ativo
P00352,Camaçari,RH,Ativo
P00353,Joinville,Compras,Ativo
P00354,Camaçari,Qualidade,Ativo
P00355,Jaboticabal,Compras,Ativo
P00356,Guarulhos,Logística,Ativo
P00357,Joinville,Produção,Ativo
P00358,Joinville,Produção,Ativo
P00359,Guarulhos,RH,Ativo
P00360,Joinville,TI,Ativo
P00361,Guarulhos,Logística,Ativo
P00362,Camaçari,Produção,Ativo
P00363,Joinville,Engenharia,Inativo
P00364,Camaçari,Compras,Ativo
P00365,Camaçari,Engenharia,Inativo
P00366,Camaçari,TI,Ativo
P00367,Joinville,Engenharia,Ativo
P00368,Jaboticabal,Engenharia,Ativo
P00369,Guarulhos,Qualidade,Inativo
P00370,Camaçari,Compras,Inativo
P00371,Guarulhos,RH,Ativo
P00372,Guarulhos,Compras,Ativo
P00373,Joinville,RH,Ativo
P00374,Joinville,Engenharia,Ativo
P00375,Jaboticabal,RH,Ativo
P00376,Joinville,Produção,Ativo
P00377,Camaçari,Produção,Ativo
P00378,Camaçari,Produção,Ativo
P00379,Jaboticabal,Engenharia,Ativo
P00380,Guarulhos,Engenharia,Ativo
P00381,Guarulhos,RH,Ativo
P00382,Guarulhos,Engenharia,Ativo
P00383,Camaçari,Engenharia,Ativo
P00384,Guarulhos,Compras,Ativo
P00385,Joinville,TI,Ativo
P00386,Joinville,RH,Ativo
P00387,Camaçari,RH,Ativo
P00388,Jaboticabal,Qualidade,Ativo
P00389,Jaboticabal,Compras,Ativo
P00390,Joinville,Produção,Ativo
P00391,Guarulhos,RH,Ativo
P00392,Guarulhos,Compras,Ativo
P00393,Guarulhos,Engenharia,Ativo
P00394,Camaçari,Engenharia,Ativo
P00395,Jaboticabal,Logística,Ativo
P00396,Jaboticabal,Produção,Ativo
P00397,Jaboticabal,Engenharia,Ativo
P00398,Guarulhos,Logística,Ativo
P00399,Jaboticabal,Engenharia,Ativo
P00400,Joinville,Qualidade,Ativo
P00401,Jaboticabal,Logística,Ativo
P00402,Jaboticabal,Logística,Ativo
P00403,Joinville,TI,Ativo
P00404,Joinville,TI,Ativo
P00405,Camaçari,RH,Ativo
P00406,Guarulhos,Compras,Ativo
P00407,Joinville,Compras,Ativo
P00408,Joinville,Produção,Ativo
P00409,Guarulhos,RH,Ativo
P00410,Joinville,Logística,Ativo
P00411,Camaçari,Produção,Ativo
P00412,Guarulhos,Engenharia,Ativo
P00413,Joinville,Qualidade,Ativo
P00414,Camaçari,RH,Ativo
P00415,Camaçari,Engenharia,Ativo
P00416,Guarulhos,Qualidade,Inativo
P00417,Jaboticabal,Qualidade,Ativo
P00418,Jaboticabal,Qualidade,Ativo
P00419,Joinville,Logística,Ativo
P00420,Joinville,RH,Ativo
P00421,Guarulhos,Produção,Ativo
P00422,Guarulhos,TI,Ativo
P00423,Jaboticabal,Engenharia,Ativo
P00424,Jaboticabal,TI,Ativo
P00425,Joinville,TI,Ativo
P00426,Camaçari,Logística,Ativo
P00427,Jaboticabal,Produção,Ativo
P00428,Joinville,Compras,Ativo
P00429,Joinville,RH,Ativo
P00430,Joinville,RH,Ativo
P00431,Joinville,RH,Ativo
P00432,Joinville,Engenharia,Ativo
P00433,Guarulhos,RH,Ativo
P00434,Joinville,Produção,Ativo
P00435,Guarulhos,Qualidade,Ativo
P00436,Joinville,Produção,Ativo
P00437,Joinville,Engenharia,Ativo
P00438,Jaboticabal,TI,Ativo
P00439,Jaboticabal,RH,Ativo
P00440,Camaçari,RH,Ativo
P00441,Joinville,Qualidade,Ativo
P00442,Guarulhos,Qualidade,Ativo
P00443,Joinville,Logística,Inativo
P00444,Joinville,Compras,Ativo
P00445,Camaçari,RH,Ativo
P00446,Joinville,Engenharia,Ativo
P00447,Jaboticabal,Logística,Ativo
P00448,Guarulhos,TI,Ativo
P00449,Joinville,Compras,Ativo
P00450,Camaçari,Qualidade,Ativo
P00451,Camaçari,Compras,Ativo
P00452,Guarulhos,TI,Ativo
P00453,Camaçari,Produção,Ativo
P00454,Joinville,Produção,Ativo
P00455,Joinville,Qualidade,Ativo
P00456,Joinville,Engenharia,Ativo
P00457,Camaçari,Engenharia,Ativo
P00458,Camaçari,Logística,Ativo
P00459,Guarulhos,Produção,Ativo
P00460,Jaboticabal,Logística,Ativo
P00461,Jaboticabal,TI,Ativo
P00462,Joinville,Produção,Ativo
P00463,Jaboticabal,TI,Ativo
P00464,Camaçari,Engenharia,Ativo
P00465,Joinville,Logística,Inativo
P00466,Guarulhos,Compras,Ativo
P00467,Joinville,Compras,Ativo
P00468,Guarulhos,Logística,Ativo
P00469,Joinville,RH,Ativo
P00470,Joinville,Produção,Ativo
P00471,Camaçari,Logística,Ativo
P00472,Joinville,Engenharia,Ativo
P00473,Jaboticabal,Produção,Ativo
P00474,Joinville,TI,Ativo
P00475,Guarulhos,Compras,Ativo
P00476,Guarulhos,TI,Ativo
P00477,Jaboticabal,RH,Ativo
P00478,Jaboticabal,TI,Ativo
P00479,Camaçari,Logística,Ativo
P00480,Camaçari,Engenharia,Ativo
P00481,Guarulhos,Logística,Ativo
P00482,Joinville,RH,Ativo
P00483,Guarulhos,Qualidade,Ativo
P00484,Joinville,Logística,Ativo
P00485,Camaçari,RH,Ativo
P00486,Joinville,Produção,Ativo
P00487,Joinville,RH,Ativo
P00488,Joinville,TI,Ativo
P00489,Guarulhos,Qualidade,Ativo
P00490,Joinville,Produção,Ativo
P00491,Jaboticabal,Logística,Ativo
P00492,Jaboticabal,Logística,Ativo
P00493,Jaboticabal,Qualidade,Ativo
P00494,Guarulhos,Qualidade,Ativo
P00495,Guarulhos,RH,Ativo
P00496,Jaboticabal,Produção,Inativo
P00497,Guarulhos,Compras,Ativo
P00498,Jaboticabal,RH,Ativo
P00499,Camaçari,RH,Ativo
P00500,Jaboticabal,Compras,Ativo
P00501,Camaçari,Produção,Ativo
P00502,Camaçari,Compras,Ativo
P00503,Guarulhos,Qualidade,Ativo
P00504,Camaçari,Compras,Ativo
P00505,Joinville,Compras,Ativo
P00506,Jaboticabal,Logística,Ativo
P00507,Jaboticabal,Engenharia,Ativo
P00508,Jaboticabal,TI,Ativo
P00509,Jaboticabal,Compras,Ativo
P00510,Camaçari,Engenharia,Ativo
P00511,Camaçari,Engenharia,Ativo
P00512,Guarulhos,RH,Inativo
P00513,Camaçari,Produção,Ativo
P00514,Jaboticabal,Qualidade,Ativo
P00515,Joinville,Produção,Inativo
P00516,Guarulhos,TI,Ativo
P00517,Jaboticabal,Engenharia,Ativo
P00518,Jaboticabal,Qualidade,Ativo
P00519,Camaçari,Compras,Ativo
P00520,Joinville,Qualidade,Ativo
P00521,Jaboticabal,RH,Ativo
P00522,Camaçari,Engenharia,Ativo
P00523,Joinville,TI,Inativo
P00524,Joinville,RH,Ativo
P00525,Guarulhos,Compras,Inativo
P00526,Camaçari,Produção,Ativo
P00527,Joinville,RH,Inativo
P00528,Joinville,Qualidade,Ativo
P00529,Jaboticabal,TI,Ativo
P00530,Joinville,Produção,Ativo
P00531,Joinville,TI,Ativo
P00532,Camaçari,Engenharia,Ativo
P00533,Joinville,TI,Ativo
P00534,Joinville,Produção,Ativo
P00535,Guarulhos,TI,Ativo
P00536,Camaçari,Qualidade,Ativo
P00537,Camaçari,Engenharia,Inativo
P00538,Jaboticabal,RH,Ativo
P00539,Guarulhos,Logística,Ativo
P00540,Guarulhos,TI,Ativo
P00541,Camaçari,TI,Ativo
P00542,Jaboticabal,Produção,Ativo
P00543,Camaçari,Compras,Ativo
P00544,Jaboticabal,RH,Ativo
P00545,Camaçari,Engenharia,Ativo
P00546,Joinville,Qualidade,Ativo
P00547,Camaçari,Produção,Inativo
P00548,Jaboticabal,Qualidade,Ativo
P00549,Guarulhos,Produção,Ativo
P00550,Camaçari,Qualidade,Ativo
P00551,Jaboticabal,Logística,Ativo
P00552,Guarulhos,TI,Ativo
P00553,Camaçari,Compras,Ativo
P00554,Joinville,Engenharia,Ativo
P00555,Jaboticabal,TI,Ativo
P00556,Jaboticabal,RH,Ativo
P00557,Guarulhos,Logística,Ativo
P00558,Joinville,RH,Ativo
P00559,Camaçari,Engenharia,Ativo
P00560,Joinville,Engenharia,Inativo
P00561,Jaboticabal,RH,Ativo
P00562,Joinville,RH,Ativo
P00563,Joinville,Engenharia,Ativo
P00564,Joinville,RH,Ativo
P00565,Guarulhos,Engenharia,Ativo
P00566,Camaçari,Compras,Ativo
P00567,Guarulhos,Compras,Ativo
P00568,Guarulhos,Compras,Ativo
P00569,Jaboticabal,Engenharia,Ativo
P00570,Joinville,Compras,Ativo
P00571,Guarulhos,Produção,Ativo
P00572,Jaboticabal,RH,Ativo
P00573,Jaboticabal,Produção,Ativo
P00574,Joinville,Engenharia,Ativo
P00575,Camaçari,RH,Ativo
P00576,Joinville,Produção,Ativo
P00577,Camaçari,Produção,Ativo
P00578,Jaboticabal,Logística,Ativo
P00579,Jaboticabal,Logística,Ativo
P00580,Joinville,Produção,Ativo
P00581,Joinville,Qualidade,Ativo
P00582,Jaboticabal,Engenharia,Ativo
P00583,Guarulhos,Logística,Ativo
P00584,Guarulhos,Logística,Ativo
P00585,Guarulhos,Compras,Ativo
P00586,Joinville,TI,Ativo
P00587,Camaçari,Logística,Ativo
P00588,Camaçari,Logística,Ativo
P00589,Joinville,Qualidade,Ativo
P00590,Jaboticabal,Engenharia,Ativo
P00591,Jaboticabal,TI,Ativo
P00592,Guarulhos,Produção,Ativo
P00593,Joinville,RH,Inativo
P00594,Camaçari,TI,Ativo
P00595,Guarulhos,TI,Ativo
P00596,Guarulhos,Logística,Ativo
P00597,Camaçari,RH,Ativo
P00598,Guarulhos,Engenharia,Ativo
P00599,Joinville,TI,Ativo
P00600,Guarulhos,Produção,Ativo
P00601,Camaçari,Qualidade,Ativo
P00602,Camaçari,Qualidade,Ativo
P00603,Jaboticabal,Compras,Ativo
P00604,Camaçari,Logística,Ativo
P00605,Joinville,TI,Ativo
P00606,Camaçari,Logística,Ativo
P00607,Guarulhos,RH,Ativo
P00608,Jaboticabal,RH,Ativo
P00609,Joinville,RH,Ativo
P00610,Jaboticabal,Compras,Ativo
P00611,Joinville,Engenharia,Ativo
P00612,Camaçari,Produção,Ativo
P00613,Guarulhos,RH,Ativo
P00614,Camaçari,Qualidade,Ativo
P00615,Jaboticabal,TI,Ativo
P00616,Guarulhos,Engenharia,Ativo
P00617,Joinville,Compras,Ativo
P00618,Jaboticabal,RH,Ativo
P00619,Guarulhos,TI,Ativo
P00620,Guarulhos,TI,Ativo
P00621,Guarulhos,Produção,Ativo
P00622,Camaçari,Produção,Ativo
P00623,Joinville,Produção,Ativo
P00624,Jaboticabal,Engenharia,Ativo
P00625,Joinville,Compras,Inativo
P00626,Camaçari,Engenharia,Ativo
P00627,Camaçari,Engenharia,Ativo
P00628,Jaboticabal,Logística,Ativo
P00629,Guarulhos,Engenharia,Ativo
P00630,Camaçari,Qualidade,Ativo
P00631,Camaçari,Compras,Ativo
P00632,Guarulhos,RH,Ativo
P00633,Guarulhos,RH,Ativo
P00634,Jaboticabal,TI,Ativo
P00635,Jaboticabal,Qualidade,Ativo
P00636,Jaboticabal,Compras,Ativo
P00637,Guarulhos,Compras,Ativo
P00638,Joinville,Compras,Ativo
P00639,Joinville,Produção,Ativo
P00640,Jaboticabal,Compras,Ativo
P00641,Guarulhos,Qualidade,Ativo
P00642,Guarulhos,TI,Ativo
P00643,Guarulhos,Compras,Ativo
P00644,Guarulhos,Logística,Ativo
P00645,Guarulhos,Compras,Ativo
P00646,Camaçari,RH,Ativo
P00647,Guarulhos,Produção,Ativo
P00648,Guarulhos,Produção,Ativo
P00649,Jaboticabal,Qualidade,Ativo
P00650,Guarulhos,Produção,Ativo
P00651,Guarulhos,Logística,Ativo
P00652,Guarulhos,Logística,Ativo
P00653,Jaboticabal,Produção,Ativo
P00654,Camaçari,Logística,Ativo
P00655,Joinville,Logística,Ativo
P00656,Joinville,Compras,Ativo
P00657,Joinville,Engenharia,Ativo
P00658,Camaçari,Compras,Ativo
P00659,Joinville,Logística,Ativo
P00660,Joinville,RH,Ativo
P00661,Jaboticabal,TI,Ativo
P00662,Guarulhos,Qualidade,Ativo
P00663,Guarulhos,RH,Ativo
P00664,Joinville,Compras,Inativo
P00665,Jaboticabal,RH,Inativo
P00666,Joinville,Logística,Ativo
P00667,Camaçari,Compras,Ativo
P00668,Camaçari,Produção,Ativo
P00669,Guarulhos,RH,Ativo
P00670,Guarulhos,Compras,Ativo
P00671,Camaçari,Qualidade,Ativo
P00672,Guarulhos,Produção,Ativo
P00673,Guarulhos,Engenharia,Ativo
P00674,Camaçari,Engenharia,Ativo
P00675,Guarulhos,Produção,Ativo
P00676,Guarulhos,Logística,Ativo
P00677,Guarulhos,Qualidade,Ativo
P00678,Camaçari,Qualidade,Ativo
P00679,Guarulhos,RH,Ativo
P00680,Joinville,Qualidade,Ativo
P00681,Camaçari,TI,Ativo
P00682,Guarulhos,Engenharia,Ativo
P00683,Jaboticabal,TI,Ativo
P00684,Guarulhos,TI,Ativo
P00685,Guarulhos,Logística,Ativo
P00686,Guarulhos,Logística,Ativo
P00687,Jaboticabal,RH,Ativo
P00688,Jaboticabal,Compras,Ativo
P00689,Joinville,Produção,Ativo
P00690,Joinville,Logística,Ativo
P00691,Joinville,Qualidade,Ativo
P00692,Jaboticabal,TI,Ativo
P00693,Guarulhos,Produção,Ativo
P00694,Guarulhos,RH,Ativo
P00695,Joinville,Logística,Ativo
P00696,Camaçari,Qualidade,Ativo
P00697,Camaçari,Engenharia,Ativo
P00698,Jaboticabal,Logística,Ativo
P00699,Jaboticabal,RH,Inativo
P00700,Joinville,Produção,Ativo
P00701,Jaboticabal,RH,Ativo
P00702,Camaçari,Produção,Ativo
P00703,Joinville,TI,Ativo
P00704,Joinville,Qualidade,Ativo
P00705,Joinville,RH,Ativo
