movimentacao_id,processo_id,data_movimentacao,tipo,origem
111,31,2026-05-27,Decisão,Parte contrária
112,32,2027-01-15,Decisão,Escritório
113,32,2027-07-28,Recurso,Tribunal
114,32,2027-06-08,Petição,Tribunal
115,32,2026-10-08,Recurso,Escritório
116,33,2026-10-15,Decisão,Escritório
117,33,2026-11-08,Decisão,Escritório
118,33,2026-07-24,Decisão,Tribunal
119,34,2026-09-12,Despacho,Escritório
120,34,2027-04-08,Despacho,Parte contrária
121,34,2027-05-16,Recurso,Escritório
122,34,2027-06-17,Petição,Parte contrária
123,34,2026-07-14,Decisão,Tribunal
124,35,2027-03-13,Recurso,Escritório
125,35,2027-03-07,Petição,Escritório
126,36,2027-04-24,Recurso,Parte contrária
127,36,2027-10-24,Petição,Parte contrária
128,36,2027-07-08,Petição,Parte contrária
129,36,2026-12-11,Decisão,Escritório
130,36,2027-02-17,Despacho,Escritório
131,37,2027-07-12,Sentença,Tribunal
132,37,2026-11-16,Petição,Escritório
133,38,2027-05-20,Recurso,Parte contrária
134,38,2027-05-20,Decisão,Tribunal
135,38,2026-06-14,Petição,Escritório
136,38,2026-07-30,Despacho,Tribunal
137,38,2026-04-15,Decisão,Tribunal
138,39,2027-07-15,Despacho,Parte contrária
139,39,2026-06-30,Sentença,Tribunal
140,39,2026-08-09,Despacho,Tribunal
141,39,2026-07-07,Despacho,Escritório
142,39,2027-06-21,Petição,Escritório
143,40,2026-12-04,Recurso,Escritório
144,40,2027-03-06,Decisão,Tribunal
145,40,2027-03-22,Recurso,Parte contrária
146,40,2026-06-09,Sentença,Escritório
147,40,2026-06-27,Petição,Escritório
148,41,2026-12-21,Petição,Parte contrária
149,41,2026-03-12,Decisão,Escritório
150,42,2026-06-29,Decisão,Parte contrária
151,42,2026-04-11,Petição,Escritório
152,42,2027-04-15,Despacho,Parte contrária
153,43,2027-04-17,Despacho,Escritório
154,43,2026-09-29,Sentença,Escritório
155,43,2027-02-01,Petição,Escritório
156,43,2027-05-12,Sentença,Parte contrária
157,43,2026-12-30,Recurso,Tribunal
158,44,2027-02-09,Despacho,Parte contrária
159,44,2026-09-18,Despacho,Tribunal
160,44,2027-05-13,Despacho,Tribunal
161,44,2026-12-15,Despacho,Escritório
162,44,2026-10-20,Petição,Tribunal
163,45,2026-11-29,Petição,Parte contrária
164,45,2026-07-12,Sentença,Parte contrária
165,45,2027-03-09,Petição,Escritório
166,46,2025-10-15,Recurso,Escritório
167,46,2025-12-30,Petição,Tribunal
168,46,2026-03-06,Recurso,Parte contrária
169,47,2026-05-20,Sentença,Escritório
170,47,2026-05-18,Sentença,Parte contrária
171,47,2026-07-27,Sentença,Parte contrária
172,47,2026-04-01,Decisão,Escritório
173,48,2026-01-31,Recurso,Parte contrária
174,48,2025-11-01,Despacho,Parte contrária
175,48,2026-09-14,Recurso,Escritório
176,48,2026-09-22,Sentença,Parte contrária
177,49,2026-09-17,Decisão,Escritório
178,49,2026-08-04,Sentença,Parte contrária
179,49,2026-07-01,Recurso,Tribunal
180,49,2026-10-07,Despacho,Tribunal
181,49,2027-01-24,Sentença,Escritório
182,50,2025-09-02,Recurso,Escritório
183,50,2026-01-03,Despacho,Parte contrária
184,50,2026-05-23,Decisão,Escritório
185,50,2026-01-12,Recurso,Parte contrária
186,51,2025-11-04,Despacho,Tribunal
187,51,2027-01-03,Petição,Tribunal
188,51,2026-06-16,Recurso,Tribunal
189,51,2025-09-13,Decisão,Parte contrária
190,51,2027-01-11,Despacho,Escritório
191,52,2026-08-18,Petição,Escritório
192,52,2026-03-20,Sentença,Tribunal
193,53,2026-03-23,Recurso,Tribunal
194,53,2026-11-03,Despacho,Parte contrária
195,53,2026-09-05,Petição,Tribunal
196,54,2026-04-06,Sentença,Parte contrária
197,54,2026-04-15,Recurso,Parte contrária
198,54,2026-01-03,Recurso,Tribunal
199,54,2025-10-29,Sentença,Escritório
200,55,2027-06-21,Petição,Escritório
201,55,2027-04-08,Recurso,Tribunal
202,56,2027-06-13,Recurso,Tribunal
203,56,2027-07-11,Sentença,Parte contrária
204,56,2027-04-07,Decisão,Parte contrária
205,57,2026-07-13,Recurso,Tribunal
206,57,2026-09-23,Despacho,Parte contrária
207,58,2025-12-16,Sentença,Parte contrária
208,58,2026-06-26,Decisão,Parte contrária
209,58,2026-09-09,Despacho,Tribunal
210,58,2026-06-12,Despacho,Parte contrária
211,59,2027-03-28,Petição,Parte contrária
212,59,2027-09-28,Sentença,Escritório
213,59,2027-01-02,Sentença,Tribunal
214,59,2027-10-12,Decisão,Tribunal
215,60,2026-03-09,Despacho,Tribunal
216,60,2026-10-03,Decisão,Tribunal
217,61,2026-07-20,Decisão,Escritório
218,61,2027-01-24,Petição,Parte contrária
219,61,2025-12-28,Despacho,Escritório
220,62,2025-08-06,Petição,Parte contrária
221,62,2025-11-12,Recurso,Parte contrária
222,62,2026-07-09,Recurso,Tribunal
223,62,2026-10-15,Petição,Tribunal
224,62,2026-03-28,Recurso,Escritório
225,63,2026-09-17,Sentença,Escritório
226,63,2027-02-01,Sentença,Parte contrária
227,63,2026-02-01,Decisão,Parte contrária
228,63,2027-05-27,Recurso,Tribunal
229,64,2026-04-03,Sentença,Tribunal
230,64,2026-08-11,Despacho,Escritório
231,64,2026-10-04,Petição,Parte contrária
232,65,2026-07-08,Sentença,Escritório
233,65,2026-02-09,Despacho,Tribunal
234,65,2025-11-21,Petição,Escritório
235,65,2026-10-01,Decisão,Tribunal
236,66,2026-05-14,Sentença,Parte contrária
237,66,2026-08-24,Petição,Tribunal
238,67,2026-06-02,Despacho,Escritório
239,67,2026-07-25,Despacho,Escritório
240,67,2026-08-21,Sentença,Parte contrária
241,67,2026-11-08,Despacho,Parte contrária
242,68,2025-12-06,Sentença,Escritório
243,68,2027-01-02,Petição,Tribunal
244,68,2026-01-14,Petição,Tribunal
245,69,2027-05-28,Despacho,Escritório
246,69,2027-05-06,Recurso,Tribunal
247,69,2026-05-13,Sentença,Escritório
248,69,2027-05-11,Decisão,Escritório
249,70,2026-01-28,Sentença,Escritório
250,70,2026-12-13,Petição,Escritório
251,70,2026-06-02,Petição,Parte contrária
252,70,2026-05-21,Despacho,Parte contrária
253,70,2026-03-26,Sentença,Tribunal
254,71,2026-02-10,Petição,Tribunal
255,71,2026-07-18,Recurso,Tribunal
256,71,2027-03-22,Recurso,Tribunal
257,72,2026-07-03,Sentença,Parte contrária
258,72,2026-08-29,Sentença,Escritório
259,72,2026-12-15,Recurso,Escritório
260,72,2026-11-11,Recurso,Tribunal
261,73,2027-04-21,Petição,Parte contrária
262,73,2026-08-09,Despacho,Parte contrária
263,73,2027-07-14,Sentença,Escritório
264,73,2027-03-13,Petição,Parte contrária
265,73,2026-07-23,Decisão,Escritório
266,74,2027-07-17,Sentença,Tribunal
267,74,2027-05-22,Despacho,Escritório
268,75,2026-06-17,Petição,Tribunal
269,75,2026-09-16,Decisão,Escritório
270,76,2025-10-08,Despacho,Tribunal
271,76,2026-10-07,Sentença,Tribunal
272,77,2026-08-27,Recurso,Escritório
273,77,2027-05-28,Sentença,Parte contrária
274,77,2026-09-15,Recurso,Escritório
275,77,2026-08-13,Petição,Escritório
276,77,2026-08-06,Sentença,Escritório
277,78,2025-10-08,Recurso,Tribunal
278,78,2026-08-02,Sentença,Tribunal
279,78,2025-09-20,Despacho,Parte contrária
280,78,2026-11-30,Decisão,Parte contrária
281,79,2026-01-15,Despacho,Tribunal
282,79,2025-11-22,Petição,Escritório
283,79,2026-09-28,Petição,Escritório
284,80,2026-05-04,Recurso,Parte contrária
285,80,2026-02-26,Recurso,Tribunal
286,80,2027-05-28,Decisão,Escritório
287,81,2026-05-16,Petição,Escritório
288,81,2026-04-01,Recurso,Escritório
289,82,2026-09-14,Despacho,Parte contrária
290,82,2027-09-06,Petição,Tribunal
291,82,2027-04-27,Recurso,Parte contrária
292,83,2026-12-06,Recurso,Escritório
293,83,2026-04-04,Decisão,Escritório
294,83,2027-04-14,Sentença,Tribunal
295,83,2026-11-09,Despacho,Parte contrária
296,83,2026-11-22,Sentença,Escritório
297,84,2026-07-18,Sentença,Escritório
298,84,2026-07-23,Sentença,Parte contrária
299,84,2026-07-25,Petição,Parte contrária
300,84,2026-09-28,Petição,Escritório
301,85,2026-01-01,Petição,Escritório
302,85,2026-05-24,Sentença,Escritório
303,86,2027-04-18,Recurso,Escritório
304,86,2026-11-09,Sentença,Parte contrária
305,86,2026-10-17,Decisão,Parte contrária
306,86,2026-07-24,Recurso,Escritório
307,87,2025-08-25,Sentença,Parte contrária
308,87,2026-11-09,Petição,Tribunal
309,88,2026-06-13,Sentença,Tribunal
310,88,2025-12-25,Despacho,Tribunal
311,88,2025-11-15,Recurso,Tribunal
312,89,2025-12-15,Petição,Escritório
313,89,2026-05-30,Petição,Parte contrária
314,89,2026-06-01,Sentença,Parte contrária
315,89,2025-11-26,Despacho,Parte contrária
316,89,2026-05-02,Recurso,Parte contrária
317,90,2026-03-06,Decisão,Tribunal
318,90,2026-11-08,Sentença,Tribunal
319,90,2026-09-13,Recurso,Tribunal
320,90,2026-10-07,Decisão,Escritório
321,90,2026-05-21,Decisão,Tribunal
322,91,2026-09-21,Petição,Tribunal
323,91,2026-09-14,Despacho,Escritório
324,91,2026-03-21,Petição,Escritório
325,92,2026-12-25,Sentença,Tribunal
326,92,2026-04-07,Despacho,Parte contrária
327,92,2026-10-15,Despacho,Parte contrária
328,92,2025-10-29,Despacho,Tribunal
329,93,2026-06-05,Recurso,Parte contrária
330,93,2026-03-26,Despacho,Tribunal
331,93,2025-12-26,Despacho,Escritório
332,94,2027-07-04,Petição,Escritório
333,94,2027-04-22,Despacho,Escritório
334,94,2027-01-04,Recurso,Parte contrária
335,94,2027-05-24,Sentença,Tribunal
336,94,2026-12-03,Sentença,Parte contrária
337,95,2026-07-13,Sentença,Escritório
338,95,2027-04-10,Decisão,Escritório
339,95,2026-09-22,Sentença,Tribunal
340,95,2026-06-09,Decisão,Tribunal
341,95,2027-01-21,Petição,Escritório
342,96,2026-04-04,Sentença,Escritório
343,96,2026-02-14,Recurso,Tribunal
344,96,2026-02-21,Recurso,Escritório
345,97,2026-04-03,Sentença,Tribunal
346,97,2026-02-20,Sentença,Tribunal
347,97,2026-11-05,Petição,Escritório
348,98,2025-12-21,Sentença,Parte contrária
349,98,2026-04-09,Sentença,Escritório
350,99,2027-08-25,Despacho,Tribunal
351,99,2027-03-28,Decisão,Escritório
352,100,2027-02-18,Petição,Escritório
353,100,2026-02-09,Despacho,Tribunal
354,100,2026-09-04,Sentença,Parte contrária
355,101,2026-04-17,Sentença,Parte contrária
356,101,2025-10-17,Decisão,Parte contrária
357,101,2025-10-08,Despacho,Tribunal
358,101,2026-08-15,Petição,Parte contrária
359,101,2026-12-05,Decisão,Tribunal
360,102,2026-06-25,Petição,Escritório
361,102,2026-08-31,Sentença,Tribunal
362,102,2027-07-25,Petição,Escritório
363,102,2026-11-20,Petição,Parte contrária
364,103,2026-10-24,Sentença,Tribunal
365,103,2026-11-21,Despacho,Escritório
366,103,2027-10-06,Despacho,Escritório
367,103,2027-01-13,Petição,Tribunal
368,103,2026-07-11,Sentença,Escritório
369,104,2027-04-30,Petição,Tribunal
370,104,2027-10-04,Decisão,Parte contrária
371,104,2026-10-31,Petição,Escritório
372,105,2026-02-19,Despacho,Parte contrária
373,105,2026-12-06,Decisão,Escritório
374,106,2027-06-09,Despacho,Tribunal
375,106,2027-05-05,Recurso,Parte contrária
376,106,2027-04-14,Recurso,Escritório
377,106,2027-04-11,Recurso,Tribunal
378,106,2027-07-02,Sentença,Tribunal
379,107,2026-11-15,Recurso,Tribunal
380,107,2025-12-07,Despacho,Tribunal
381,107,2026-12-15,Despacho,Escritório
382,108,2025-08-20,Petição,Parte contrária
383,108,2026-09-10,Recurso,Parte contrária
384,109,2026-10-13,Petição,Parte contrária
385,109,2025-12-19,Petição,Tribunal
386,110,2025-10-18,Recurso,Tribunal
387,110,2026-11-29,Sentença,Tribunal
388,110,2025-09-13,Despacho,Parte contrária
389,111,2026-10-06,Sentença,Tribunal
390,111,2026-01-24,Sentença,Tribunal
391,112,2027-07-18,Recurso,Tribunal
392,112,2026-12-19,Despacho,Escritório
393,112,2026-10-20,Recurso,Escritório
394,112,2027-07-24,Sentença,Escritório
395,113,2026-08-14,Recurso,Tribunal
396,113,2026-02-02,Sentença,Escritório
397,114,2025-12-18,Petição,Escritório
398,114,2025-09-27,Decisão,Tribunal
399,115,2026-05-15,Petição,Escritório
400,115,2026-04-25,Sentença,Tribunal
401,116,2026-06-26,Petição,Escritório
402,116,2027-01-09,Despacho,Escritório
403,116,2026-03-19,Sentença,Parte contrária
404,116,2027-01-24,Despacho,Tribunal
405,116,2026-09-12,Recurso,Tribunal
406,117,2026-12-21,Decisão,Parte contrária
407,117,2026-04-03,Recurso,Tribunal
408,117,2026-02-25,Despacho,Tribunal
409,118,2026-08-08,Petição,Escritório
410,118,2027-03-29,Despacho,Escritório
411,119,2027-02-14,Despacho,Parte contrária
412,119,2026-10-12,Decisão,Tribunal
413,119,2026-01-31,Decisão,Escritório
414,119,2026-12-07,Petição,Parte contrária
415,120,2026-12-18,Sentença,Tribunal
416,120,2026-12-26,Recurso,Parte contrária
417,121,2026-07-20,Petição,Escritório
418,121,2027-03-24,Petição,Tribunal
419,121,2026-08-29,Petição,Escritório
420,121,2027-01-23,Petição,Escritório
421,122,2026-08-21,Decisão,Tribunal
422,122,2025-09-22,Decisão,Escritório
423,123,2026-05-19,Petição,Escritório
424,123,2025-10-10,Decisão,Parte contrária
425,123,2025-12-30,Decisão,Escritório
426,123,2026-06-04,Petição,Parte contrária
427,123,2026-09-08,Decisão,Tribunal
428,124,2026-06-12,Sentença,Escritório
429,124,2026-11-10,Petição,Tribunal
430,124,2027-07-27,Petição,Tribunal
431,124,2026-04-24,Petição,Parte contrária
432,124,2026-07-30,Decisão,Escritório
433,125,2026-03-22,Sentença,Escritório
434,125,2026-08-07,Sentença,Tribunal
435,125,2026-02-03,Decisão,Escritório
436,125,2026-10-31,Sentença,Escritório
437,126,2026-07-15,Despacho,Escritório
438,126,2027-01-25,Recurso,Escritório
439,127,2027-07-12,Sentença,Tribunal
440,127,2026-05-14,Sentença,Tribunal
441,127,2026-08-10,Despacho,Parte contrária
442,127,2027-02-23,Decisão,Tribunal
443,127,2027-04-06,Decisão,Escritório
444,128,2027-04-02,Sentença,Tribunal
445,128,2027-04-03,Despacho,Tribunal
446,128,2027-02-15,Decisão,Escritório
447,128,2027-05-01,Sentença,Tribunal
448,129,2025-11-04,Petição,Parte contrária
449,129,2026-06-15,Recurso,Parte contrária
450,129,2026-03-07,Sentença,Escritório
451,129,2026-12-16,Recurso,Escritório
452,129,2026-07-11,Despacho,Parte contrária
453,130,2026-10-31,Sentença,Tribunal
454,130,2025-09-30,Petição,Parte contrária
455,130,2025-10-09,Petição,Tribunal
456,130,2026-08-24,Despacho,Tribunal
457,130,2026-09-22,Sentença,Escritório
458,131,2026-03-16,Sentença,Escritório
459,131,2026-05-10,Petição,Parte contrária
460,132,2027-01-14,Decisão,Parte contrária
461,132,2026-09-19,Despacho,Tribunal
462,133,2026-09-09,Petição,Escritório
463,133,2026-12-15,Decisão,Tribunal
464,133,2026-11-07,Sentença,Parte contrária
465,134,2026-04-28,Recurso,Tribunal
466,134,2026-12-24,Petição,Tribunal
467,134,2027-05-14,Petição,Escritório
468,135,2026-10-05,Sentença,Tribunal
469,135,2026-06-28,Despacho,Parte contrária
470,135,2025-09-08,Decisão,Tribunal
471,136,2026-11-09,Despacho,Tribunal
472,136,2025-11-18,Recurso,Tribunal
473,136,2026-06-18,Sentença,Tribunal
474,137,2027-04-16,Despacho,Tribunal
475,137,2026-08-04,Decisão,Tribunal
476,137,2026-03-28,Petição,Parte contrária
477,138,2027-02-20,Recurso,Escritório
478,138,2026-12-31,Petição,Escritório
479,138,2027-05-18,Sentença,Escritório
480,138,2026-04-22,Recurso,Escritório
481,138,2026-05-24,Sentença,Escritório
482,139,2027-01-05,Petição,Tribunal
483,139,2026-12-06,Recurso,Parte contrária
484,139,2027-02-25,Petição,Tribunal
485,139,2027-06-03,Sentença,Parte contrária
486,139,2026-11-02,Decisão,Parte contrária
487,140,2026-08-24,Decisão,Tribunal
488,140,2026-09-08,Sentença,Parte contrária
489,141,2026-11-20,Sentença,Tribunal
490,141,2027-02-18,Decisão,Escritório
491,141,2027-02-16,Sentença,Escritório
492,141,2027-02-02,Petição,Parte contrária
493,142,2027-02-24,Recurso,Tribunal
494,142,2027-03-27,Decisão,Tribunal
495,142,2026-04-30,Recurso,Parte contrária
496,142,2026-06-06,Petição,Escritório
497,142,2027-06-23,Sentença,Tribunal
498,143,2026-01-07,Despacho,Escritório
499,143,2026-07-05,Decisão,Tribunal
500,144,2026-05-27,Recurso,Parte contrária
501,144,2027-02-24,Petição,Parte contrária
502,144,2027-07-16,Recurso,Parte contrária
503,145,2026-03-04,Sentença,Tribunal
504,145,2025-10-09,Decisão,Escritório
505,145,2027-01-30,Decisão,Tribunal
506,145,2027-01-04,Sentença,Parte contrária
507,145,2026-04-23,Decisão,Parte contrária
508,146,2026-08-22,Petição,Escritório
509,146,2026-07-26,Recurso,Escritório
510,146,2027-10-12,Despacho,Parte contrária
511,146,2027-03-08,Decisão,Escritório
512,146,2027-02-02,Sentença,Escritório
513,147,2026-04-24,Decisão,Escritório
514,147,2026-05-26,Despacho,Escritório
515,148,2026-05-07,Sentença,Tribunal
516,148,2026-11-22,Recurso,Tribunal
517,148,2026-08-23,Decisão,Escritório
518,149,2026-07-14,Despacho,Tribunal
519,149,2026-05-04,Despacho,Parte contrária
520,149,2027-01-06,Despacho,Tribunal
521,149,2027-02-16,Petição,Escritório
522,150,2026-04-12,Recurso,Escritório
523,150,2027-01-09,Decisão,Tribunal
524,150,2026-02-24,Petição,Tribunal
525,151,2026-03-16,Recurso,Tribunal
526,151,2026-03-31,Despacho,Parte contrária
527,151,2027-05-21,Sentença,Parte contrária
528,151,2026-10-20,Despacho,Parte contrária
529,152,2026-08-18,Sentença,Escritório
530,152,2025-11-28,Recurso,Parte contrária
531,152,2026-11-28,Decisão,Parte contrária
532,152,2026-08-13,Decisão,Escritório
533,152,2026-11-13,Decisão,Escritório
534,153,2027-03-19,Petição,Escritório
535,153,2027-04-24,Sentença,Escritório
536,153,2026-07-09,Despacho,Parte contrária
537,153,2027-01-07,Sentença,Tribunal
538,153,2027-05-19,Recurso,Tribunal
539,154,2027-03-10,Despacho,Parte contrária
540,154,2026-04-10,Despacho,Parte contrária
541,155,2027-10-27,Recurso,Tribunal
542,155,2026-08-05,Decisão,Parte contrária
543,155,2027-04-05,Despacho,Tribunal
544,156,2026-03-04,Petição,Escritório
545,156,2026-07-12,Sentença,Escritório
546,156,2026-08-08,Recurso,Parte contrária
547,156,2026-08-15,Petição,Tribunal
548,157,2026-08-24,Petição,Escritório
549,157,2026-11-21,Recurso,Escritório
550,158,2027-01-30,Despacho,Parte contrária
551,158,2026-12-15,Sentença,Escritório
552,158,2026-01-08,Petição,Escritório
553,159,2027-04-20,Decisão,Tribunal
554,159,2027-08-27,Despacho,Tribunal
555,159,2027-02-09,Recurso,Escritório
556,159,2027-03-24,Decisão,Parte contrária
557,159,2027-03-22,Recurso,Tribunal
558,160,2026-08-15,Decisão,Escritório
559,160,2026-12-11,Decisão,Tribunal
560,160,2026-04-10,Decisão,Parte contrária
561,160,2025-12-17,Decisão,Escritório
562,161,2026-06-04,Petição,Parte contrária
563,161,2027-03-25,Despacho,Escritório
564,161,2026-01-06,Recurso,Escritório
565,161,2026-04-03,Recurso,Tribunal
566,161,2027-01-17,Recurso,Parte contrária
567,162,2027-01-06,Sentença,Escritório
568,162,2026-05-08,Petição,Escritório
569,162,2027-03-13,Decisão,Tribunal
570,162,2025-12-24,Recurso,Escritório
571,162,2026-05-20,Petição,Tribunal
572,163,2026-05-21,Petição,Escritório
573,163,2026-12-22,Recurso,Escritório
574,163,2026-04-18,Recurso,Escritório
575,164,2025-12-06,Recurso,Tribunal
576,164,2025-12-18,Sentença,Parte contrária
577,165,2026-05-15,Sentença,Tribunal
578,165,2026-03-15,Decisão,Parte contrária
579,165,2026-09-08,Petição,Parte contrária
580,165,2026-11-03,Decisão,Tribunal
581,166,2026-05-01,Petição,Escritório
582,166,2027-01-05,Recurso,Escritório
583,166,2026-09-26,Decisão,Escritório
584,167,2027-06-25,Sentença,Escritório
585,167,2026-10-25,Recurso,Parte contrária
586,167,2026-05-30,Despacho,Parte contrária
587,167,2027-05-26,Despacho,Tribunal
588,168,2027-03-11,Sentença,Parte contrária
589,168,2026-11-13,Decisão,Parte contrária
590,168,2026-09-30,Sentença,Escritório
591,168,2027-07-14,Decisão,Escritório
592,168,2027-05-24,Petição,Parte contrária
593,169,2026-11-29,Despacho,Parte contrária
594,169,2027-04-22,Sentença,Escritório
595,169,2026-10-28,Decisão,Tribunal
596,169,2026-06-14,Decisão,Parte contrária
597,169,2027-04-29,Sentença,Parte contrária
598,170,2026-10-06,Despacho,Escritório
599,170,2026-06-08,Sentença,Parte contrária
600,170,2026-08-20,Recurso,Parte contrária
601,170,2025-07-03,Sentença,Parte contrária
602,170,2026-02-08,Sentença,Parte contrária
603,171,2026-10-28,Recurso,Escritório
604,171,2026-05-10,Despacho,Escritório
605,171,2026-01-01,Recurso,Tribunal
606,171,2026-08-31,Recurso,Tribunal
607,171,2026-03-12,Petição,Escritório
608,172,2026-05-15,Recurso,Escritório
609,172,2026-05-14,Despacho,Escritório
610,172,2027-03-20,Petição,Parte contrária
611,173,2026-06-23,Decisão,Escritório
612,173,2027-09-07,Petição,Parte contrária
613,173,2026-06-15,Decisão,Tribunal
614,173,2026-09-04,Recurso,Escritório
615,174,2026-03-02,Decisão,Escritório
616,174,2027-05-08,Petição,Tribunal
617,174,2027-05-16,Petição,Escritório
618,174,2027-02-10,Decisão,Escritório
619,175,2027-03-02,Sentença,Tribunal
620,175,2027-05-20,Recurso,Tribunal
621,176,2026-11-14,Despacho,Escritório
622,176,2026-12-22,Sentença,Tribunal
623,176,2026-03-07,Despacho,Parte contrária
624,176,2026-09-09,Despacho,Escritório
625,176,2026-09-23,Decisão,Escritório
626,177,2026-03-30,Despacho,Escritório
627,177,2027-04-16,Despacho,Parte contrária
628,177,2026-10-11,Recurso,Tribunal
629,178,2027-02-06,Recurso,Parte contrária
630,178,2027-02-12,Petição,Tribunal
631,178,2026-07-25,Sentença,Tribunal
632,179,2026-09-24,Despacho,Tribunal
633,179,2025-08-17,Recurso,Tribunal
634,179,2025-08-11,Petição,Parte contrária
635,179,2025-12-13,Petição,Tribunal
636,179,2025-08-15,Sentença,Parte contrária
637,180,2026-06-08,Petição,Parte contrária
638,180,2026-11-28,Despacho,Parte contrária
639,180,2027-01-04,Sentença,Escritório
640,180,2025-12-05,Recurso,Parte contrária
641,180,2026-07-22,Petição,Parte contrária
