honorario_id;cliente_id;competencia;valor;data_vencimento;data_pagamento;status
221;19;2025-10;1692,55;2025-11-14;;Pendente
222;19;2025-11;3494,06;2025-12-08;2025-12-21;Pago
223;19;2025-12;3611,07;2026-01-12;2026-01-25;Pago
224;19;2026-01;1727,27;2026-02-06;2026-02-18;Pago
225;19;2026-02;1826,26;2026-03-12;2026-03-13;Pago
226;19;2026-03;1283,58;2026-04-18;2026-05-01;Pago
227;19;2026-04;3302,86;2026-05-14;;Pendente
228;19;2026-05;1034,08;2026-06-16;2026-06-27;Pago
229;20;2025-07;1050,08;2025-07-19;;Pendente
230;20;2025-07;1394,68;2025-08-13;2025-08-13;Pago
231;20;2025-08;4237,26;2025-09-14;2025-09-11;Pago
232;20;2025-09;2926,36;2025-10-12;2025-10-23;Pago
233;20;2025-10;3092,44;2025-11-16;2025-11-26;Pago
234;20;2025-11;1213,2;2025-12-19;2025-12-17;Pago
235;20;2025-12;3020,73;2026-01-10;;Pendente
236;20;2026-01;4008,24;2026-02-11;2026-02-16;Pago
237;20;2026-02;1485,89;2026-03-11;2026-03-18;Pago
238;20;2026-03;1634,14;2026-04-09;2026-04-18;Pago
239;20;2026-04;4193,97;2026-05-07;2026-05-20;Pago
240;20;2026-05;2615,36;2026-06-17;2026-06-17;Pago
241;21;2025-07;1535,32;2025-07-25;2025-07-26;Pago
242;21;2025-07;3583,18;2025-08-18;2025-08-28;Pago
243;21;2025-08;2541,94;2025-09-16;;Pendente
244;21;2025-09;1047,22;2025-10-16;2025-10-22;Pago
245;21;2025-10;3026,64;2025-11-13;;Pendente
246;21;2025-11;2726,82;2025-12-08;2025-12-20;Pago
247;21;2025-12;2136,47;2026-01-17;2026-01-26;Pago
248;21;2026-01;3188,68;2026-02-17;2026-02-23;Pago
249;21;2026-02;3026,47;2026-03-17;2026-03-15;Pago
250;21;2026-03;2554,15;2026-04-07;2026-04-18;Pago
251;21;2026-04;4379,78;2026-05-09;2026-05-18;Pago
252;21;2026-05;2798,9;2026-06-08;2026-06-19;Pago
253;22;2025-07;3273,43;2025-07-25;2025-08-05;Pago
254;22;2025-07;2430,26;2025-08-22;2025-08-29;Pago
255;22;2025-08;2979,04;2025-09-24;2025-09-27;Pago
256;22;2025-09;3243,52;2025-10-22;;Pendente
257;22;2025-10;743,17;2025-11-17;2025-11-21;Pago
258;22;2025-11;1974,21;2025-12-23;2025-12-20;Pago
259;22;2025-12;2805,88;2026-01-15;;Pendente
260;22;2026-01;3324,91;2026-02-10;2026-02-11;Pago
261;22;2026-02;4462,48;2026-03-08;2026-03-21;Pago
262;22;2026-03;1785,26;2026-04-13;2026-04-13;Pago
263;22;2026-04;3948,05;2026-05-11;2026-05-14;Pago
264;22;2026-05;1241,0;2026-06-15;2026-06-26;Pago
265;23;2025-07;2533,87;2025-07-18;2025-07-29;Pago
266;23;2025-07;4345,93;2025-08-18;2025-08-19;Pago
267;23;2025-08;1380,51;2025-09-16;2025-09-13;Pago
268;23;2025-09;2605,68;2025-10-18;2025-10-23;Pago
269;23;2025-10;4236,28;2025-11-23;2025-12-06;Pago
270;23;2025-11;1250,39;2025-12-23;;Pendente
271;23;2025-12;3532,51;2026-01-18;2026-01-28;Pago
272;23;2026-01;3302,54;2026-02-10;2026-02-11;Pago
273;23;2026-02;3393,43;2026-03-22;2026-04-02;Pago
274;23;2026-03;4078,78;2026-04-11;2026-04-15;Pago
275;23;2026-04;2359,33;2026-05-12;2026-05-19;Pago
276;23;2026-05;1245,26;2026-06-11;;Pendente
277;24;2025-07;1925,41;2025-07-22;2025-08-04;Pago
278;24;2025-07;780,14;2025-08-17;2025-08-25;Pago
279;24;2025-08;2658,85;2025-09-15;;Pendente
280;24;2025-09;1187,02;2025-10-24;2025-11-05;Pago
281;24;2025-10;682,04;2025-11-20;2025-11-18;Pago
282;24;2025-11;3491,99;2025-12-09;2025-12-19;Pago
283;24;2025-12;4004,18;2026-01-15;2026-01-16;Pago
284;24;2026-01;1734,2;2026-02-12;2026-02-17;Pago
285;24;2026-02;3288,39;2026-03-12;2026-03-27;Pago
286;24;2026-03;3748,55;2026-04-12;2026-04-20;Pago
287;24;2026-04;3368,82;2026-05-07;2026-05-08;Pago
288;24;2026-05;3307,93;2026-06-07;2026-06-14;Pago
289;25;2025-07;952,44;2025-07-15;2025-07-17;Pago
290;25;2025-07;3865,09;2025-08-16;2025-08-13;Pago
291;25;2025-08;1999,69;2025-09-12;2025-09-10;Pago
292;25;2025-09;3155,98;2025-10-17;;Pendente
293;25;2025-10;2352,05;2025-11-16;2025-11-15;Pago
294;25;2025-11;3472,01;2025-12-17;2025-12-29;Pago
295;25;2025-12;2972,82;2026-01-08;2026-01-07;Pago
296;25;2026-01;949,51;2026-02-20;2026-02-21;Pago
297;25;2026-02;1243,88;2026-03-13;;Pendente
298;25;2026-03;2741,37;2026-04-07;2026-04-17;Pago
299;25;2026-04;2428,47;2026-05-16;2026-05-30;Pago
300;25;2026-05;3809,16;2026-06-10;2026-06-23;Pago
301;26;2025-07;2567,56;2025-07-20;2025-07-25;Pago
302;26;2025-07;2166,96;2025-08-21;2025-09-05;Pago
303;26;2025-08;4179,86;2025-09-18;2025-09-19;Pago
304;26;2025-09;2691,85;2025-10-20;2025-10-17;Pago
305;26;2025-10;797,33;2025-11-14;2025-11-27;Pago
306;26;2025-11;2218,84;2025-12-12;2025-12-14;Pago
307;26;2025-12;793,4;2026-01-21;;Pendente
308;26;2026-01;2901,52;2026-02-08;2026-02-11;Pago
309;26;2026-02;1891,35;2026-03-12;2026-03-22;Pago
310;26;2026-03;1382,99;2026-04-10;;Pendente
311;26;2026-04;3399,09;2026-05-13;2026-05-21;Pago
312;26;2026-05;1761,69;2026-06-06;2026-06-03;Pago
313;27;2025-07;1951,49;2025-07-14;;Pendente
314;27;2025-07;2353,39;2025-08-12;2025-08-24;Pago
315;27;2025-08;739,03;2025-09-18;2025-09-24;Pago
316;27;2025-09;496,57;2025-10-14;2025-10-12;Pago
317;27;2025-10;2560,56;2025-11-22;2025-11-24;Pago
318;27;2025-11;1998,72;2025-12-16;2025-12-16;Pago
319;27;2025-12;2159,67;2026-01-16;2026-01-15;Pago
320;27;2026-01;4223,53;2026-02-16;2026-02-27;Pago
321;27;2026-02;4268,4;2026-03-12;2026-03-26;Pago
322;27;2026-03;4266,12;2026-04-13;2026-04-19;Pago
323;27;2026-04;544,98;2026-05-21;;Pendente
324;27;2026-05;4493,91;2026-06-12;2026-06-15;Pago
325;28;2025-07;2852,64;2025-07-22;2025-07-27;Pago
326;28;2025-07;1735,69;2025-08-21;2025-08-30;Pago
327;28;2025-08;1879,93;2025-09-21;2025-09-29;Pago
328;28;2025-09;4330,43;2025-10-11;2025-10-19;Pago
329;28;2025-10;2478,22;2025-11-11;2025-11-25;Pago
330;28;2025-11;2473,99;2025-12-18;2025-12-19;Pago
331;28;2025-12;1758,9;2026-01-10;2026-01-17;Pago
332;28;2026-01;2045,28;2026-02-09;2026-02-20;Pago
333;28;2026-02;686,53;2026-03-17;2026-03-25;Pago
334;28;2026-03;3332,33;2026-04-18;2026-04-25;Pago
335;28;2026-04;1933,91;2026-05-13;2026-05-19;Pago
336;28;2026-05;616,11;2026-06-13;2026-06-24;Pago
337;29;2025-07;3197,88;2025-07-14;2025-07-13;Pago
338;29;2025-07;2862,4;2025-08-15;2025-08-26;Pago
339;29;2025-08;1042,24;2025-09-21;2025-09-28;Pago
340;29;2025-09;2476,85;2025-10-20;2025-10-17;Pago
341;29;2025-10;3895,92;2025-11-20;2025-11-25;Pago
342;29;2025-11;2321,34;2025-12-16;2025-12-20;Pago
343;29;2025-12;3592,49;2026-01-20;2026-01-19;Pago
344;29;2026-01;4207,98;2026-02-10;2026-02-20;Pago
345;29;2026-02;2877,47;2026-03-14;2026-03-23;Pago
346;29;2026-03;3642,69;2026-04-10;2026-04-25;Pago
347;29;2026-04;3934,02;2026-05-08;2026-05-16;Pago
348;29;2026-05;3722,17;2026-06-16;2026-06-16;Pago
349;30;2025-07;1129,53;2025-07-20;2025-07-20;Pago
350;30;2025-07;1967,23;2025-08-13;;Pendente
351;30;2025-08;1580,81;2025-09-22;2025-09-22;Pago
352;30;2025-09;1376,27;2025-10-24;2025-11-01;Pago
353;30;2025-10;3047,09;2025-11-19;;Pendente
354;30;2025-11;2672,51;2025-12-08;2025-12-17;Pago
355;30;2025-12;2202,86;2026-01-10;2026-01-14;Pago
356;30;2026-01;2098,24;2026-02-17;2026-02-20;Pago
357;30;2026-02;3896,49;2026-03-13;2026-03-16;Pago
358;30;2026-03;3645,93;2026-04-17;2026-04-21;Pago
359;30;2026-04;4110,79;2026-05-11;;Pendente
360;30;2026-05;3197,96;2026-06-11;2026-06-25;Pago
361;31;2025-07;4462,04;2025-07-19;2025-07-25;Pago
362;31;2025-07;1134,51;2025-08-22;2025-08-28;Pago
363;31;2025-08;4036,81;2025-09-12;2025-09-26;Pago
364;31;2025-09;863,81;2025-10-18;2025-10-27;Pago
365;31;2025-10;4059,98;2025-11-22;2025-11-19;Pago
366;31;2025-11;3105,14;2025-12-13;2025-12-25;Pago
367;31;2025-12;1190,42;2026-01-11;2026-01-18;Pago
368;31;2026-01;2847,89;2026-02-14;2026-02-18;Pago
369;31;2026-02;3187,91;2026-03-16;2026-03-18;Pago
370;31;2026-03;4414,93;2026-04-10;2026-04-12;Pago
371;31;2026-04;1941,61;2026-05-11;2026-05-14;Pago
372;31;2026-05;3013,19;2026-06-13;2026-06-21;Pago
373;32;2025-07;1436,17;2025-07-19;2025-07-26;Pago
374;32;2025-07;752,34;2025-08-15;;Pendente
375;32;2025-08;4457,12;2025-09-13;2025-09-12;Pago
376;32;2025-09;1922,02;2025-10-11;2025-10-09;Pago
377;32;2025-10;649,28;2025-11-08;2025-11-21;Pago
378;32;2025-11;876,79;2025-12-13;2025-12-10;Pago
379;32;2025-12;2537,73;2026-01-18;2026-01-31;Pago
380;32;2026-01;3277,1;2026-02-16;2026-02-14;Pago
381;32;2026-02;4406,85;2026-03-17;2026-03-19;Pago
382;32;2026-03;702,91;2026-04-07;2026-04-05;Pago
383;32;2026-04;3124,25;2026-05-22;2026-05-30;Pago
384;32;2026-05;2978,68;2026-06-11;2026-06-09;Pago
385;33;2025-07;4099,76;2025-07-17;2025-07-14;Pago
386;33;2025-07;1626,07;2025-08-17;2025-08-21;Pago
387;33;2025-08;1729,21;2025-09-18;2025-09-19;Pago
388;33;2025-09;3775,36;2025-10-19;2025-10-31;Pago
389;33;2025-10;3853,54;2025-11-20;2025-12-02;Pago
390;33;2025-11;3126,61;2025-12-17;2025-12-29;Pago
391;33;2025-12;4178,61;2026-01-07;2026-01-17;Pago
392;33;2026-01;2631,51;2026-02-18;;Pendente
393;33;2026-02;1442,27;2026-03-12;2026-03-09;Pago
394;33;2026-03;3903,46;2026-04-22;2026-04-29;Pago
395;33;2026-04;994,61;2026-05-15;2026-05-27;Pago
396;33;2026-05;3362,42;2026-06-21;2026-06-27;Pago
397;34;2025-07;1386,36;2025-07-13;2025-07-24;Pago
398;34;2025-07;3102,8;2025-08-12;2025-08-10;Pago
399;34;2025-08;636,12;2025-09-23;2025-10-04;Pago
400;34;2025-09;1080,25;2025-10-10;2025-10-11;Pago
401;34;2025-10;3788,48;2025-11-23;;Pendente
402;34;2025-11;3885,2;2025-12-17;2026-01-01;Pago
403;34;2025-12;1694,41;2026-01-18;2026-01-28;Pago
404;34;2026-01;4345,66;2026-02-20;2026-02-22;Pago
405;34;2026-02;2964,27;2026-03-12;2026-03-14;Pago
406;34;2026-03;2936,58;2026-04-07;;Pendente
407;34;2026-04;4003,61;2026-05-11;;Pendente
408;34;2026-05;1873,01;2026-06-06;2026-06-12;Pago
409;35;2025-07;3342,67;2025-07-20;2025-08-04;Pago
410;35;2025-07;1120,67;2025-08-18;2025-09-02;Pago
411;35;2025-08;3919,54;2025-09-17;2025-09-26;Pago
412;35;2025-09;1826,44;2025-10-13;2025-10-12;Pago
413;35;2025-10;893,49;2025-11-14;2025-11-25;Pago
414;35;2025-11;2265,61;2025-12-20;2025-12-17;Pago
415;35;2025-12;2819,58;2026-01-08;2026-01-20;Pago
416;35;2026-01;722,61;2026-02-18;2026-03-02;Pago
417;35;2026-02;3387,5;2026-03-20;2026-03-17;Pago
418;35;2026-03;1281,88;2026-04-21;2026-04-18;Pago
419;35;2026-04;1618,53;2026-05-21;2026-05-22;Pago
420;35;2026-05;2134,85;2026-06-10;2026-06-13;Pago
421;36;2025-07;1613,0;2025-07-24;;Pendente
422;36;2025-07;1426,24;2025-08-19;2025-08-21;Pago
423;36;2025-08;670,08;2025-09-21;2025-09-26;Pago
424;36;2025-09;2614,27;2025-10-10;2025-10-21;Pago
425;36;2025-10;1740,4;2025-11-15;2025-11-17;Pago
426;36;2025-11;3905,0;2025-12-18;2025-12-25;Pago
427;36;2025-12;2496,87;2026-01-11;2026-01-12;Pago
428;36;2026-01;3324,61;2026-02-09;2026-02-17;Pago
429;36;2026-02;4231,82;2026-03-18;2026-03-27;Pago
430;36;2026-03;698,59;2026-04-08;;Pendente
431;36;2026-04;1224,84;2026-05-17;2026-05-15;Pago
432;36;2026-05;4367,39;2026-06-20;2026-07-03;Pago
433;37;2025-07;1394,17;2025-07-16;2025-07-29;Pago
434;37;2025-07;1084,32;2025-08-21;2025-08-18;Pago
435;37;2025-08;2290,48;2025-09-15;2025-09-21;Pago
436;37;2025-09;942,67;2025-10-21;2025-10-28;Pago
437;37;2025-10;4349,36;2025-11-17;2025-11-24;Pago
438;37;2025-11;3865,36;2025-12-08;;Pendente
439;37;2025-12;2018,89;2026-01-12;2026-01-23;Pago
440;37;2026-01;3359,43;2026-02-21;2026-02-20;Pago
441;37;2026-02;2701,4;2026-03-20;;Pendente
442;37;2026-03;1352,14;2026-04-21;2026-05-06;Pago
443;37;2026-04;457,19;2026-05-11;2026-05-26;Pago
444;37;2026-05;1840,33;2026-06-11;2026-06-21;Pago
445;38;2025-07;1220,4;2025-07-22;2025-07-29;Pago
