matricula_id,aluno_id,plano_id,data_inicio,data_fim,status,canal_aquisicao
229,229,1,2025-02-13,,Ativa,Indicação
230,230,6,2024-03-30,2026-03-29,Cancelada,Site
231,231,4,2024-04-19,2025-12-09,Cancelada,Site
232,232,2,2024-10-05,,Ativa,Site
233,233,2,2024-08-06,,Ativa,Indicação
234,234,3,2025-02-23,2026-03-01,Cancelada,Site
235,235,1,2024-06-22,,Ativa,Indicação
236,236,5,2025-02-14,,Ativa,Site
237,237,1,2025-01-24,,Ativa,Empresa
238,238,2,2024-06-20,,Ativa,Passante
239,239,2,2024-11-03,,Ativa,Empresa
240,240,5,2024-10-17,2025-11-02,Cancelada,Indicação
241,241,1,2025-02-01,,Ativa,Site
242,242,6,2024-09-15,2025-11-27,Cancelada,Empresa
243,243,3,2024-11-01,,Ativa,Indicação
244,244,5,2024-03-14,2025-10-31,Cancelada,Passante
245,245,2,2024-03-17,,Ativa,Site
246,246,1,2024-04-02,,Ativa,Site
247,247,3,2025-04-06,,Ativa,Empresa
248,248,1,2024-04-11,,Ativa,Site
249,249,5,2025-01-26,,Ativa,Empresa
250,250,1,2024-06-09,,Ativa,Passante
251,251,5,2025-04-25,,Ativa,Empresa
252,252,4,2024-05-06,,Ativa,Indicação
253,253,6,2024-09-25,2025-12-15,Cancelada,Indicação
254,254,4,2024-09-12,,Ativa,Empresa
255,255,1,2024-12-27,,Ativa,Empresa
256,256,1,2025-04-30,,Ativa,Passante
257,257,4,2024-09-01,,Ativa,Site
258,258,3,2024-08-22,,Ativa,Empresa
259,259,5,2024-10-14,,Ativa,Indicação
260,260,4,2024-06-24,,Ativa,Indicação
261,261,6,2024-10-25,,Ativa,Indicação
262,262,1,2024-10-11,,Ativa,Passante
263,263,5,2024-06-28,,Ativa,Indicação
264,264,3,2024-12-30,,Ativa,Empresa
265,265,8,2024-06-05,,Ativa,Passante
266,266,8,2024-10-25,2025-10-19,Cancelada,Site
267,267,6,2024-05-21,,Ativa,Site
268,268,7,2025-01-18,,Ativa,Empresa
269,269,1,2024-07-13,,Ativa,Passante
270,270,8,2024-12-28,,Ativa,Passante
271,271,6,2025-05-11,2026-01-09,Cancelada,Indicação
272,272,6,2024-11-02,,Ativa,Empresa
273,273,1,2025-01-16,2025-07-09,Cancelada,Passante
274,274,2,2024-04-12,,Ativa,Passante
275,275,4,2024-05-26,,Ativa,Site
276,276,4,2025-06-10,,Ativa,Indicação
277,277,3,2024-12-16,,Ativa,Empresa
278,278,1,2025-02-16,,Ativa,Empresa
279,279,8,2025-03-15,2026-04-13,Cancelada,Empresa
280,280,7,2024-11-29,,Ativa,Passante
281,281,2,2025-02-28,2025-08-11,Cancelada,Site
282,282,6,2024-06-29,,Ativa,Empresa
283,283,2,2024-05-12,,Ativa,Site
284,284,2,2024-08-13,,Ativa,Passante
285,285,3,2025-05-26,,Ativa,Indicação
286,286,1,2025-05-13,,Ativa,Indicação
287,287,8,2025-04-13,,Ativa,Site
288,288,2,2025-05-24,,Ativa,Empresa
289,289,2,2025-04-02,2025-10-05,Cancelada,Site
290,290,6,2024-07-31,,Ativa,Indicação
291,291,3,2024-07-20,,Ativa,Site
292,292,1,2025-05-15,,Ativa,Empresa
293,293,6,2024-09-13,,Ativa,Empresa
294,294,4,2025-03-26,2026-04-13,Cancelada,Site
295,295,1,2025-01-11,,Ativa,Empresa
296,296,5,2024-12-08,,Ativa,Indicação
297,297,3,2024-05-10,,Ativa,Empresa
298,298,6,2025-03-09,,Ativa,Indicação
299,299,1,2025-03-08,,Ativa,Empresa
300,300,1,2025-04-27,,Ativa,Indicação
301,301,1,2024-02-22,,Ativa,Indicação
302,302,5,2024-11-11,,Ativa,Passante
303,303,3,2025-03-23,,Ativa,Empresa
304,304,6,2025-01-27,,Ativa,Empresa
305,305,5,2024-04-29,2026-01-06,Cancelada,Passante
306,306,6,2025-07-01,,Ativa,Empresa
307,307,3,2024-07-16,,Ativa,Indicação
308,308,7,2024-05-09,2026-03-08,Cancelada,Site
309,309,1,2024-03-13,2025-11-24,Cancelada,Indicação
310,310,3,2025-06-12,,Ativa,Site
311,311,7,2024-03-05,,Ativa,Passante
312,312,6,2024-04-29,2026-06-03,Cancelada,Empresa
313,313,8,2024-07-10,,Ativa,Site
314,314,6,2024-08-07,,Ativa,Site
315,315,7,2024-12-27,2026-06-15,Cancelada,Empresa
316,316,8,2024-07-13,,Ativa,Passante
317,317,8,2025-04-23,,Ativa,Empresa
318,318,5,2024-08-26,,Ativa,Site
319,319,6,2024-07-04,,Ativa,Indicação
320,320,3,2024-11-19,,Ativa,Empresa
321,321,6,2024-08-18,,Ativa,Indicação
322,322,3,2024-11-13,2025-07-25,Cancelada,Empresa
323,323,1,2024-07-17,,Ativa,Indicação
324,324,8,2024-12-26,2025-11-03,Cancelada,Site
325,325,2,2025-06-22,,Ativa,Empresa
326,326,5,2024-11-07,2025-10-19,Cancelada,Site
327,327,6,2025-01-30,,Ativa,Site
328,328,4,2024-04-25,,Ativa,Empresa
329,329,3,2024-03-15,,Ativa,Indicação
330,330,1,2025-04-30,2026-04-10,Cancelada,Passante
331,331,3,2024-07-27,,Ativa,Empresa
332,332,1,2025-05-20,,Ativa,Empresa
333,333,6,2025-04-03,2026-01-03,Cancelada,Passante
334,334,6,2025-05-26,,Ativa,Passante
335,335,2,2024-07-15,,Ativa,Passante
336,336,1,2025-03-05,,Ativa,Indicação
337,337,1,2024-05-18,2025-10-16,Cancelada,Site
338,338,4,2025-04-20,2025-10-31,Cancelada,Passante
339,339,5,2024-09-24,,Ativa,Site
340,340,7,2025-06-01,,Ativa,Site
341,341,2,2024-12-05,,Ativa,Indicação
342,342,3,2025-06-13,,Ativa,Empresa
343,343,3,2025-03-15,,Ativa,Empresa
344,344,2,2024-08-21,,Ativa,Empresa
345,345,6,2024-09-16,2026-04-18,Cancelada,Indicação
346,346,7,2024-10-11,,Ativa,Empresa
347,347,1,2024-03-19,2025-07-05,Cancelada,Empresa
348,348,1,2024-06-11,,Ativa,Empresa
349,349,5,2024-04-16,,Ativa,Empresa
350,350,5,2024-02-20,2025-08-02,Cancelada,Empresa
351,351,6,2025-02-08,,Ativa,Passante
352,352,6,2024-12-25,2026-06-10,Cancelada,Site
353,353,4,2024-11-14,,Ativa,Indicação
354,354,3,2024-06-21,2025-09-27,Cancelada,Indicação
355,355,5,2025-06-13,,Ativa,Site
356,356,2,2025-05-06,2026-02-03,Cancelada,Site
357,357,2,2024-10-20,,Ativa,Site
358,358,7,2024-05-30,,Ativa,Indicação
359,359,3,2024-07-26,,Ativa,Passante
360,360,5,2024-05-04,,Ativa,Indicação
361,361,8,2024-11-18,,Ativa,Site
362,362,6,2024-05-30,,Ativa,Passante
363,363,7,2025-04-17,,Ativa,Empresa
364,364,2,2025-05-29,,Ativa,Site
365,365,3,2025-01-17,2025-11-10,Cancelada,Indicação
366,366,6,2024-05-22,,Ativa,Site
367,367,5,2025-03-04,,Ativa,Indicação
368,368,6,2024-07-14,2025-11-27,Cancelada,Passante
369,369,7,2024-06-09,,Ativa,Indicação
370,370,1,2024-05-17,,Ativa,Passante
371,371,8,2024-08-17,,Ativa,Passante
372,372,3,2024-12-22,2025-07-04,Cancelada,Indicação
373,373,5,2024-08-26,,Ativa,Empresa
374,374,1,2024-07-29,,Ativa,Indicação
375,375,5,2024-08-21,,Ativa,Site
376,376,6,2024-12-14,,Ativa,Empresa
377,377,5,2024-12-24,,Ativa,Empresa
378,378,7,2025-04-02,,Ativa,Empresa
379,379,1,2024-05-27,,Ativa,Passante
380,380,6,2024-07-02,,Ativa,Passante
381,381,8,2024-04-28,,Ativa,Empresa
382,382,1,2024-05-17,,Ativa,Empresa
383,383,3,2024-08-20,,Ativa,Site
384,384,6,2024-07-04,,Ativa,Passante
385,385,5,2024-05-09,2026-04-09,Cancelada,Indicação
386,386,2,2025-04-07,,Ativa,Passante
387,387,5,2024-06-07,2025-09-22,Cancelada,Passante
388,388,6,2024-10-20,,Ativa,Site
389,389,6,2025-05-31,2026-01-08,Cancelada,Indicação
390,390,2,2025-03-24,,Ativa,Site
391,391,4,2024-10-25,,Ativa,Empresa
392,392,4,2024-05-21,,Ativa,Empresa
393,393,2,2025-06-26,,Ativa,Site
394,394,3,2025-05-19,,Ativa,Site
395,395,4,2024-10-30,,Ativa,Empresa
396,396,4,2025-02-19,2026-06-25,Cancelada,Passante
397,397,8,2025-06-11,,Ativa,Empresa
398,398,6,2024-11-29,,Ativa,Indicação
399,399,8,2025-04-08,,Ativa,Site
400,400,7,2024-05-12,,Ativa,Empresa
401,401,1,2025-04-01,2025-11-24,Cancelada,Passante
402,402,8,2024-11-13,,Ativa,Site
403,403,3,2024-11-14,,Ativa,Site
404,404,8,2024-03-22,2026-05-29,Cancelada,Indicação
405,405,5,2024-07-14,2026-02-09,Cancelada,Indicação
406,406,2,2025-06-12,2026-03-21,Cancelada,Site
407,407,2,2025-03-06,,Ativa,Passante
408,408,8,2025-03-18,,Ativa,Site
409,409,5,2024-08-11,,Ativa,Site
410,410,6,2024-03-02,,Ativa,Empresa
411,411,1,2024-06-09,,Ativa,Passante
412,412,8,2024-08-24,,Ativa,Empresa
413,413,5,2024-06-16,2025-09-11,Cancelada,Passante
414,414,7,2025-02-23,2025-08-19,Cancelada,Empresa
415,415,5,2025-05-13,,Ativa,Site
416,416,4,2024-09-20,2026-04-08,Cancelada,Passante
417,417,5,2024-08-14,,Ativa,Passante
418,418,1,2025-04-25,2025-08-27,Cancelada,Site
419,419,3,2025-06-21,,Ativa,Passante
420,420,3,2024-10-15,,Ativa,Passante
421,421,6,2025-01-05,,Ativa,Empresa
422,422,8,2024-12-29,,Ativa,Site
423,423,7,2024-12-13,,Ativa,Site
424,424,3,2025-04-10,,Ativa,Indicação
425,425,6,2024-10-16,2025-12-22,Cancelada,Site
426,426,8,2025-03-27,,Ativa,Site
427,427,5,2024-04-28,2025-12-31,Cancelada,Passante
428,428,1,2024-03-26,2026-03-25,Cancelada,Indicação
429,429,7,2024-04-03,,Ativa,Passante
430,430,2,2024-08-12,,Ativa,Site
431,431,8,2025-06-20,,Ativa,Empresa
432,432,2,2025-02-13,,Ativa,Site
433,433,1,2025-03-15,,Ativa,Site
434,434,8,2024-09-19,2025-08-29,Cancelada,Passante
435,435,2,2025-04-27,,Ativa,Indicação
436,436,2,2024-04-01,,Ativa,Passante
437,437,1,2024-03-10,2026-01-21,Cancelada,Indicação
438,438,8,2025-03-16,,Ativa,Passante
439,439,5,2025-03-28,,Ativa,Indicação
440,440,5,2025-03-22,,Ativa,Passante
441,441,6,2024-06-27,,Ativa,Indicação
442,442,2,2024-11-28,2026-06-05,Cancelada,Site
443,443,7,2024-09-22,2025-10-16,Cancelada,Passante
444,444,6,2024-05-14,,Ativa,Empresa
445,445,1,2024-04-13,,Ativa,Passante
446,446,2,2024-07-23,,Ativa,Empresa
447,447,3,2024-04-07,,Ativa,Site
448,448,4,2025-04-15,,Ativa,Passante
449,449,7,2024-07-18,,Ativa,Indicação
450,450,6,2024-03-31,,Ativa,Indicação
451,451,1,2025-04-07,,Ativa,Empresa
452,452,5,2024-08-05,,Ativa,Passante
453,453,2,2024-09-09,,Ativa,Passante
454,454,5,2024-08-17,,Ativa,Passante
455,455,5,2024-06-05,,Ativa,Passante
456,456,2,2024-11-12,,Ativa,Indicação
457,457,3,2024-12-08,2026-04-19,Cancelada,Indicação
458,458,7,2024-12-04,2025-09-17,Cancelada,Empresa
459,459,4,2024-09-09,,Ativa,Indicação
460,460,6,2024-02-20,2025-08-11,Cancelada,Indicação
461,461,3,2024-08-15,,Ativa,Empresa
462,462,7,2025-04-04,,Ativa,Empresa
463,463,1,2024-11-05,,Ativa,Indicação
464,464,1,2025-01-20,,Ativa,Passante
465,465,4,2024-02-25,,Ativa,Site
466,466,1,2024-11-27,,Ativa,Site
467,467,2,2025-06-19,2025-08-07,Cancelada,Passante
468,468,2,2025-02-05,,Ativa,Indicação
469,469,8,2024-07-20,2026-04-25,Cancelada,Passante
470,470,3,2025-01-01,,Ativa,Empresa
471,471,5,2024-05-18,,Ativa,Empresa
472,472,7,2024-05-07,,Ativa,Site
473,473,1,2025-05-27,,Ativa,Empresa
474,474,5,2024-11-07,,Ativa,Indicação
475,475,5,2024-08-13,,Ativa,Passante
476,476,4,2025-03-28,,Ativa,Indicação
477,477,5,2024-09-28,,Ativa,Indicação
478,478,1,2024-11-08,,Ativa,Site
479,479,2,2024-06-19,2026-04-13,Cancelada,Site
480,480,2,2024-09-18,,Ativa,Empresa
481,481,1,2024-07-17,,Ativa,Passante
482,482,2,2024-04-14,,Ativa,Site
483,483,3,2024-06-10,,Ativa,Passante
484,484,8,2024-03-16,,Ativa,Empresa
485,485,6,2025-02-18,,Ativa,Passante
486,486,2,2025-05-14,,Ativa,Empresa
487,487,4,2025-06-29,,Ativa,Passante
488,488,1,2025-03-11,,Ativa,Site
489,489,2,2025-06-29,,Ativa,Passante
490,490,3,2025-06-02,,Ativa,Indicação
491,491,6,2024-11-16,,Ativa,Empresa
492,492,6,2024-05-21,,Ativa,Passante
493,493,2,2024-06-14,2025-12-14,Cancelada,Empresa
494,494,3,2024-07-28,2025-07-07,Cancelada,Indicação
495,495,2,2024-09-30,,Ativa,Passante
496,496,2,2024-09-07,,Ativa,Indicação
497,497,5,2024-04-19,,Ativa,Site
498,498,2,2024-02-20,,Ativa,Empresa
499,499,6,2024-05-19,,Ativa,Passante
500,500,3,2024-10-05,,Ativa,Passante
501,501,1,2025-05-22,2025-12-29,Cancelada,Empresa
502,502,2,2024-06-06,,Ativa,Site
503,503,7,2025-01-16,,Ativa,Passante
504,504,5,2025-06-28,2025-12-03,Cancelada,Site
505,505,5,2025-05-15,,Ativa,Indicação
506,506,6,2025-04-18,,Ativa,Indicação
507,507,4,2025-03-06,,Ativa,Empresa
508,508,7,2024-07-11,2026-02-07,Cancelada,Site
509,509,8,2024-07-05,,Ativa,Indicação
510,510,6,2025-06-25,,Ativa,Indicação
511,511,5,2024-05-04,,Ativa,Passante
512,512,8,2024-11-02,,Ativa,Passante
513,513,6,2024-06-04,,Ativa,Site
514,514,2,2024-10-16,,Ativa,Passante
515,515,1,2024-11-14,,Ativa,Site
516,516,3,2025-05-05,,Ativa,Site
517,517,3,2024-05-04,,Ativa,Empresa
518,518,3,2025-06-18,,Ativa,Passante
519,519,1,2025-06-04,,Ativa,Empresa
520,520,1,2024-03-10,,Ativa,Indicação
521,521,8,2025-05-07,2025-10-20,Cancelada,Empresa
522,522,1,2025-02-21,,Ativa,Passante
523,523,7,2025-02-16,,Ativa,Site
524,524,5,2025-05-24,,Ativa,Site
525,525,5,2025-01-03,,Ativa,Passante
526,526,1,2024-03-17,,Ativa,Indicação
527,527,4,2024-03-04,,Ativa,Site
528,528,6,2024-05-08,2025-09-19,Cancelada,Indicação
529,529,5,2024-07-18,,Ativa,Site
530,530,8,2024-04-11,,Ativa,Empresa
531,531,8,2024-03-12,,Ativa,Empresa
532,532,6,2024-12-19,,Ativa,Site
533,533,1,2024-07-02,,Ativa,Empresa
534,534,6,2024-04-29,2025-08-24,Cancelada,Passante
535,535,5,2024-04-23,,Ativa,Site
536,536,6,2025-04-13,,Ativa,Indicação
537,537,5,2024-03-27,,Ativa,Indicação
538,538,4,2025-03-30,,Ativa,Empresa
539,539,6,2024-08-06,2026-05-06,Cancelada,Passante
540,540,6,2024-02-26,,Ativa,Passante
541,541,5,2024-10-14,,Ativa,Passante
542,542,5,2024-03-12,,Ativa,Indicação
543,543,3,2025-02-24,,Ativa,Empresa
544,544,3,2024-08-07,,Ativa,Indicação
545,545,5,2024-04-21,2026-05-20,Cancelada,Site
546,546,7,2025-05-02,2026-01-07,Cancelada,Indicação
547,547,1,2025-03-22,,Ativa,Indicação
548,548,8,2024-12-16,,Ativa,Indicação
549,549,3,2025-03-02,2026-01-28,Cancelada,Site
550,550,1,2024-08-09,,Ativa,Site
551,551,6,2025-05-14,,Ativa,Site
552,552,5,2024-12-17,,Ativa,Passante
553,553,7,2024-08-13,2026-04-23,Cancelada,Indicação
554,554,6,2024-11-28,,Ativa,Indicação
555,555,4,2024-06-21,,Ativa,Empresa
556,556,2,2024-05-09,,Ativa,Indicação
557,557,3,2024-03-21,,Ativa,Site
558,558,6,2025-01-01,,Ativa,Site
559,559,4,2024-11-14,,Ativa,Site
560,560,1,2024-09-18,,Ativa,Indicação
561,561,2,2025-04-26,,Ativa,Empresa
562,562,2,2024-06-17,,Ativa,Site
