despesa_id,viagem_id,tipo,valor,data_despesa,status
DE00068,VG00223,Combustível,179.72,2025-04-14,Aprovada
DE00069,VG00701,Táxi,25.39,2026-03-03,Aprovada
DE00070,VG03740,Alimentação,105.22,2025-03-11,Aprovada
DE00071,VG03806,Combustível,221.44,2026-06-19,Reprovada
DE00072,VG04116,Combustível,214.64,2026-06-12,Aprovada
DE00073,VG01521,Alimentação,361.78,2024-04-17,Aprovada
DE00074,VG00380,Aéreo,160.07,2024-01-12,Aprovada
DE00075,VG01281,Hotel,151.2,2024-04-13,Aprovada
DE00076,VG02858,Táxi,502.53,2025-11-29,Aprovada
DE00077,VG02891,Táxi,221.88,2025-09-24,Aprovada
DE00078,VG02568,Aéreo,402.52,2025-11-06,Pendente
DE00079,VG03334,Combustível,418.98,2024-11-08,Aprovada
DE00080,VG02450,Táxi,375.62,2026-07-23,Aprovada
DE00081,VG03568,Hotel,185.46,2024-05-02,Aprovada
DE00082,VG02879,Alimentação,154.53,2024-08-19,Aprovada
DE00083,VG03308,Alimentação,120.32,2024-08-09,Aprovada
DE00084,VG03025,Pedágio,156.96,2024-05-09,Aprovada
DE00085,VG02846,Táxi,224.8,2024-06-29,Pendente
DE00086,VG01908,Aéreo,173.92,2024-07-22,Aprovada
DE00087,VG02524,Pedágio,193.27,2024-01-21,Aprovada
DE00088,VG01931,Aéreo,500.38,2024-11-17,Aprovada
DE00089,VG01745,Pedágio,322.98,2025-04-02,Aprovada
DE00090,VG02357,Combustível,231.71,2024-02-24,Aprovada
DE00091,VG03819,Aéreo,296.0,2024-09-15,Aprovada
DE00092,VG02114,Aéreo,716.0,2026-05-15,Aprovada
DE00093,VG00919,Hotel,601.27,2025-09-09,Aprovada
DE00094,VG00674,Combustível,185.25,2024-05-09,Reprovada
DE00095,VG00010,Pedágio,181.83,2024-04-07,Aprovada
DE00096,VG03669,Aéreo,118.42,2026-05-10,Aprovada
DE00097,VG03351,Hotel,34.39,2025-06-22,Aprovada
DE00098,VG01936,Pedágio,1226.17,2024-01-14,Aprovada
DE00099,VG01912,Aéreo,94.58,2026-04-08,Aprovada
DE00100,VG00542,Aéreo,26.57,2024-01-29,Pendente
DE00101,VG03122,Táxi,643.84,2025-10-15,Aprovada
DE00102,VG02024,Aéreo,259.31,2024-06-08,Reprovada
DE00103,VG02989,Hotel,180.35,2024-03-05,Aprovada
DE00104,VG03827,Aéreo,74.06,2026-03-10,Aprovada
DE00105,VG00576,Aéreo,348.95,2025-10-01,Aprovada
DE00106,VG02495,Táxi,80.52,2024-09-14,Aprovada
DE00107,VG03555,Pedágio,114.6,2024-11-02,Aprovada
DE00108,VG01901,Aéreo,568.35,2025-03-03,Aprovada
DE00109,VG03078,Pedágio,121.54,2024-03-03,Aprovada
DE00110,VG03890,Táxi,81.45,2024-01-18,Aprovada
DE00111,VG02856,Alimentação,389.5,2024-10-20,Aprovada
DE00112,VG00053,Hotel,252.63,2026-03-13,Aprovada
DE00113,VG02277,Alimentação,205.58,2024-10-28,Aprovada
DE00114,VG01706,Táxi,154.08,2024-10-16,Aprovada
DE00115,VG02475,Combustível,95.66,2025-12-07,Aprovada
DE00116,VG02336,Alimentação,114.49,2026-04-06,Aprovada
DE00117,VG03077,Táxi,648.74,2024-05-08,Pendente
DE00118,VG01982,Hotel,406.75,2025-06-13,Aprovada
DE00119,VG03087,Aéreo,335.19,2025-07-05,Aprovada
DE00120,VG02156,Alimentação,79.82,2025-09-17,Aprovada
DE00121,VG03401,Combustível,639.19,2026-03-08,Aprovada
DE00122,VG03311,Hotel,33.37,2024-05-19,Aprovada
DE00123,VG03588,Táxi,576.98,2026-06-26,Aprovada
DE00124,VG01638,Alimentação,60.5,2025-11-04,Aprovada
DE00125,VG00706,Combustível,675.16,2026-06-10,Aprovada
DE00126,VG03162,Alimentação,55.09,2026-06-19,Aprovada
DE00127,VG01884,Combustível,124.47,2025-05-28,Aprovada
DE00128,VG02895,Aéreo,519.27,2024-04-15,Aprovada
DE00129,VG03659,Alimentação,188.56,2024-09-01,Aprovada
DE00130,VG03213,Táxi,71.09,2025-01-25,Aprovada
DE00131,VG00069,Táxi,25.33,2024-03-18,Aprovada
DE00132,VG02939,Alimentação,234.86,2025-01-13,Aprovada
DE00133,VG03727,Pedágio,127.39,2025-08-12,Aprovada
DE00134,VG02941,Aéreo,120.24,2025-01-15,Aprovada
DE00135,VG01915,Pedágio,552.09,2026-03-02,Aprovada
DE00136,VG03641,Alimentação,199.15,2025-01-21,Aprovada
DE00137,VG01739,Hotel,1114.12,2025-01-20,Aprovada
DE00138,VG03356,Combustível,574.91,2025-08-08,Aprovada
DE00139,VG00273,Pedágio,154.8,2024-09-11,Aprovada
DE00140,VG02739,Táxi,653.88,2026-01-02,Aprovada
DE00141,VG03427,Alimentação,179.01,2024-07-14,Aprovada
DE00142,VG02455,Combustível,442.72,2026-05-24,Aprovada
DE00143,VG00798,Táxi,166.32,2025-05-11,Aprovada
DE00144,VG00669,Alimentação,686.12,2024-04-06,Aprovada
DE00145,VG00073,Combustível,175.9,2024-07-24,Aprovada
DE00146,VG00682,Combustível,394.28,2026-06-13,Aprovada
DE00147,VG01798,Aéreo,36.5,2025-10-02,Aprovada
DE00148,VG03614,Aéreo,92.23,2026-07-07,Aprovada
DE00149,VG01799,Hotel,40.62,2025-01-21,Aprovada
DE00150,VG01511,Combustível,207.26,2026-02-19,Pendente
DE00151,VG03577,Táxi,84.63,2025-01-14,Aprovada
DE00152,VG03440,Aéreo,180.45,2024-11-21,Aprovada
DE00153,VG00339,Hotel,263.1,2024-03-25,Aprovada
DE00154,VG03399,Alimentação,133.1,2024-02-04,Aprovada
DE00155,VG02069,Hotel,2199.19,2026-06-12,Aprovada
DE00156,VG04090,Alimentação,88.13,2026-01-07,Aprovada
DE00157,VG00263,Aéreo,107.17,2026-04-05,Pendente
DE00158,VG00656,Combustível,239.61,2024-11-11,Reprovada
DE00159,VG02020,Aéreo,158.94,2024-08-04,Aprovada
DE00160,VG03138,Aéreo,62.22,2025-10-29,Aprovada
DE00161,VG02074,Táxi,169.82,2026-07-31,Aprovada
DE00162,VG02980,Aéreo,442.47,2024-12-23,Aprovada
DE00163,VG02640,Táxi,110.54,2024-07-07,Aprovada
DE00164,VG03205,Aéreo,178.69,2025-05-08,Aprovada
DE00165,VG00917,Hotel,674.87,2026-05-02,Aprovada
DE00166,VG01579,Hotel,389.86,2024-02-14,Pendente
DE00167,VG03654,Combustível,312.34,2025-04-18,Aprovada
DE00168,VG04196,Alimentação,174.88,2025-06-14,Pendente
DE00169,VG03417,Aéreo,621.98,2025-11-03,Aprovada
DE00170,VG02610,Táxi,83.45,2024-05-09,Aprovada
DE00171,VG02051,Hotel,279.72,2025-02-01,Aprovada
DE00172,VG02891,Combustível,638.71,2025-07-15,Aprovada
DE00173,VG01339,Táxi,419.16,2024-02-09,Aprovada
DE00174,VG01545,Hotel,225.63,2024-08-01,Aprovada
DE00175,VG03237,Hotel,43.47,2026-02-16,Pendente
DE00176,VG01032,Aéreo,82.56,2025-09-22,Pendente
DE00177,VG03011,Pedágio,45.13,2026-07-12,Aprovada
DE00178,VG00343,Hotel,167.39,2024-01-15,Aprovada
DE00179,VG03211,Pedágio,1005.55,2024-06-22,Aprovada
DE00180,VG02171,Hotel,365.89,2024-05-03,Aprovada
DE00181,VG02456,Táxi,438.1,2025-12-25,Aprovada
DE00182,VG01555,Alimentação,93.44,2024-03-01,Aprovada
DE00183,VG00806,Pedágio,111.69,2026-01-31,Aprovada
DE00184,VG02059,Combustível,406.78,2024-07-02,Aprovada
DE00185,VG03571,Hotel,86.01,2025-07-27,Aprovada
DE00186,VG01599,Combustível,372.65,2025-01-27,Aprovada
DE00187,VG02125,Hotel,177.65,2024-01-25,Aprovada
DE00188,VG03582,Pedágio,195.5,2024-09-08,Aprovada
DE00189,VG01183,Táxi,155.04,2025-12-21,Aprovada
DE00190,VG00197,Hotel,956.29,2024-12-01,Aprovada
DE00191,VG01469,Combustível,735.95,2025-03-15,Aprovada
DE00192,VG00975,Táxi,31.09,2024-08-27,Aprovada
DE00193,VG01774,Aéreo,45.4,2024-01-10,Aprovada
DE00194,VG03029,Hotel,168.12,2025-01-10,Aprovada
DE00195,VG02608,Alimentação,176.18,2025-03-26,Aprovada
DE00196,VG03273,Hotel,180.3,2026-01-30,Aprovada
DE00197,VG03116,Pedágio,561.65,2025-07-24,Aprovada
DE00198,VG01067,Alimentação,112.49,2024-06-27,Aprovada
DE00199,VG02542,Aéreo,610.11,2025-08-24,Aprovada
DE00200,VG01392,Combustível,217.62,2025-08-13,Aprovada
DE00201,VG00421,Pedágio,579.57,2024-08-05,Aprovada
DE00202,VG02171,Combustível,82.13,2026-03-13,Aprovada
DE00203,VG00682,Hotel,932.51,2026-07-13,Aprovada
DE00204,VG03232,Hotel,566.94,2025-02-23,Aprovada
DE00205,VG00632,Hotel,201.97,2025-09-27,Aprovada
DE00206,VG01870,Hotel,301.22,2024-03-05,Aprovada
DE00207,VG01356,Alimentação,64.83,2025-07-29,Aprovada
DE00208,VG01579,Combustível,65.99,2024-05-01,Aprovada
DE00209,VG01498,Hotel,157.39,2024-05-23,Aprovada
DE00210,VG03882,Hotel,155.75,2025-02-15,Aprovada
DE00211,VG03600,Táxi,162.59,2024-09-19,Aprovada
DE00212,VG03220,Hotel,480.92,2024-01-31,Reprovada
DE00213,VG02541,Aéreo,58.74,2025-05-03,Aprovada
DE00214,VG00260,Táxi,130.44,2024-11-01,Pendente
DE00215,VG01567,Aéreo,123.67,2024-03-16,Reprovada
DE00216,VG01742,Alimentação,137.03,2024-08-01,Aprovada
DE00217,VG00494,Alimentação,226.76,2024-07-14,Aprovada
DE00218,VG03468,Pedágio,72.77,2025-04-04,Aprovada
DE00219,VG04012,Combustível,1306.11,2025-08-22,Aprovada
DE00220,VG02547,Aéreo,99.14,2025-09-13,Aprovada
DE00221,VG02876,Hotel,129.63,2025-04-29,Aprovada
DE00222,VG00749,Pedágio,90.96,2025-12-15,Aprovada
DE00223,VG01125,Aéreo,534.31,2025-10-30,Aprovada
DE00224,VG03522,Aéreo,120.45,2025-11-22,Aprovada
DE00225,VG01358,Alimentação,678.36,2024-10-07,Aprovada
DE00226,VG00622,Aéreo,128.5,2024-07-10,Aprovada
DE00227,VG01353,Táxi,94.6,2025-09-01,Aprovada
DE00228,VG01787,Alimentação,168.3,2025-02-26,Aprovada
DE00229,VG02686,Alimentação,967.52,2025-07-06,Aprovada
DE00230,VG02161,Pedágio,1038.35,2024-07-29,Aprovada
DE00231,VG01598,Aéreo,941.92,2025-02-01,Aprovada
DE00232,VG02222,Combustível,88.35,2026-04-19,Aprovada
DE00233,VG03408,Aéreo,232.08,2026-02-12,Aprovada
DE00234,VG02972,Hotel,103.82,2025-01-06,Aprovada
DE00235,VG00848,Alimentação,115.23,2025-09-06,Aprovada
DE00236,VG02384,Aéreo,181.56,2025-10-01,Aprovada
DE00237,VG02986,Hotel,129.91,2026-04-25,Aprovada
DE00238,VG00267,Pedágio,235.13,2025-02-27,Aprovada
DE00239,VG01477,Aéreo,858.36,2025-04-24,Pendente
DE00240,VG04167,Combustível,1746.24,2024-04-27,Aprovada
DE00241,VG01177,Aéreo,111.74,2026-04-02,Aprovada
DE00242,VG02838,Hotel,67.89,2024-06-09,Aprovada
DE00243,VG04030,Pedágio,149.13,2026-06-18,Aprovada
DE00244,VG03842,Pedágio,330.35,2024-05-08,Pendente
DE00245,VG03024,Aéreo,250.28,2024-09-29,Aprovada
DE00246,VG03060,Aéreo,242.51,2024-02-19,Pendente
DE00247,VG04042,Hotel,271.63,2025-01-20,Aprovada
DE00248,VG00858,Aéreo,106.85,2025-01-09,Pendente
DE00249,VG02412,Pedágio,19.77,2024-05-08,Aprovada
DE00250,VG00097,Combustível,458.64,2025-05-18,Pendente
DE00251,VG02403,Táxi,141.4,2026-07-15,Aprovada
DE00252,VG03118,Hotel,182.17,2024-01-07,Pendente
DE00253,VG00310,Alimentação,532.53,2025-07-16,Aprovada
DE00254,VG02001,Aéreo,2180.71,2025-02-04,Aprovada
DE00255,VG03702,Pedágio,185.54,2024-06-29,Reprovada
DE00256,VG02525,Combustível,181.26,2025-11-06,Aprovada
DE00257,VG02764,Táxi,208.59,2024-05-30,Aprovada
DE00258,VG01444,Pedágio,71.82,2024-09-21,Aprovada
DE00259,VG02608,Hotel,184.07,2025-10-03,Aprovada
DE00260,VG01516,Combustível,186.53,2024-01-06,Aprovada
DE00261,VG02327,Pedágio,497.14,2025-04-24,Aprovada
DE00262,VG02791,Aéreo,1113.19,2026-05-15,Aprovada
DE00263,VG01293,Alimentação,160.19,2024-11-24,Aprovada
DE00264,VG03760,Alimentação,103.41,2024-10-02,Aprovada
DE00265,VG00399,Combustível,212.79,2025-05-30,Aprovada
DE00266,VG03821,Pedágio,1205.61,2025-11-04,Aprovada
DE00267,VG00499,Hotel,130.78,2024-10-31,Aprovada
DE00268,VG01091,Combustível,417.85,2026-02-03,Aprovada
DE00269,VG00254,Pedágio,489.74,2025-05-07,Aprovada
DE00270,VG00536,Hotel,334.58,2024-05-30,Aprovada
DE00271,VG04003,Alimentação,87.77,2025-01-19,Aprovada
DE00272,VG03041,Hotel,89.49,2026-04-28,Aprovada
DE00273,VG01160,Hotel,131.27,2025-08-24,Aprovada
DE00274,VG01972,Táxi,343.52,2026-01-20,Reprovada
DE00275,VG03788,Táxi,335.79,2025-10-21,Aprovada
DE00276,VG03553,Combustível,80.26,2024-11-16,Aprovada
DE00277,VG02064,Táxi,447.03,2025-04-27,Aprovada
DE00278,VG03683,Pedágio,403.24,2025-11-10,Aprovada
DE00279,VG00801,Hotel,256.6,2025-03-11,Aprovada
DE00280,VG04005,Táxi,877.62,2026-04-06,Aprovada
DE00281,VG03112,Alimentação,505.58,2025-12-12,Aprovada
DE00282,VG00305,Hotel,71.24,2024-12-21,Aprovada
DE00283,VG01583,Combustível,521.29,2024-04-06,Aprovada
DE00284,VG01840,Táxi,220.7,2024-02-27,Aprovada
DE00285,VG01951,Pedágio,417.36,2025-07-11,Aprovada
DE00286,VG01059,Alimentação,99.98,2026-07-13,Aprovada
DE00287,VG00494,Aéreo,124.84,2026-03-14,Aprovada
DE00288,VG02809,Aéreo,46.73,2024-03-30,Aprovada
DE00289,VG03848,Hotel,253.56,2024-11-18,Aprovada
DE00290,VG03861,Aéreo,1139.76,2025-05-02,Aprovada
DE00291,VG02802,Hotel,119.5,2024-12-04,Aprovada
DE00292,VG03647,Táxi,87.84,2024-05-31,Aprovada
DE00293,VG00572,Combustível,391.22,2025-11-30,Aprovada
DE00294,VG02883,Hotel,65.12,2024-01-29,Aprovada
DE00295,VG03491,Alimentação,373.05,2026-05-05,Aprovada
DE00296,VG02255,Aéreo,614.19,2024-07-31,Aprovada
DE00297,VG03738,Pedágio,244.47,2025-04-22,Aprovada
DE00298,VG00086,Aéreo,193.6,2024-11-23,Aprovada
DE00299,VG02694,Hotel,460.55,2024-03-14,Aprovada
DE00300,VG02837,Pedágio,64.72,2024-10-11,Aprovada
DE00301,VG04180,Combustível,176.08,2026-03-11,Aprovada
DE00302,VG03422,Combustível,431.9,2026-06-04,Aprovada
DE00303,VG03558,Hotel,168.08,2025-02-17,Aprovada
DE00304,VG02786,Combustível,162.41,2025-01-13,Aprovada
DE00305,VG01367,Aéreo,126.57,2024-09-17,Aprovada
DE00306,VG01378,Hotel,430.87,2024-07-28,Aprovada
DE00307,VG03089,Hotel,290.3,2024-08-29,Aprovada
DE00308,VG03389,Pedágio,141.6,2026-01-23,Aprovada
DE00309,VG03585,Pedágio,363.13,2024-01-26,Reprovada
DE00310,VG02694,Combustível,190.73,2025-05-25,Aprovada
DE00311,VG00873,Alimentação,204.72,2026-01-11,Aprovada
DE00312,VG01201,Pedágio,146.86,2024-03-20,Aprovada
DE00313,VG01555,Alimentação,523.24,2025-03-10,Aprovada
DE00314,VG02143,Alimentação,310.22,2026-02-01,Aprovada
DE00315,VG03971,Combustível,308.63,2026-05-03,Aprovada
DE00316,VG02585,Combustível,96.7,2024-06-23,Aprovada
DE00317,VG01270,Pedágio,693.85,2024-10-17,Aprovada
DE00318,VG01877,Combustível,137.36,2025-01-14,Aprovada
DE00319,VG02050,Aéreo,120.9,2024-08-07,Aprovada
DE00320,VG02455,Hotel,355.08,2024-03-13,Aprovada
DE00321,VG03597,Hotel,147.63,2025-01-16,Aprovada
DE00322,VG01893,Alimentação,963.26,2026-06-17,Aprovada
DE00323,VG00872,Aéreo,49.39,2025-02-24,Aprovada
DE00324,VG01397,Táxi,81.95,2025-08-24,Aprovada
DE00325,VG00882,Pedágio,102.23,2024-05-17,Aprovada
DE00326,VG02963,Táxi,1053.57,2025-07-03,Aprovada
DE00327,VG03900,Aéreo,183.98,2024-07-10,Aprovada
DE00328,VG02468,Táxi,477.51,2024-12-07,Aprovada
DE00329,VG00629,Táxi,92.42,2024-05-26,Aprovada
DE00330,VG03432,Alimentação,231.61,2026-01-15,Aprovada
DE00331,VG02929,Pedágio,43.4,2024-12-27,Aprovada
DE00332,VG01319,Táxi,178.19,2024-11-16,Pendente
DE00333,VG03892,Pedágio,256.08,2025-05-17,Aprovada
DE00334,VG01291,Hotel,74.25,2025-06-24,Aprovada
DE00335,VG03875,Combustível,566.45,2025-04-02,Aprovada
DE00336,VG01262,Combustível,941.11,2026-04-30,Aprovada
DE00337,VG02948,Hotel,406.18,2024-02-04,Aprovada
DE00338,VG01257,Táxi,81.05,2024-03-08,Aprovada
DE00339,VG03250,Combustível,275.76,2024-12-31,Aprovada
DE00340,VG02133,Aéreo,97.01,2024-12-24,Aprovada
DE00341,VG00684,Combustível,541.77,2024-06-22,Aprovada
DE00342,VG02389,Hotel,157.46,2025-11-01,Aprovada
DE00343,VG02144,Aéreo,453.51,2024-06-15,Pendente
DE00344,VG00327,Hotel,433.95,2025-04-05,Aprovada
DE00345,VG02946,Alimentação,283.04,2024-06-04,Aprovada
DE00346,VG02779,Alimentação,62.4,2025-12-28,Aprovada
DE00347,VG01662,Hotel,60.33,2026-01-22,Aprovada
DE00348,VG00447,Aéreo,41.51,2026-04-22,Aprovada
DE00349,VG01029,Pedágio,216.77,2024-09-23,Pendente
DE00350,VG01156,Pedágio,184.86,2025-11-28,Aprovada
DE00351,VG01142,Combustível,85.78,2024-01-06,Aprovada
DE00352,VG00193,Hotel,397.12,2026-03-13,Pendente
DE00353,VG03092,Táxi,110.85,2025-03-31,Aprovada
DE00354,VG01363,Aéreo,69.26,2025-08-13,Aprovada
DE00355,VG01441,Alimentação,796.11,2026-06-03,Aprovada
DE00356,VG00658,Alimentação,84.18,2026-07-09,Aprovada
DE00357,VG04096,Aéreo,349.17,2025-06-06,Aprovada
DE00358,VG00569,Hotel,76.06,2024-03-12,Aprovada
DE00359,VG03458,Combustível,118.5,2025-07-21,Aprovada
DE00360,VG02518,Aéreo,380.87,2024-10-21,Pendente
DE00361,VG00994,Hotel,192.42,2026-05-16,Aprovada
DE00362,VG03858,Aéreo,799.45,2025-09-03,Reprovada
DE00363,VG02290,Combustível,440.93,2026-02-13,Aprovada
DE00364,VG00285,Pedágio,238.86,2026-06-26,Aprovada
DE00365,VG01813,Táxi,28.47,2024-11-23,Aprovada
DE00366,VG02865,Hotel,149.18,2025-12-21,Aprovada
DE00367,VG03199,Alimentação,498.28,2024-07-04,Reprovada
DE00368,VG03887,Táxi,423.38,2024-08-03,Aprovada
DE00369,VG03850,Pedágio,209.95,2026-01-20,Aprovada
DE00370,VG03328,Combustível,182.86,2026-07-22,Aprovada
DE00371,VG00670,Combustível,83.55,2026-04-21,Aprovada
DE00372,VG03786,Táxi,313.77,2025-10-24,Aprovada
DE00373,VG03285,Aéreo,359.84,2024-11-30,Aprovada
DE00374,VG01973,Pedágio,85.76,2025-10-25,Aprovada
DE00375,VG01882,Hotel,115.04,2025-12-13,Aprovada
DE00376,VG03501,Pedágio,229.92,2025-12-24,Aprovada
DE00377,VG01551,Alimentação,873.51,2026-04-29,Aprovada
DE00378,VG01120,Alimentação,121.88,2024-11-27,Aprovada
DE00379,VG03048,Hotel,218.73,2025-09-03,Aprovada
DE00380,VG03814,Alimentação,341.09,2026-06-28,Aprovada
DE00381,VG00941,Táxi,28.41,2024-08-17,Aprovada
DE00382,VG03592,Alimentação,116.71,2024-05-20,Aprovada
DE00383,VG01271,Alimentação,146.78,2024-08-03,Aprovada
DE00384,VG03493,Hotel,617.02,2024-10-25,Aprovada
DE00385,VG01719,Táxi,121.79,2024-09-27,Aprovada
DE00386,VG03647,Hotel,185.6,2025-12-10,Aprovada
DE00387,VG03335,Hotel,696.71,2026-01-03,Aprovada
DE00388,VG03845,Aéreo,335.49,2024-01-11,Aprovada
DE00389,VG01694,Combustível,93.66,2024-01-01,Aprovada
DE00390,VG01303,Combustível,1171.31,2024-07-03,Aprovada
DE00391,VG00657,Alimentação,191.94,2024-05-05,Aprovada
DE00392,VG00899,Alimentação,332.7,2024-11-08,Aprovada
DE00393,VG00623,Táxi,720.39,2025-12-21,Aprovada
DE00394,VG03842,Táxi,64.67,2025-01-20,Aprovada
DE00395,VG00195,Pedágio,276.87,2026-02-07,Pendente
DE00396,VG00321,Combustível,254.54,2024-06-01,Aprovada
DE00397,VG03524,Aéreo,173.43,2024-05-03,Aprovada
DE00398,VG02273,Combustível,99.13,2026-01-09,Aprovada
DE00399,VG00096,Hotel,2013.18,2024-08-13,Aprovada
DE00400,VG02449,Táxi,378.7,2025-12-30,Aprovada
DE00401,VG03236,Aéreo,897.38,2024-07-27,Aprovada
DE00402,VG01063,Pedágio,75.26,2025-05-09,Aprovada
DE00403,VG00013,Aéreo,93.98,2025-12-04,Aprovada
DE00404,VG02548,Combustível,331.9,2025-07-24,Aprovada
DE00405,VG00525,Aéreo,1442.77,2026-01-21,Aprovada
DE00406,VG01640,Alimentação,191.04,2025-10-30,Aprovada
DE00407,VG00462,Pedágio,246.54,2025-02-24,Aprovada
DE00408,VG04183,Combustível,798.91,2025-07-11,Reprovada
DE00409,VG04050,Pedágio,879.82,2024-12-09,Aprovada
DE00410,VG04044,Táxi,592.5,2025-01-30,Aprovada
DE00411,VG03722,Combustível,66.93,2024-04-07,Aprovada
DE00412,VG03919,Aéreo,244.92,2025-04-26,Aprovada
DE00413,VG00124,Pedágio,546.66,2026-07-11,Aprovada
DE00414,VG00410,Alimentação,56.82,2025-02-11,Aprovada
DE00415,VG04166,Combustível,377.27,2026-05-16,Aprovada
DE00416,VG04024,Táxi,248.89,2026-05-11,Aprovada
DE00417,VG04168,Hotel,130.57,2025-06-27,Aprovada
DE00418,VG02965,Aéreo,149.43,2026-07-30,Aprovada
DE00419,VG02344,Combustível,156.59,2025-01-03,Aprovada
DE00420,VG00573,Aéreo,214.21,2026-06-16,Aprovada
DE00421,VG02194,Hotel,115.56,2024-10-23,Aprovada
DE00422,VG00439,Alimentação,1291.53,2026-06-15,Aprovada
DE00423,VG00053,Hotel,785.21,2024-10-16,Aprovada
DE00424,VG03778,Alimentação,218.41,2024-09-28,Aprovada
DE00425,VG03728,Combustível,399.75,2026-03-01,Aprovada
DE00426,VG03230,Alimentação,131.0,2024-03-21,Pendente
DE00427,VG02074,Alimentação,138.62,2025-04-04,Aprovada
DE00428,VG04140,Aéreo,162.84,2024-04-06,Aprovada
DE00429,VG02617,Aéreo,449.72,2026-02-19,Reprovada
